circ_id	gene_id	gene_name	circ_name	logFC	logCPM	LR	PValue	DE	FDR	Regulation	label	annotation
6:55288560|55289131	ENSSSCG00000003218	MYBPC2	circMYBPC2_1	-4.95053577885015	-2.85348701001077	135.550476036004	2.50225042740493e-31	-1	6.79156961390203e-27	Down	Down	
8:112278893|112313657	ENSSSCG00000009134	EGF	circEGF_34	-3.44315815104673	-3.13156782790993	133.300308613037	7.77197133813797e-31	-1	1.95878103916711e-26	Down	Down	
15:84363587|84367753			circ15:84363587|84367753	-2.68223735324001	-1.7837403690184	129.622086775893	4.95717063020717e-30	-1	1.16607194256321e-25	Down	Down	
8:112278893|112285346	ENSSSCG00000009134	EGF	circEGF_30	-4.10373494707202	-2.87311472170611	129.201917713477	6.12585831527054e-30	-1	1.35092021962082e-25	Down	Down	
15:56527520|56547111	ENSSSCG00000015853	HERC2	circHERC2_52	-3.59128774682014	-3.76576730003097	126.084126698089	2.9472087537985e-29	-1	6.11708779720753e-25	Down	Down	
7:80770348|80773427	ENSSSCG00000033958	RYR3	circRYR3_19	-3.18815341354081	-3.46881202204806	124.068911200685	8.13681180497137e-29	-1	1.59501401361851e-24	Down	Down	
8:112308514|112313657	ENSSSCG00000009134	EGF	circEGF_49	-3.67769654410502	-2.1138520498938	123.853564405192	9.06958906664711e-29	-1	1.68428951822739e-24	Down	Down	
9:102255514|102274429	ENSSSCG00000015410	PHTF2	circPHTF2_34	-3.11571375481899	-2.47746215702537	122.568233862103	1.73349869628727e-28	-1	3.05827306996393e-24	Down	Down	
12:11253178|11268222	ENSSSCG00000017256	ABCA6	circABCA6_36	-4.27631769268277	-2.16614857560269	117.952479439371	1.77592272543361e-27	-1	2.98392227682331e-23	Down	Down	
12:11253178|11266696	ENSSSCG00000017256	ABCA6	circABCA6_33	-4.02790453152667	-4.24495646966197	111.910957799792	3.73723509489612e-26	-1	5.73330860792837e-22	Down	Down	
4:90276419|90278977	ENSSSCG00000006390	CASQ1	circCASQ1_1	-3.27164112935573	-3.91628408176082	109.880526092879	1.04078332968051e-25	-1	1.53014230490746e-21	Down	Down	
17:5444093|5451779	ENSSSCG00000040013	MTUS1	circMTUS1_21	-3.4801617100394	-4.10175649478206	109.760275758911	1.10587484847445e-25	-1	1.56080522014048e-21	Down	Down	
9:112437583|112442611			circ9:112437583|112442611	-4.09951032839433	-4.48808198734864	109.582309725473	1.20975390444003e-25	-1	1.64174771791629e-21	Down	Down	
12:45870808|45887992	ENSSSCG00000017791		circENSSSCG00000017791_19	-2.3559678720107	-1.18769086403365	108.214963491535	2.41152150872367e-25	-1	3.15144776008924e-21	Down	Down	
8:111823361|111839842	ENSSSCG00000009132	ENPEP	circENPEP_16	-5.01908566884767	-2.42469905198075	105.836567696071	8.00742294935491e-25	-1	1.00906112255078e-20	Down	Down	
9:118014576|118058467	ENSSSCG00000015509	COP1	circCOP1_27	-3.02866433623152	-3.71758295830565	105.461785337398	9.67457956747984e-25	-1	1.17710943203719e-20	Down	Down	
14:46982871|46996102	ENSSSCG00000009994	MTMR3	circMTMR3_31	-2.18332672294902	-0.0652320655094898	105.229041057063	1.08803515658275e-24	-1	1.27968892263094e-20	Down	Down	
15:56527505|56547111	ENSSSCG00000015853	HERC2	circHERC2_47	-3.06980403627957	-2.59283155213558	103.491145175694	2.61560544737756e-24	-1	2.97709899507899e-20	Down	Down	
1:223722952|223723842	ENSSSCG00000021646	KLF9	circKLF9_3	-3.76910798246408	-4.41685960308922	103.019279493851	3.31902523729677e-24	-1	3.65968169008982e-20	Down	Down	
8:87789294|87820356	ENSSSCG00000029920	ELF2	circELF2_8	-2.34021144941277	-2.00573822579258	100.184744493244	1.38824676868986e-23	-1	1.48434709955032e-19	Down	Down	
15:84365150|84376963			circ15:84365150|84376963	-4.01328055107009	-2.79711611424978	99.7141875145794	1.76055516676661e-23	-1	1.82706272724293e-19	Down	Down	
13:109772484|109778778	ENSSSCG00000028905	TNIK	circTNIK_29	-2.2606819127229	-1.68794285882794	98.2764535845884	3.63866953911964e-23	-1	3.66823632817465e-19	Down	Down	
7:69814386|69828037	ENSSSCG00000001975	PRKD1	circPRKD1_17	-2.26296981333003	-1.69701549633194	97.4381744117164	5.55643941722213e-23	-1	5.4459897492509e-19	Down	Down	
14:92300012|92309354	ENSSSCG00000035762,ENSSSCG00000033323	UBE2D1	circUBE2D1_4	-2.23633436200999	-1.50248744315635	96.635781957525	8.33286303234931e-23	-1	7.94648844266557e-19	Down	Down	
18:1463489|1466144	ENSSSCG00000033272	DNAJB6	circDNAJB6_4	-2.4229051090259	-2.64197121433893	95.0826841732746	1.82596967192524e-22	-1	1.69548011294945e-18	Down	Down	
AEMK02000452.1:3274736|3276823	ENSSSCG00000002555	JAG2	circJAG2_3	-2.42430479390643	-2.81822969629229	92.7203932113974	6.02297405103028e-22	-1	5.18334208795543e-18	Down	Down	
7:80869875|80883984	ENSSSCG00000033958	RYR3	circRYR3_37	-3.35101390872382	-4.34837971643179	91.3747319719388	1.18884897099762e-21	-1	9.98757681720677e-18	Down	Down	
15:739174|743812	ENSSSCG00000016397	NEB	circNEB_241	-3.01483127671615	-2.04426899807309	90.2553562122335	2.09322864197961e-21	-1	1.71763527197826e-17	Down	Down	
15:84354745|84367753			circ15:84354745|84367753	-2.70951181603086	-2.20867563198661	89.9839526282006	2.40099579538453e-21	-1	1.92540218278786e-17	Down	Down	
6:80068941|80087974	ENSSSCG00000003520	CDC42	circCDC42_5	-2.45667113882022	-3.09458287715662	89.6981207616686	2.7741840725395e-21	-1	2.12794392367636e-17	Down	Down	
6:51226510|51226836	ENSSSCG00000003081	CEACAM16	circCEACAM16_1	-2.48231788938879	-2.4694692380164	89.3560256354525	3.29786184702723e-21	-1	2.47581013947336e-17	Down	Down	
12:59319172|59323398	ENSSSCG00000050244		circENSSSCG00000050244_52	-2.02381998169717	0.275051426120376	88.8239753060388	4.31553791742151e-21	-1	3.17231596028057e-17	Down	Down	
6:159562440|159566943	ENSSSCG00000034127	SHISAL2A	circSHISAL2A_1	-3.6804870321138	-4.64862063796584	85.9782484816831	1.81925758120111e-20	-1	1.31002882037005e-16	Down	Down	
8:112264707|112285346	ENSSSCG00000009134	EGF	circEGF_18	-3.63152753791281	-4.63190422766965	85.8120671839423	1.9787496978697e-20	-1	1.39637991679027e-16	Down	Down	
15:84365150|84369748			circ15:84365150|84369748	-3.1417487498627	-4.28421885769951	85.7524640772854	2.03929972674457e-20	-1	1.41089151526169e-16	Down	Down	
1:242592942|242607645	ENSSSCG00000050727		circENSSSCG00000050727_3	-2.25026782596007	-1.51943675179916	85.5373392246372	2.27367409416747e-20	-1	1.54279281169697e-16	Down	Down	
8:124759305|124766562	ENSSSCG00000029621	BMPR1B	circBMPR1B_21	-3.21836855674998	-4.39060041477858	84.2325741084429	4.39863385772673e-20	-1	2.92836144319949e-16	Down	Down	
1:180413386|180431593	ENSSSCG00000005021	SAV1	circSAV1_9	-2.56695915114012	-3.68288798249325	82.9351099530211	8.47916680519704e-20	-1	5.46150407696031e-16	Down	Down	
7:80685548|80687399	ENSSSCG00000033958	RYR3	circRYR3_11	-3.21771866980675	-4.37904256103836	82.9271946664952	8.51318781764228e-20	-1	5.46150407696031e-16	Down	Down	
12:45856452|45887992	ENSSSCG00000017791		circENSSSCG00000017791_10	-2.25077968970179	-2.81767180862698	82.2827951984753	1.17944316728013e-19	-1	7.43141865921056e-16	Down	Down	
1:189419733|189440726	ENSSSCG00000005085	C14orf39	circC14orf39_20	-3.35277331255274	-4.49897297055731	81.673310394138	1.60547009908174e-19	-1	9.93825423930523e-16	Down	Down	
15:93199516|93243693	ENSSSCG00000016033	GULP1	circGULP1_30	-2.05588013544294	-1.8135798369596	81.0775577624607	2.17030686730202e-19	-1	1.3073885272757e-15	Down	Down	
7:26689737|26693154	ENSSSCG00000001485	MLIP	circMLIP_31	-2.95034061903579	-1.43135376337417	81.0632114258038	2.18611973306239e-19	-1	1.3073885272757e-15	Down	Down	
10:24795546|24796546	ENSSSCG00000010928	KDM5B	circKDM5B_83	-2.5156807674223	-3.61536205920817	80.8573996382987	2.42607688448028e-19	-1	1.42671112037927e-15	Down	Down	
12:59321588|59323398	ENSSSCG00000050244		circENSSSCG00000050244_63	-3.20908459317998	-3.44148084751785	80.4822021431852	2.93335081336717e-19	-1	1.69674628588808e-15	Down	Down	
5:82583909|82617949	ENSSSCG00000000866	MYBPC1	circMYBPC1_52	-2.63940616947063	-3.65489654641661	80.2902562487695	3.23259179458387e-19	-1	1.83967841801315e-15	Down	Down	
4:90365515|90365882	ENSSSCG00000006391	ATP1A4	circATP1A4_8	-2.61262809147699	-3.66117950269691	80.1853789413787	3.40880252516841e-19	-1	1.90916748919131e-15	Down	Down	
8:112250602|112252212	ENSSSCG00000009134	EGF	circEGF_6	-3.32421981820128	-4.55083652823416	79.8714395910026	3.9958085797061e-19	-1	2.20296419140284e-15	Down	Down	
14:63428276|63437137	ENSSSCG00000010212		circENSSSCG00000010212_3	-2.59910801826253	-3.03087293886324	78.9945294268122	6.22821603414692e-19	-1	3.38090562823467e-15	Down	Down	
5:42865804|42867248	ENSSSCG00000022636	DENND5B	circDENND5B_79	-2.56636770543322	-3.83017320392586	78.6883364877605	7.27236714442571e-19	-1	3.88789562531476e-15	Down	Down	
6:70535593|70546425	ENSSSCG00000003401	KIF1B	circKIF1B_10	-2.50018524251057	-3.69989378578611	78.4966481652377	8.01340918915325e-19	-1	4.220124405877e-15	Down	Down	
7:26633929|26651768	ENSSSCG00000001485	MLIP	circMLIP_19	-2.89855534930522	-4.2222396737965	78.4141966558132	8.35495599874494e-19	-1	4.27567194459258e-15	Down	Down	
8:112292718|112313657	ENSSSCG00000009134	EGF	circEGF_44	-3.83957308123055	-3.24198686862297	78.4127112655881	8.36124077997326e-19	-1	4.27567194459258e-15	Down	Down	
5:101572451|101587848	ENSSSCG00000038973	PPP1R12A	circPPP1R12A_37	-3.07886035256796	-4.34067094972914	77.9090605758892	1.07895325940552e-18	-1	5.43860262659544e-15	Down	Down	
14:41636873|41643575			circ14:41636873|41643575	-3.55753757519551	-2.65411173948656	77.4194453983399	1.38247407306882e-18	-1	6.87038988504079e-15	Down	Down	
2:139908352|139909610	ENSSSCG00000014324	MYOT	circMYOT_14	-2.02262054952201	-1.68521780859976	76.8677240120908	1.8280030327574e-18	-1	8.95833197347575e-15	Down	Down	
7:104047892|104049730	ENSSSCG00000002412	STON2	circSTON2_5	-2.43227688611438	-3.01514825616495	76.6390369389007	2.0524227290212e-18	-1	9.92034308765418e-15	Down	Down	
11:5587554|5602241	ENSSSCG00000009319	PAN3	circPAN3_55	-2.30640124247688	-3.35050703622633	76.4600285665045	2.24715643076186e-18	-1	1.07148062656181e-14	Down	Down	
1:242566216|242607645	ENSSSCG00000050727,ENSSSCG00000046621		circENSSSCG00000050727,ENSSSCG00000046621_2	-3.26658025758432	-3.56587306052299	76.1704376345843	2.60208139909223e-18	-1	1.22417174557506e-14	Down	Down	
7:60112737|60125010	ENSSSCG00000001921	NEO1	circNEO1_23	-3.45880415419009	-4.71933261888039	75.8894936937938	2.99991975420739e-18	-1	1.39276800757046e-14	Down	Down	
11:5587551|5602241	ENSSSCG00000009319	PAN3	circPAN3_48	-1.96103983059803	-1.70192850131291	75.5299469127042	3.59906647211105e-18	-1	1.64923248089032e-14	Down	Down	
11:48078638|48108814	ENSSSCG00000040184	LMO7	circLMO7_35	-2.38762289986013	-2.24962223337457	75.4659987022729	3.71753781817839e-18	-1	1.68019666706887e-14	Down	Down	
X:16491482|16513238	ENSSSCG00000012163	RPS6KA3	circRPS6KA3_29	-2.52852359259239	-2.4156938372027	75.44258884713	3.76187597630797e-18	-1	1.68019666706887e-14	Down	Down	
6:155709580|155715446	ENSSSCG00000036145	PRKAA2	circPRKAA2_19	-1.93771239047359	-1.54039646521487	74.6896259754293	5.50848188442987e-18	-1	2.42954347753722e-14	Down	Down	
1:116484332|116492240	ENSSSCG00000004610	CCPG1	circCCPG1_7	-2.34207694888625	-2.5003844009975	73.5513098199217	9.8053842370337e-18	-1	4.21923292162429e-14	Down	Down	
2:103609419|103628039	ENSSSCG00000014173	LNPEP	circLNPEP_7	-2.58362812051509	-3.99535153235502	72.3319402513204	1.81879676005723e-17	-1	7.73194607235703e-14	Down	Down	
10:68961015|69017027	ENSSSCG00000011163	DIP2C	circDIP2C_13	-2.45696780023021	-3.84268992000555	72.273929088163	1.87305635589121e-17	-1	7.86781781950094e-14	Down	Down	
8:80682788|80706483	ENSSSCG00000009029	ARHGAP10	circARHGAP10_2	-2.60821287624658	-4.01947575075584	72.1924464486487	1.95201509773745e-17	-1	8.10302135465969e-14	Down	Down	
18:6934952|6936925	ENSSSCG00000016464	CLCN1	circCLCN1_19	-3.3168584395837	-4.70402388481943	71.5498006607522	2.70347888256972e-17	-1	1.10919337539701e-13	Down	Down	
4:129368386|129385680	ENSSSCG00000006930	SH3GLB1	circSH3GLB1_9	-2.02892249115181	-0.748626735188507	71.5036542911337	2.76745115989457e-17	-1	1.12238912305958e-13	Down	Down	
13:3503213|3514690	ENSSSCG00000011198	RFTN1	circRFTN1_1	-3.43052969092728	-4.79109818364058	70.8398774692925	3.87426397132541e-17	-1	1.55342135988448e-13	Down	Down	
12:50266696|50305019	ENSSSCG00000017877	ANKFY1	circANKFY1_40	-2.40134398226057	-3.7124746746465	70.7533950375655	4.0478729676552e-17	-1	1.60479515662846e-13	Down	Down	
7:26620967|26645027	ENSSSCG00000001485	MLIP	circMLIP_10	-2.66696224593401	-3.27773908304181	70.7189900564033	4.11908395591367e-17	-1	1.614882288156e-13	Down	Down	
2:96152766|96164977	ENSSSCG00000014149	MEF2C	circMEF2C_7	-3.42229391101742	-4.80004941117145	70.196476020541	5.36822519286767e-17	-1	2.08147917577165e-13	Down	Down	
7:38753441|38754890	ENSSSCG00000001695	VEGFA	circVEGFA_2	-3.27966989404705	-4.71633716627446	70.1274928914203	5.55927334179616e-17	-1	2.13212635110079e-13	Down	Down	
9:72005482|72019818	ENSSSCG00000015310	AKAP9	circAKAP9_86	-2.30641807625391	-3.62710094407688	69.9157424727703	6.18925213255471e-17	-1	2.3482155693109e-13	Down	Down	
2:84678488|84682779	ENSSSCG00000014083	ANKDD1B	circANKDD1B_8	-2.21447996634812	-3.29788428770595	69.782631408128	6.62133576635921e-17	-1	2.48542403951622e-13	Down	Down	
13:160189396|160204775	ENSSSCG00000034493	ST3GAL6	circST3GAL6_29	-2.3332228215169	-3.54441346215914	69.7004897136627	6.90289634882035e-17	-1	2.56383743084544e-13	Down	Down	
7:26620967|26664601	ENSSSCG00000001485	MLIP	circMLIP_14	-2.78886747755764	-4.34772303263435	69.5897949713383	7.30136870373192e-17	-1	2.68358764468707e-13	Down	Down	
5:58045514|58054445	ENSSSCG00000000612	ATF7IP	circATF7IP_18	-2.01178579505331	-2.68110304456491	68.8898020533156	1.04121845193522e-16	-1	3.74885391280234e-13	Down	Down	
2:147804661|147813282	ENSSSCG00000014416	TCERG1	circTCERG1_5	-2.1226843440477	-3.20267355700825	68.6586558537455	1.17069727753097e-16	-1	4.17245969892056e-13	Down	Down	
7:52121146|52122358	ENSSSCG00000001805	WHAMM	circWHAMM_11	-2.45220805862068	-2.88058436384701	68.1783032832127	1.49360162901168e-16	-1	5.27008373186996e-13	Down	Down	
7:39887235|39895938	ENSSSCG00000001709	SUPT3H	circSUPT3H_8	-2.10555066288981	-3.16440433225131	68.0648816476862	1.58203326599917e-16	-1	5.52684104661597e-13	Down	Down	
6:106750398|106771048	ENSSSCG00000003700	ESCO1	circESCO1_38	-1.80061021708834	-1.0060237588123	67.8152250340961	1.7955763344616e-16	-1	6.21135623683107e-13	Down	Down	
15:84354981|84367753			circ15:84354981|84367753	-2.90309224204059	-4.48706657246902	67.6984787023732	1.90510474334379e-16	-1	6.52625998116889e-13	Down	Down	
9:118014576|118041744	ENSSSCG00000015509	COP1	circCOP1_24	-1.78624074104675	-0.949939892140349	67.359680154188	2.26228526967169e-16	-1	7.67532484319266e-13	Down	Down	
7:90811957|90848269	ENSSSCG00000002285	GPHN	circGPHN_37	-2.30544099852589	-2.81666593708333	66.9402022517487	2.79868905771501e-16	-1	9.40476801790853e-13	Down	Down	
15:29959468|29977473	ENSSSCG00000039157	CLASP1	circCLASP1_49	-1.92419309056994	-2.41600753917471	66.8717408088018	2.89758953871069e-16	-1	9.64525550185695e-13	Down	Down	
15:84365150|84371863			circ15:84365150|84371863	-3.44430736912785	-3.65958682909802	66.6983813921663	3.16394781583751e-16	-1	1.0336851880846e-12	Down	Down	
18:38307155|38320787	ENSSSCG00000027389	HERPUD2	circHERPUD2_11	-1.91964993867598	-2.40273196496399	66.3296702786359	3.81473084930184e-16	-1	1.22364081071914e-12	Down	Down	
15:121428907|121429146	ENSSSCG00000020785	DES	circDES_1	-3.82967460013212	-4.75687263189118	66.3378804975831	3.79887456391916e-16	-1	1.22364081071914e-12	Down	Down	
4:18838948|18908157	ENSSSCG00000005997	COL14A1	circCOL14A1_46	-2.56945961838661	-4.19097485689008	66.2975635901066	3.87737637745448e-16	-1	1.23253062209599e-12	Down	Down	
13:70029821|70032723	ENSSSCG00000011599	GRIP2	circGRIP2_4	-2.39986125288336	-3.69297726333794	66.2791129561007	3.91384124313152e-16	-1	1.23301374963527e-12	Down	Down	
8:3012369|3014564	ENSSSCG00000008721	ABLIM2	circABLIM2_12	-3.91385180276231	-1.98536858740563	65.7812394932138	5.03855686901105e-16	-1	1.57329607069853e-12	Down	Down	
13:12528540|12529463	ENSSSCG00000011213	TOP2B	circTOP2B_23	-3.32516599179805	-4.83291431928393	65.4773628406218	5.87853409892972e-16	-1	1.81947849614277e-12	Down	Down	
5:69979459|69983238	ENSSSCG00000000770	MICAL3	circMICAL3_36	-2.06033138422906	-3.10407806306001	65.4356654189401	6.00423821444655e-16	-1	1.8422255900332e-12	Down	Down	
7:11658813|11682760	ENSSSCG00000001062	DTNBP1	circDTNBP1_9	-1.9566097029425	-2.69890665676618	65.282491986511	6.48953386069793e-16	-1	1.97395955650354e-12	Down	Down	
5:51657471|51668553	ENSSSCG00000000573,ENSSSCG00000000571	KCNJ8,ABCC9	circKCNJ8,ABCC9_87	-1.84334607950937	-2.00724053768694	65.0450740783662	7.32043178637303e-16	-1	2.20766703694958e-12	Down	Down	
9:121610724|121617143	ENSSSCG00000045919		circENSSSCG00000045919_10	-1.76225015597895	-1.11065747655943	64.7319943115255	8.58101706516627e-16	-1	2.56589863164536e-12	Down	Down	
11:48089175|48097079	ENSSSCG00000040184	LMO7	circLMO7_45	-1.80922107678419	-1.79095034624312	64.3842557302507	1.02372941551694e-15	-1	3.0354351419215e-12	Down	Down	
8:80787216|80815987	ENSSSCG00000009029	ARHGAP10	circARHGAP10_18	-1.48209797798173	2.44819875233556	64.2429018201734	1.09987480828533e-15	-1	3.23403522378856e-12	Down	Down	
13:160165781|160204775	ENSSSCG00000034493	ST3GAL6	circST3GAL6_17	-2.37611783893266	-3.98951861066931	64.1404135454792	1.15860381111447e-15	-1	3.37856531511465e-12	Down	Down	
3:125477837|125482566	ENSSSCG00000008629	ROCK2	circROCK2_38	-2.75120572010972	-3.95848549685775	62.7035119732436	2.40286812034541e-15	-1	6.94948851684555e-12	Down	Down	
1:180407635|180431593	ENSSSCG00000005021	SAV1	circSAV1_7	-1.83297275821013	-2.26410035044983	62.5638007407956	2.5795138019153e-15	-1	7.39972331644718e-12	Down	Down	
6:170449954|170456107	ENSSSCG00000003976	NFYC	circNFYC_20	-1.85449013248801	-2.54980592768417	61.2952603512685	4.91261522817892e-15	-1	1.37655687262597e-11	Down	Down	
X:50389422|50425041	ENSSSCG00000012362		circENSSSCG00000012362_22	-2.59009858086276	-4.36485807216774	61.2940398695581	4.91566148073574e-15	-1	1.37655687262597e-11	Down	Down	
1:169450582|169482865	ENSSSCG00000004979	MYO9A	circMYO9A_67	-1.8183218381087	-2.31611042458488	60.8628322234121	6.11933233291286e-15	-1	1.70013362021599e-11	Down	Down	
4:62146811|62187826	ENSSSCG00000006179	STAU2	circSTAU2_7	-1.85206076274728	-2.55497868752155	60.7048666594844	6.63060181746296e-15	-1	1.8277875528757e-11	Down	Down	
13:10765898|10778469	ENSSSCG00000027017	NR1D2	circNR1D2_7	-2.7523972783575	-4.55367989539964	60.5761962075134	7.07848084752288e-15	-1	1.93612364043671e-11	Down	Down	
2:84670566|84682779	ENSSSCG00000014083	ANKDD1B	circANKDD1B_4	-2.33274032345305	-4.05316296927216	60.0492843363726	9.25116343982136e-15	-1	2.51093654827717e-11	Down	Down	
3:87298791|87301882	ENSSSCG00000008412	PSME4	circPSME4_79	-2.21828161570209	-3.86349139308395	60.0278813201393	9.35231192004205e-15	-1	2.51901308940101e-11	Down	Down	
2:60933881|60938053	ENSSSCG00000013864,ENSSSCG00000013865	TMEM38A,NWD1	circTMEM38A,NWD1_3	-2.61081010007883	-3.85008143815754	59.6588802535213	1.12809089727709e-14	-1	3.01545533756695e-11	Down	Down	
14:126486428|126487518	ENSSSCG00000010655	GFRA1	circGFRA1_4	-2.74514417038477	-4.57430036587777	59.5832082903739	1.17231171881851e-14	-1	3.11009891815637e-11	Down	Down	
X:28454617|28486118	ENSSSCG00000028148	DMD	circDMD_114	-1.89262877057007	-2.93727537255185	59.5353048269626	1.20119754871279e-14	-1	3.16295035729862e-11	Down	Down	
10:32817449|32827084	ENSSSCG00000049962,ENSSSCG00000010987	UBAP2	circUBAP2_16	-1.66750644388473	-0.937641117829511	59.501782314418	1.22183415207909e-14	-1	3.1934581448607e-11	Down	Down	
13:117794365|117804298	ENSSSCG00000011765	USP13	circUSP13_44	-2.23986708938547	-3.95154813489013	59.3600982745503	1.31304656152252e-14	-1	3.40662206583714e-11	Down	Down	
6:98504293|98506141	ENSSSCG00000003679	PPP4R1	circPPP4R1_13	-1.6691626584141	-1.0309997266292	59.2110618152116	1.41635406667846e-14	-1	3.64782506790581e-11	Down	Down	
15:45877613|45882359	ENSSSCG00000015784	ACSL1	circACSL1_10	-2.90730732978769	-3.53137392267461	58.7998018374031	1.74558850029264e-14	-1	4.46319151302359e-11	Down	Down	
4:129378277|129385680	ENSSSCG00000006930	SH3GLB1	circSH3GLB1_14	-1.6177064022576	0.338989407389968	58.7162187493931	1.82133940531934e-14	-1	4.62337180669422e-11	Down	Down	
6:158403641|158421974	ENSSSCG00000028506	YIPF1	circYIPF1_1	-3.09969887247741	-4.84613540211294	58.6076284932891	1.92468765335227e-14	-1	4.85081778828162e-11	Down	Down	
8:124557733|124562303	ENSSSCG00000029621	BMPR1B	circBMPR1B_1	-2.62427879674841	-4.44731307037055	58.4567971437197	2.07804416163336e-14	-1	5.20018024232171e-11	Down	Down	
4:127630106|127638979	ENSSSCG00000006927	PKN2	circPKN2_46	-1.89214771342481	-3.04497923620015	58.2431334164289	2.31644092824368e-14	-1	5.75593156961417e-11	Down	Down	
10:17467676|17468635			circ10:17467676|17468635	-2.09673347926364	-3.58676696287779	57.6220290657409	3.1764806717007e-14	-1	7.83777724563329e-11	Down	Down	
13:160181594|160204775	ENSSSCG00000034493	ST3GAL6	circST3GAL6_24	-2.64439024370056	-2.523689930006	57.5637674419238	3.2719766610242e-14	-1	8.01734259015572e-11	Down	Down	
7:26620967|26651768	ENSSSCG00000001485	MLIP	circMLIP_13	-3.12160373770352	-4.88959097823398	57.4402097241713	3.48411143624474e-14	-1	8.47826079731268e-11	Down	Down	
13:197030438|197031113	ENSSSCG00000034378	IFNGR2	circIFNGR2_6	-2.69816707957512	-4.57408775322713	57.3803509360224	3.5917767883768e-14	-1	8.6803896514933e-11	Down	Down	
11:75989454|76026572	ENSSSCG00000009543		circENSSSCG00000009543_42	-2.02678727943219	-3.55784917584822	57.2694677052772	3.80008959185261e-14	-1	9.12135246222886e-11	Down	Down	
1:242598163|242607645	ENSSSCG00000050727		circENSSSCG00000050727_8	-2.69372745757578	-4.57567984528632	57.2489921149921	3.83985833958386e-14	-1	9.15453362143329e-11	Down	Down	
1:77086749|77087208	ENSSSCG00000004419,ENSSSCG00000004394	SLC16A10,RPF2	circSLC16A10,RPF2_8	-1.68622634589752	-1.73363442731183	57.2064429213821	3.92383637414463e-14	-1	9.29196054764219e-11	Down	Down	
13:109739492|109748065	ENSSSCG00000028905	TNIK	circTNIK_20	-1.95510075693986	-3.37214911932814	57.1494986897533	4.03910789575517e-14	-1	9.50116657579892e-11	Down	Down	
15:84370578|84380166			circ15:84370578|84380166	-2.87292865794873	-4.69629752779661	57.118882197516	4.10247881872681e-14	-1	9.5863247438069e-11	Down	Down	
17:52788058|52791943	ENSSSCG00000007477	NFATC2	circNFATC2_2	-2.59620976641322	-4.49439215056681	56.8765385385188	4.64049173083742e-14	-1	1.07721688439184e-10	Down	Down	
7:86024175|86056387	ENSSSCG00000044573,ENSSSCG00000002266		circENSSSCG00000044573,ENSSSCG00000002266_51	-2.12804021225944	-3.85169824941663	56.3239687527234	6.14616089639775e-14	-1	1.41740914727357e-10	Down	Down	
15:43979203|43990160	ENSSSCG00000015774	TENM3	circTENM3_5	-2.67203892213931	-4.58410425812398	56.2279996062116	6.45359258982304e-14	-1	1.47864378166462e-10	Down	Down	
12:59319172|59331703	ENSSSCG00000050244		circENSSSCG00000050244_53	-1.64689853802761	-1.29851828768881	56.2083362099942	6.51845782730692e-14	-1	1.48387015072147e-10	Down	Down	
