circ_id	gene_id	gene_name	circ_name	logFC	logCPM	LR	PValue	DE	FDR	Regulation	label	annotation
2:61038682|61043020	ENSSSCG00000013861	SLC35E1	circSLC35E1_1	-4.7534362106985	-4.40252068405791	136.610709299555	1.46702053509077e-31	-1	3.21004631365352e-27	Down	Down	
1:230259235|230273337	ENSSSCG00000005282	VPS13A	circVPS13A_143	-3.82665184025132	-3.76421899508901	135.656940146056	2.37161575021153e-31	-1	4.57890643029517e-27	Down	Down	
2:42572532|42573733	ENSSSCG00000034191	SOX6	circSOX6_17	-4.31175759467148	-3.9745788624623	135.766611068892	2.24417439501022e-31	-1	4.57890643029517e-27	Down	Down	
6:127926556|127927767	ENSSSCG00000023171	SLC66A2	circSLC66A2_8	-4.19882435982823	-3.47034448710079	134.464000150378	4.32492464390695e-31	-1	7.88628384193213e-27	Down	Down	
2:102600361|102607285	ENSSSCG00000048636		circENSSSCG00000048636_2	-4.34554900758772	-4.22023185943859	132.305656797881	1.28268447879967e-30	-1	2.21581043324266e-26	Down	Down	
6:106204968|106206659	ENSSSCG00000021893	ROCK1	circROCK1_52	-5.0154639809259	-4.75832101823711	131.020265188937	2.45091362314518e-30	-1	4.02220660151167e-26	Down	Down	
15:743708|745925	ENSSSCG00000016397	NEB	circNEB_252	-4.18542937797345	-3.29411960132272	130.553577312367	3.10049774230747e-30	-1	4.84594509275191e-26	Down	Down	
13:31778304|31779227	ENSSSCG00000011379,ENSSSCG00000011376	KLHDC8B,CCDC36	circKLHDC8B,CCDC36_1	-3.10633457621241	-2.49974030625346	129.725052914248	4.70657727489622e-30	-1	7.02180681701688e-26	Down	Down	
4:125831440|125853740	ENSSSCG00000022534	ZNF644	circZNF644_40	-3.47906727637553	-3.57461471064906	126.223892910492	2.74678169426867e-29	-1	3.91978884554155e-25	Down	Down	
5:304707|308205	ENSSSCG00000000970	PPP6R2	circPPP6R2_16	-4.44751961862841	-4.48372343930308	125.760070187008	3.46999744523315e-29	-1	4.74552513113278e-25	Down	Down	
1:169821469|169829760	ENSSSCG00000004983		circENSSSCG00000004983_25	-2.90063159795272	-2.06200016504835	125.2916568759	4.393814299156e-29	-1	5.54670047339724e-25	Down	Down	
6:55304148|55306393	ENSSSCG00000003218	MYBPC2	circMYBPC2_37	-4.55635963267934	-4.60978010206447	125.343905303475	4.27963717874802e-29	-1	5.54670047339724e-25	Down	Down	
6:55288560|55289131	ENSSSCG00000003218	MYBPC2	circMYBPC2_1	-4.05091790481124	0.439996114236033	124.784768422017	5.67254391014955e-29	-1	6.8957334619748e-25	Down	Down	
15:105113267|105123855	ENSSSCG00000031271	STRADB	circSTRADB_35	-2.96463537534386	-0.716324457799493	123.51206257419	1.07729348422585e-28	-1	1.26282265959318e-24	Down	Down	
9:125700725|125735258	ENSSSCG00000015565	C1orf21	circC1orf21_14	-3.27056041492883	-3.53441779633978	119.436477467474	8.40440483008108e-28	-1	8.89839405720659e-24	Down	Down	
5:82439058|82444539	ENSSSCG00000000862	GNPTAB	circGNPTAB_18	-3.76838288912189	-4.08902845370157	119.256677401139	9.20178171623806e-28	-1	9.43818123964178e-24	Down	Down	
15:84365150|84367087			circ15:84365150|84367087	-4.65168817932856	-1.87672347466663	117.786595680147	1.93083823118793e-27	-1	1.92042925781434e-23	Down	Down	
9:136594769|136598294	ENSSSCG00000015631	GRB10	circGRB10_4	-3.6594556622792	-2.10711444733636	116.23622631922	4.21924069989332e-27	-1	4.07306882870496e-23	Down	Down	
2:293097|295170			circ2:293097|295170	-3.52432449367262	-3.9526662306979	115.463183494206	6.23050725838153e-27	-1	5.84280949386641e-23	Down	Down	
X:8394233|8394633			circX:8394233|8394633	-4.38675216766882	-4.62202726538482	111.929256108794	3.70290096271448e-26	-1	3.37602738023086e-22	Down	Down	
6:55302098|55302784	ENSSSCG00000003218	MYBPC2	circMYBPC2_25	-5.35490779221098	-1.35512175315878	111.838109513348	3.87711067917036e-26	-1	3.43932201142696e-22	Down	Down	
6:70609103|70655830	ENSSSCG00000018590,ENSSSCG00000003401,ENSSSCG00000046540	U6,KIF1B	circU6,KIF1B_8	-3.50747240338242	-3.81077769782881	110.685023324129	6.93600525673497e-26	-1	5.99090152992318e-22	Down	Down	
5:21672280|21672613	ENSSSCG00000035686	CS	circCS_3	-3.53686043737416	-4.14301963282596	106.742344711168	5.06977377078405e-25	-1	4.26668260723208e-21	Down	Down	
9:116147095|116148313	ENSSSCG00000040158,ENSSSCG00000019612,ENSSSCG00000018942,ENSSSCG00000039255	SNORD24	circSNORD24_1	-5.94546979209354	-4.43539319454979	106.021697209945	7.29322734164312e-25	-1	5.98447592825362e-21	Down	Down	
1:145950262|145962620	ENSSSCG00000004856	NFATC1	circNFATC1_4	-4.60267025800297	-4.96385647496332	104.193151939054	1.83523807587821e-24	-1	1.46917969878737e-20	Down	Down	
13:204825458|204826392	ENSSSCG00000012076	MX2	circMX2_6	-4.30350685023598	-4.75504955938352	102.340728705933	4.67481369662076e-24	-1	3.56830703795014e-20	Down	Down	
14:41636873|41643575			circ14:41636873|41643575	-3.0499113249067	-0.285489574775071	101.647368898442	6.63397815038072e-24	-1	4.9486612329457e-20	Down	Down	
14:103578343|103579176	ENSSSCG00000010467	BTAF1	circBTAF1_59	-3.40611123745381	-4.03027069315542	100.644236154851	1.10081551072216e-23	-1	8.02912817210527e-20	Down	Down	
6:59556982|59557369	ENSSSCG00000039460	RPL28	circRPL28_1	-4.67277187216984	-5.0923926995322	98.4799506458379	3.28332078495843e-23	-1	2.34272789426053e-19	Down	Down	
2:77554214|77555429	ENSSSCG00000013421	PTBP1	circPTBP1_2	-4.01991671256932	-4.62147951497594	97.9327645879068	4.32832328130795e-23	-1	3.02265233130676e-19	Down	Down	
6:148878002|148880442	ENSSSCG00000003814,ENSSSCG00000003812	EFCAB7,PGM1	circEFCAB7,PGM1_25	-3.15659760000281	-3.86717406725778	96.9790468036179	7.00648826836109e-23	-1	4.79099288735364e-19	Down	Down	
1:98232441|98259964	ENSSSCG00000004506	CTIF	circCTIF_10	-4.30159829947152	-4.88590167643837	96.8064959823861	7.64448865145595e-23	-1	5.1205749176929e-19	Down	Down	
2:6032715|6034356	ENSSSCG00000012941	SLC29A2	circSLC29A2_3	-3.85924390970884	-4.66001815075278	96.341499317522	9.66821106580934e-23	-1	6.34661980846201e-19	Down	Down	
9:41738255|41768627	ENSSSCG00000030095	ZBTB16	circZBTB16_16	-4.34868186172637	-3.69062161967238	95.9512784375046	1.17745788289244e-22	-1	7.57777262315374e-19	Down	Down	
8:75554892|75644000	ENSSSCG00000009007	TMEM131L	circTMEM131L_64	-3.348504303308	-4.22555403745453	95.0118905622187	1.89245123366851e-22	-1	1.19450430070368e-18	Down	Down	
6:55296593|55297457	ENSSSCG00000003218	MYBPC2	circMYBPC2_19	-4.15096226169824	-4.21909156712875	94.7252768308848	2.18728292699555e-22	-1	1.30529489014801e-18	Down	Down	
6:146279126|146300028	ENSSSCG00000003805	PDE4B	circPDE4B_9	-3.75319848342053	-4.5331838728539	94.6120737375156	2.31601382056567e-22	-1	1.31062822793083e-18	Down	Down	
14:50462714|50484982	ENSSSCG00000010092	PI4KA	circPI4KA_25	-3.77285247705866	-4.57045312456348	94.6173880693683	2.30980439081137e-22	-1	1.31062822793083e-18	Down	Down	
9:75250893|75253566	ENSSSCG00000015334	PDK4	circPDK4_5	-4.04144478447826	-4.22809884599996	94.6771044469775	2.24116433625984e-22	-1	1.31062822793083e-18	Down	Down	
13:70025036|70032723	ENSSSCG00000011599	GRIP2	circGRIP2_2	-5.00374596393587	-3.69120912448592	93.9850257431486	3.17919904787895e-22	-1	1.76860998422691e-18	Down	Down	
4:105888592|105889865	ENSSSCG00000006754	AMPD1	circAMPD1_10	-3.61180247212751	-4.5507513470124	92.2028457567557	7.8232190484369e-22	-1	4.27957463216168e-18	Down	Down	
14:71310553|71311455	ENSSSCG00000029311	MYPN	circMYPN_2	-3.91492606373787	-3.8186056904876	91.7539677956115	9.81512771480105e-22	-1	5.28119841586839e-18	Down	Down	
3:128905995|128907564	ENSSSCG00000008647	CMPK2	circCMPK2_1	-3.15692992199086	-4.06451116827526	91.6868797838348	1.01535865130957e-21	-1	5.37519406276577e-18	Down	Down	
3:18559247|18560385	ENSSSCG00000007805	ATP2A1	circATP2A1_14	-3.56867997795536	-1.41232392696186	90.674218189211	1.69386041522672e-21	-1	8.82477078327188e-18	Down	Down	
4:65502957|65508255	ENSSSCG00000006196	SLCO5A1	circSLCO5A1_3	-2.30531562711792	-0.575982580225929	89.6404562679944	2.85623310643379e-21	-1	1.46480576004188e-17	Down	Down	
17:4963011|4985848	ENSSSCG00000006984	VPS37A	circVPS37A_6	-2.6218426077672	-3.13363377423606	89.3368311310299	3.33001471103989e-21	-1	1.66202884309702e-17	Down	Down	
6:148870269|148880442	ENSSSCG00000003814,ENSSSCG00000003812	EFCAB7,PGM1	circEFCAB7,PGM1_18	-3.92790418961708	-4.14843826578958	89.1544776026463	3.65155613770083e-21	-1	1.78883195085419e-17	Down	Down	
7:59804978|59837616	ENSSSCG00000001918	NPTN	circNPTN_7	-3.4527440526699	-4.48811883352477	89.0600369028256	3.83010575847317e-21	-1	1.84870756198798e-17	Down	Down	
6:55302098|55306393	ENSSSCG00000003218	MYBPC2	circMYBPC2_28	-3.88287007833721	-4.7581654353194	88.6821238478997	4.63636091884349e-21	-1	2.20543625673004e-17	Down	Down	
6:129756751|129757239	ENSSSCG00000003760	TTLL7	circTTLL7_3	-2.50621097511052	-2.38382461223768	88.3985839236937	5.35091003821427e-21	-1	2.5089729195039e-17	Down	Down	
14:35261305|35286318	ENSSSCG00000009856	NOS1	circNOS1_11	-4.46062127748746	-5.17417508415926	88.3407965321739	5.5095353645546e-21	-1	2.54696508012602e-17	Down	Down	
7:103348686|103350733	ENSSSCG00000002410	CEP128	circCEP128_6	-3.57350025362101	-4.34418162036351	88.0662439517902	6.32986875488873e-21	-1	2.88554979527547e-17	Down	Down	
10:29569850|29573233	ENSSSCG00000010957	AGTPBP1	circAGTPBP1_63	-2.62105293667508	-3.20516941541443	87.0957456078396	1.03392718992669e-20	-1	4.64872076993054e-17	Down	Down	
4:90365515|90365882	ENSSSCG00000006391	ATP1A4	circATP1A4_8	-2.37325486838979	-2.06082477634713	86.4006802634295	1.46934367599987e-20	-1	6.51715473892371e-17	Down	Down	
15:658177|659897	ENSSSCG00000016397	NEB	circNEB_139	-2.51852005786806	-3.12103841911822	86.2443743065561	1.59019127193638e-20	-1	6.95912225954974e-17	Down	Down	
X:47820221|47826089	ENSSSCG00000041777,ENSSSCG00000024814	PFKFB1	circPFKFB1_30	-4.33796083779378	-5.07350962973734	85.755116528274	2.03656614642931e-20	-1	8.79531285719966e-17	Down	Down	
11:78682007|78703726	ENSSSCG00000026536	DCUN1D2	circDCUN1D2_7	-2.884948235986	-3.94354952722628	85.0803890421013	2.8647783380807e-20	-1	1.22114339078336e-16	Down	Down	
12:60626545|60629150	ENSSSCG00000028712	ATPAF2	circATPAF2_1	-4.30456554569958	-5.02089084012379	84.6594569619624	3.54444511758256e-20	-1	1.49148887299752e-16	Down	Down	
6:47411811|47419242			circ6:47411811|47419242	-4.01920844697022	-4.96411230211916	84.2798568286736	4.29468560778139e-20	-1	1.78431139857166e-16	Down	Down	
8:70656157|70661554	ENSSSCG00000008965		circENSSSCG00000008965_5	-3.49556865155655	-4.66650145757437	83.3708222619612	6.80185667545573e-20	-1	2.7225758535058e-16	Down	Down	
2:88462019|88464102	ENSSSCG00000014114,ENSSSCG00000026098	TENT2,CMYA5	circTENT2,CMYA5_8	-2.57961327078893	-3.43748628616202	82.7213889168774	9.44734200519117e-20	-1	3.73592294010344e-16	Down	Down	
3:56342175|56353350	ENSSSCG00000008192	TMEM131	circTMEM131_1	-4.32391644457319	-5.15031677357462	82.3770884401733	1.12449752789855e-19	-1	4.3938536083856e-16	Down	Down	
15:84354981|84367087			circ15:84354981|84367087	-4.10878326122222	-4.67068269508968	81.4395822325463	1.80702248390229e-19	-1	6.97767913751639e-16	Down	Down	
1:241822757|241824281	ENSSSCG00000040634	ERP44	circERP44_13	-3.03695629408791	-4.09532622265647	80.6866951362626	2.64497015086865e-19	-1	1.0094590091724e-15	Down	Down	
14:60415050|60415401			circ14:60415050|60415401	-4.30586544889075	-5.15438854745329	80.3359349510272	3.15872092747324e-19	-1	1.17813470629113e-15	Down	Down	
15:31472458|31473618	ENSSSCG00000015743	PTPN4	circPTPN4_91	-2.29871123714872	-2.50953822799924	79.9960934558862	3.75150721087754e-19	-1	1.38350949242858e-15	Down	Down	
X:47764058|47765831	ENSSSCG00000024814	PFKFB1	circPFKFB1_1	-4.35979864024079	-5.21171137803915	79.8096953542579	4.1226477605896e-19	-1	1.50348841180942e-15	Down	Down	
11:78701356|78703726	ENSSSCG00000026536	DCUN1D2	circDCUN1D2_16	-3.04656062754516	-4.26905216422364	79.397184410293	5.0798451656896e-19	-1	1.83221083530528e-15	Down	Down	
1:14885681|14886144	ENSSSCG00000004090	ZBTB2	circZBTB2_1	-4.14393190449495	-5.07620161947381	77.884856664203	1.09225561188523e-18	-1	3.85485192675896e-15	Down	Down	
13:160204236|160204775	ENSSSCG00000034493	ST3GAL6	circST3GAL6_34	-3.66276721542116	-4.53967302790681	77.767775047144	1.15895616215745e-18	-1	4.04674202659022e-15	Down	Down	
2:88196738|88206327	ENSSSCG00000014113	HOMER1	circHOMER1_26	-3.23297234245663	-2.96789242652279	76.5769374770525	2.11798677246165e-18	-1	7.3175551204646e-15	Down	Down	
1:230250825|230273337	ENSSSCG00000005282	VPS13A	circVPS13A_124	-2.91567897667615	-4.24980757985986	75.6856868845206	3.32609915221753e-18	-1	1.13718290608332e-14	Down	Down	
1:165111743|165114652	ENSSSCG00000004952	SMAD3	circSMAD3_3	-3.24612787209541	-4.4307992844027	75.4801172343339	3.69105048350791e-18	-1	1.24894874303861e-14	Down	Down	
15:33569805|33572812	ENSSSCG00000015747		circENSSSCG00000015747_37	-4.23186701027394	-5.25446222842378	75.310009239048	4.02314967202669e-18	-1	1.33382041262856e-14	Down	Down	
3:28903672|28904794	ENSSSCG00000036428		circENSSSCG00000036428_6	-1.87513639865301	2.3312745233431	74.2593010787329	6.85013089579622e-18	-1	2.24835681274913e-14	Down	Down	
13:70029821|70032723	ENSSSCG00000011599	GRIP2	circGRIP2_4	-2.21876410129654	-2.23843474990837	74.0191674232039	7.7362189866863e-18	-1	2.48940150198938e-14	Down	Down	
6:37024201|37029739	ENSSSCG00000002844	PHKB	circPHKB_9	-3.47097935983402	-4.8002327523038	73.7483358031773	8.87390675286963e-18	-1	2.82776946440157e-14	Down	Down	
2:150830160|150830402	ENSSSCG00000014437	PPARGC1B	circPPARGC1B_2	-2.91156825455904	-4.19792074764995	73.6428250496421	9.36115004005567e-18	-1	2.95435194932415e-14	Down	Down	
1:14373232|14374308	ENSSSCG00000025777	ESR1	circESR1_6	-3.02553898198418	-4.30998653108069	73.237021639212	1.14978735775806e-17	-1	3.59413672714959e-14	Down	Down	
16:23743903|23745763	ENSSSCG00000016850	LIFR	circLIFR_24	-3.0055892709741	-4.33642918107711	72.9741666675374	1.3135799043949e-17	-1	4.06740103585281e-14	Down	Down	
7:55659526|55661779	ENSSSCG00000001852	IDH2	circIDH2_15	-2.72256635082517	-1.75851278238365	71.7532688359346	2.43859634203236e-17	-1	7.41109749979817e-14	Down	Down	
6:103504263|103511817	ENSSSCG00000003693	MYOM1	circMYOM1_27	-3.4850939393874	-3.82331163213042	71.7549025539916	2.4365781516403e-17	-1	7.41109749979817e-14	Down	Down	
14:281357|287094	ENSSSCG00000035901	SPIN1	circSPIN1_21	-2.85098916820207	-4.12986927312078	71.7064133940034	2.49719575864047e-17	-1	7.51956045042876e-14	Down	Down	
2:139908352|139909610	ENSSSCG00000014324	MYOT	circMYOT_14	-2.0242053159896	-0.246174890771031	71.2657334400776	3.12211268373329e-17	-1	9.31584497425114e-14	Down	Down	
2:113796889|113822801	ENSSSCG00000027074	FER	circFER_4	-2.3683840866876	-3.46253181085531	70.7375850069744	4.0804421302159e-17	-1	1.20656468146089e-13	Down	Down	
2:88184110|88206327	ENSSSCG00000014113	HOMER1	circHOMER1_19	-2.16912513886033	-2.34594902640807	69.779656228438	6.63133050438328e-17	-1	1.94334100846356e-13	Down	Down	
1:19882445|19890840	ENSSSCG00000004121	FBXO30	circFBXO30_13	-3.6427807776733	-5.03986657162687	69.1075443074189	9.32380160437509e-17	-1	2.66110216207791e-13	Down	Down	
4:50413105|50416871	ENSSSCG00000006137	WWP1	circWWP1_37	-3.12931055448744	-4.53633468464534	68.8168470703201	1.08045744936817e-16	-1	3.03101559392366e-13	Down	Down	
4:129116233|129134916	ENSSSCG00000022032		circENSSSCG00000022032_7	-2.45079327253566	-3.83818543580203	68.1879238058662	1.48633227593379e-16	-1	4.09954173058207e-13	Down	Down	
3:41460222|41468073	ENSSSCG00000007979	LUC7L	circLUC7L_19	-2.93125904618979	-4.27453355434795	67.7784246113639	1.82940392395991e-16	-1	4.96238665558715e-13	Down	Down	
6:148861046|148880442	ENSSSCG00000003814,ENSSSCG00000003812	EFCAB7,PGM1	circEFCAB7,PGM1_15	-3.94707843270865	-5.16169746772825	67.7878663984851	1.82066454046838e-16	-1	4.96238665558715e-13	Down	Down	
1:145950262|145964893	ENSSSCG00000004856	NFATC1	circNFATC1_5	-2.93534435551806	-4.49320857630913	67.3240993041842	2.30348402361812e-16	-1	6.14676284321922e-13	Down	Down	
13:17012278|17025247	ENSSSCG00000038607	GADL1	circGADL1_42	-2.07727984578797	-2.34590271852625	67.2581557939768	2.38183434934903e-16	-1	6.30458106433621e-13	Down	Down	
11:78197670|78200703	ENSSSCG00000009553	TUBGCP3	circTUBGCP3_3	-3.30281593392313	-4.76362016127328	66.9926653339029	2.72519169115475e-16	-1	7.15572113650003e-13	Down	Down	
15:131829228|131840588	ENSSSCG00000016272	PSMD1	circPSMD1_32	-2.72887494870498	-4.26325531232954	66.5681752237557	3.37999198121932e-16	-1	8.73530982730541e-13	Down	Down	
13:120931036|120935351	ENSSSCG00000025942	MCCC1	circMCCC1_14	-1.9339251341462	-0.305014107008655	66.4937376278467	3.51006964612127e-16	-1	9.00061382280913e-13	Down	Down	
15:29959468|29969822	ENSSSCG00000039157	CLASP1	circCLASP1_48	-4.02017540251125	-5.3213186210729	66.476172351644	3.54148777069723e-16	-1	9.01078029136447e-13	Down	Down	
18:17855522|17912006	ENSSSCG00000051610		circENSSSCG00000051610_9	-4.03692955542486	-5.19001444941436	66.4256162285794	3.63349394607883e-16	-1	9.17376166519953e-13	Down	Down	
16:23740869|23745763	ENSSSCG00000016850	LIFR	circLIFR_18	-1.88771071014759	1.03134858463137	65.7918549794315	5.01149145270893e-16	-1	1.24611873946938e-12	Down	Down	
8:3012369|3014564	ENSSSCG00000008721	ABLIM2	circABLIM2_12	-4.13780526216543	1.42522511137751	65.7427255416993	5.13798620805007e-16	-1	1.26796614375369e-12	Down	Down	
12:20784237|20786783	ENSSSCG00000017415	TTC25	circTTC25_4	-3.389607118887	-4.97700526279407	65.5899229271968	5.55219305992834e-16	-1	1.35995996889757e-12	Down	Down	
15:76177104|76177857	ENSSSCG00000015940	UBR3	circUBR3_30	-2.94311818999453	-4.6413811405791	65.5043448468808	5.79859869849814e-16	-1	1.39942784074982e-12	Down	Down	
6:12012556|12014334	ENSSSCG00000002703	TERF2IP	circTERF2IP_6	-3.55984331805064	-4.96901158826026	65.5071441527503	5.79036814430066e-16	-1	1.39942784074982e-12	Down	Down	
3:28463269|28472918	ENSSSCG00000007874	ABCC1	circABCC1_38	-2.80086629768847	-4.31676158830124	65.2608037624966	6.56134895149664e-16	-1	1.54933274403538e-12	Down	Down	
15:120032208|120049357	ENSSSCG00000027669	TNS1	circTNS1_15	-2.60164724033998	-2.3806532121004	65.1970550478815	6.77707286161808e-16	-1	1.58884116550939e-12	Down	Down	
14:30426235|30453912	ENSSSCG00000009793	CLIP1	circCLIP1_52	-2.35595764328068	-3.42714724037951	64.8477108218901	8.09160275963247e-16	-1	1.87030559814741e-12	Down	Down	
6:55288560|55295882	ENSSSCG00000003218	MYBPC2	circMYBPC2_3	-3.93961443798641	-5.27810476318091	64.3548612709923	1.03911688764618e-15	-1	2.35213782055254e-12	Down	Down	
4:16108248|16121954	ENSSSCG00000005984	ZHX1	circZHX1_2	-2.08584556007308	-2.82614926049847	64.2633375428725	1.08852555612417e-15	-1	2.44710237367555e-12	Down	Down	
13:45341496|45342013	ENSSSCG00000011491	THOC7	circTHOC7_5	-2.36654315573464	-3.78107280071088	64.1643940470778	1.1445870696966e-15	-1	2.55562933743462e-12	Down	Down	
5:70205042|70207632	ENSSSCG00000000774	USP18	circUSP18_3	-3.34150473753712	-4.94678848724267	63.7769552841364	1.39333973622851e-15	-1	3.09002271327472e-12	Down	Down	
1:145962448|145964893	ENSSSCG00000004856	NFATC1	circNFATC1_9	-2.59345613722484	-3.91282442805185	63.6531695443008	1.48370076356347e-15	-1	3.26833388132594e-12	Down	Down	
13:34928536|34929490	ENSSSCG00000011453	ITIH4	circITIH4_1	-3.74169141357259	-5.16838506056925	62.8652265084738	2.21345809659403e-15	-1	4.84335619948126e-12	Down	Down	
15:120042532|120049357	ENSSSCG00000027669	TNS1	circTNS1_20	-3.17845512146673	-4.84477063793109	62.3847435671149	2.82503282481499e-15	-1	6.060360122834e-12	Down	Down	
2:6793378|6794056	ENSSSCG00000041050		circENSSSCG00000041050_4	-2.97033762375135	-4.66916998036509	62.005508432529	3.42497899881732e-15	-1	7.29967553227806e-12	Down	Down	
1:221525215|221545099	ENSSSCG00000005241		circENSSSCG00000005241_3	-2.18510818829199	-3.42960131104993	61.5162147972922	4.39112034960405e-15	-1	9.29843814366059e-12	Down	Down	
2:63857472|63862039	ENSSSCG00000013788		circENSSSCG00000013788_1	-3.82242421565136	-5.2038059885633	60.973935480923	5.78354723775743e-15	-1	1.20909659740381e-11	Down	Down	
15:130813411|130815318	ENSSSCG00000024373	TRIP12	circTRIP12_21	-4.01058121915365	-5.2621074820185	60.7658453838505	6.42836044174094e-15	-1	1.32699552990481e-11	Down	Down	
6:31962635|31980100	ENSSSCG00000033591	CHD9	circCHD9_122	-2.4798957011531	-4.16798748091953	60.5689084449191	7.10473536125177e-15	-1	1.45745209062839e-11	Down	Down	
17:39739371|39773039	ENSSSCG00000007317,ENSSSCG00000036002	DLGAP4,TGIF2	circDLGAP4,TGIF2_7	-2.29378802169835	-3.79199104884678	60.2964284747242	8.1595320524134e-15	-1	1.66343463961191e-11	Down	Down	
X:47795844|47826089	ENSSSCG00000041777,ENSSSCG00000024814	PFKFB1	circPFKFB1_23	-3.15466287492633	-4.83330712297353	60.1770596298568	8.6696777048091e-15	-1	1.75652486787046e-11	Down	Down	
17:10759756|10761499	ENSSSCG00000031608		circENSSSCG00000031608_1	-3.50725459119806	-5.08395564050574	60.1607061134237	8.74200955726865e-15	-1	1.76031356987502e-11	Down	Down	
15:733100|734562	ENSSSCG00000016397	NEB	circNEB_221	-2.09513391524142	-2.91846700306035	59.9843081708817	9.56166642094634e-15	-1	1.91362177704233e-11	Down	Down	
1:219191678|219198006	ENSSSCG00000005229	VLDLR	circVLDLR_5	-2.18530348723802	-3.45075998475467	59.940066686487	9.77902992062536e-15	-1	1.9452624118652e-11	Down	Down	
14:31573461|31602452	ENSSSCG00000009818	IFT81	circIFT81_35	-2.87289183179091	-4.62534006876281	59.8846724740902	1.00581716808411e-14	-1	1.97682824386667e-11	Down	Down	
3:87328900|87330087	ENSSSCG00000008412	PSME4	circPSME4_123	-2.51977808785539	-2.87622925123672	59.7775918752084	1.06205720801117e-14	-1	2.07493737422997e-11	Down	Down	
2:88144038|88147594	ENSSSCG00000014113	HOMER1	circHOMER1_4	-2.48600162519085	-4.17143590528261	59.6870163678183	1.11207788426193e-14	-1	2.15980659911441e-11	Down	Down	
2:103540265|103541729	ENSSSCG00000027860	ERAP2	circERAP2_1	-3.11837308336607	-4.81033909021949	59.5803443981925	1.17401894750821e-14	-1	2.25343668403563e-11	Down	Down	
3:44117754|44122061	ENSSSCG00000008096	ZC3H6	circZC3H6_33	-1.90707748133702	-1.89375054717937	59.486485443994	1.23136847047312e-14	-1	2.34977320201835e-11	Down	Down	
5:87052342|87060522	ENSSSCG00000033574		circENSSSCG00000033574_10	-3.17877844949203	-4.68034367112048	59.364655738596	1.31000916571275e-14	-1	2.45714051226381e-11	Down	Down	
18:17859078|17912006	ENSSSCG00000051610		circENSSSCG00000051610_13	-4.64773054733822	-4.0423339487176	59.3767566090122	1.30197841370208e-14	-1	2.45714051226381e-11	Down	Down	
3:42440890|42441272	ENSSSCG00000027166	BICD2	circBICD2_1	-3.24219553224973	-4.92033801732401	59.3363117167838	1.32901423149898e-14	-1	2.47846806861833e-11	Down	Down	
5:19756515|19757605	ENSSSCG00000000298	PPP1R1A	circPPP1R1A_4	-3.1632102728313	-4.88460939975955	58.9681836979227	1.6024215078358e-14	-1	2.93704255471598e-11	Down	Down	
