circ_id	gene_id	gene_name	circ_name	logFC	logCPM	LR	PValue	DE	FDR	Regulation	label	annotation
15:56824963|56827652			circ15:56824963|56827652	-3.68254829882525	-4.56444153728353	63.9957039696622	1.24690816514705e-15	-1	2.20693134248169e-11	Down	Down	
8:30920209|30938242	ENSSSCG00000033602	UBE2K	circUBE2K_9	-2.67210604664646	-2.87635339822941	63.5565621735214	1.55827650935651e-15	-1	2.54440258061822e-11	Down	Down	
1:115553445|115579538	ENSSSCG00000004602	TEX9	circTEX9_17	-2.43772790147711	1.03536478424524	62.427125219551	2.76488680039269e-15	-1	4.24902924272347e-11	Down	Down	
X:47764058|47765831	ENSSSCG00000024814	PFKFB1	circPFKFB1_1	-2.83781077422218	-3.59990685104635	61.8177762590512	3.76757713330349e-15	-1	5.46828238226076e-11	Down	Down	
7:60079810|60084532	ENSSSCG00000001921	NEO1	circNEO1_5	-3.12823335324343	-4.20213035336027	60.314905221656	8.08329801142534e-15	-1	1.05589292768945e-10	Down	Down	
2:42552692|42573733	ENSSSCG00000034191	SOX6	circSOX6_15	-3.07406726733816	-2.18792074686084	59.6688870858769	1.12236947930888e-14	-1	1.35811663169757e-10	Down	Down	
9:125732918|125735258	ENSSSCG00000015565	C1orf21	circC1orf21_15	-4.66681904325374	-4.07881675208236	59.6318977265474	1.14366403055071e-14	-1	1.35811663169757e-10	Down	Down	
9:105963613|105965185	ENSSSCG00000015434	SYPL1	circSYPL1_6	-2.96878204604732	-3.98366282941278	59.4865326812113	1.23133891391815e-14	-1	1.39865645772982e-10	Down	Down	
9:8706351|8709627	ENSSSCG00000014838	PGM2L1	circPGM2L1_26	-2.45616609571895	-2.16811533920932	59.3821251949823	1.29843133928798e-14	-1	1.41341284451251e-10	Down	Down	
15:84381742|84387035			circ15:84381742|84387035	-2.8331001024819	-3.76134661619908	59.1603377327741	1.45333829021225e-14	-1	1.51875595333129e-10	Down	Down	
15:64833118|64834650	ENSSSCG00000015874	ACVR1	circACVR1_37	-3.19882663390521	-4.30894632923634	59.0570051003301	1.5316969546489e-14	-1	1.53907855574188e-10	Down	Down	
11:64261142|64267916	ENSSSCG00000026996		circENSSSCG00000026996_48	-2.40826303431186	-1.78726546916966	58.6349253423433	1.89816909613463e-14	-1	1.83667544767578e-10	Down	Down	
15:743708|745925	ENSSSCG00000016397	NEB	circNEB_252	-2.35723672630524	-1.2754941204241	57.7304242812499	3.00616943139658e-14	-1	2.70817511193328e-10	Down	Down	
3:51455519|51456548	ENSSSCG00000008150	TMEM182	circTMEM182_3	-2.69357540913911	-3.65736200958967	55.7361472440992	8.28802419192476e-14	-1	7.21757061404307e-10	Down	Down	
8:68022433|68025325	ENSSSCG00000008943	SLC4A4	circSLC4A4_21	-3.45026586981728	-4.64325500745868	55.6014050560421	8.87601675996154e-14	-1	7.48027744061365e-10	Down	Down	
15:84365150|84371281			circ15:84365150|84371281	-2.77085950976668	-3.88739787951365	55.3895722179056	9.88595022506764e-14	-1	8.07104423171749e-10	Down	Down	
13:17017302|17025247	ENSSSCG00000038607	GADL1	circGADL1_46	-2.67101974796408	-3.71837607797586	54.1707585100058	1.83801829928104e-13	-1	1.37196512783449e-09	Down	Down	
14:103750603|103752747	ENSSSCG00000010468	CPEB3	circCPEB3_19	-2.87586031442392	-4.11731231232449	53.4184994216642	2.69546560662692e-13	-1	1.95610687813362e-09	Down	Down	
6:129756751|129757239	ENSSSCG00000003760	TTLL7	circTTLL7_3	-2.23341726449394	-0.575194662642856	52.7982895973468	3.69622997522613e-13	-1	2.49946546998265e-09	Down	Down	
1:115575635|115585772	ENSSSCG00000004602	TEX9	circTEX9_27	-3.05465574321402	-4.4362722315911	52.7797859947447	3.73121661107522e-13	-1	2.49946546998265e-09	Down	Down	
1:165111743|165114652	ENSSSCG00000004952	SMAD3	circSMAD3_3	-2.36984188992825	-2.74072522371725	52.4871833810683	4.33065369331021e-13	-1	2.82849067334593e-09	Down	Down	
6:160703531|160720786	ENSSSCG00000003872	EPS15	circEPS15_21	-2.28228133218237	-2.12655848273449	52.2290669465904	4.93896299539658e-13	-1	3.14711926691791e-09	Down	Down	
8:135476789|135486997	ENSSSCG00000009244	SEC31A	circSEC31A_57	-3.28427827812593	-4.69398397919857	51.9936787109574	5.56795953291981e-13	-1	3.46344317108071e-09	Down	Down	
13:146211076|146212596	ENSSSCG00000011917	NAA50	circNAA50_6	-2.2567212346797	-1.91154186866232	51.7663533714364	6.25139662598342e-13	-1	3.7981305179722e-09	Down	Down	
10:31167400|31175932	ENSSSCG00000026087	GKAP1	circGKAP1_18	-2.54152171298207	-3.67894584394372	50.9899946836986	9.28379798649699e-13	-1	5.51231835310522e-09	Down	Down	
4:68935650|68947962	ENSSSCG00000006219	MTFR1	circMTFR1_8	-2.2201160123724	-1.68951508086176	50.8114204579867	1.01680352376742e-12	-1	5.77484719553932e-09	Down	Down	
1:264019073|264020783	ENSSSCG00000020743	RABGAP1	circRABGAP1_69	-2.19998658104397	-1.49317006588393	50.3504870572166	1.28598179810575e-12	-1	6.84253848286337e-09	Down	Down	
2:61038682|61043020	ENSSSCG00000013861	SLC35E1	circSLC35E1_1	-2.29843899672678	-2.63747818189498	50.3148297232701	1.3095617051026e-12	-1	6.84253848286337e-09	Down	Down	
13:35084780|35101407	ENSSSCG00000011454	SFMBT1	circSFMBT1_44	-2.40183964241961	-3.24765144051927	50.3217715361169	1.30493746836499e-12	-1	6.84253848286337e-09	Down	Down	
1:71053397|71055262	ENSSSCG00000004364	HACE1	circHACE1_31	-2.54413288408822	-3.68603847842889	50.1982075800766	1.3897469697029e-12	-1	7.1191287269763e-09	Down	Down	
11:51531489|51540684	ENSSSCG00000009480	NDFIP2	circNDFIP2_8	-2.17696211474514	-1.54540583196824	49.4910835227712	1.99275373478985e-12	-1	1.00117863745202e-08	Down	Down	
13:132986164|132991254	ENSSSCG00000011833	DLG1	circDLG1_67	-2.69108312379592	-1.95289882516053	48.4832732714404	3.33118081358769e-12	-1	1.64203958696646e-08	Down	Down	
1:266947329|266999838	ENSSSCG00000040052,ENSSSCG00000036926	U6,MVB12B	circU6,MVB12B_5	-2.62313356781734	-4.01273817725152	48.3792713654526	3.51261631938006e-12	-1	1.69941028016111e-08	Down	Down	
4:64777339|64780403	ENSSSCG00000006193	TRAM1	circTRAM1_2	-2.17725111154704	-2.02190160106188	48.1633951441636	3.9214090859481e-12	-1	1.86269070532945e-08	Down	Down	
X:58378203|58384217	ENSSSCG00000021200		circENSSSCG00000021200_8	-2.39871619898321	-3.45615372025725	47.6603162882169	5.0684817781602e-12	-1	2.36456441069587e-08	Down	Down	
15:105113267|105123855	ENSSSCG00000031271	STRADB	circSTRADB_35	-2.10269840892869	1.13275445471616	47.5960344999954	5.23743196170147e-12	-1	2.40051721454455e-08	Down	Down	
14:63220984|63237347	ENSSSCG00000010211	CCDC6	circCCDC6_17	-2.13377548315809	-1.99781179992929	46.5543473379096	8.91123340099334e-12	-1	3.88530551588929e-08	Down	Down	
14:87806080|87822845	ENSSSCG00000010360	BMPR1A	circBMPR1A_11	-2.3081674582057	-3.20889277086168	46.5517424558493	8.9230872354904e-12	-1	3.88530551588929e-08	Down	Down	
2:25249473|25253299	ENSSSCG00000013295	TRIM44	circTRIM44_19	-3.10294461680191	-4.61704231532791	46.5733846637475	8.82507885944175e-12	-1	3.88530551588929e-08	Down	Down	
X:101530588|101536227	ENSSSCG00000012642	STAG2	circSTAG2_11	-2.11850018259684	-1.81308696279149	46.3881943203618	9.69981785536587e-12	-1	4.15427297404574e-08	Down	Down	
11:71241169|71252357			circ11:71241169|71252357	-2.46052210424858	-3.37484480491592	46.2977307425536	1.01581540438247e-11	-1	4.28040035227633e-08	Down	Down	
15:84365150|84367087			circ15:84365150|84367087	-2.72845175696171	0.605398182914462	46.1081901511245	1.11899689198889e-11	-1	4.64033801623449e-08	Down	Down	
1:39426717|39441609	ENSSSCG00000027613	TRDN	circTRDN_30	-2.16780721161858	-2.52610791129469	45.973567802245	1.19859289272784e-11	-1	4.83790608758619e-08	Down	Down	
17:59944665|59956543	ENSSSCG00000007529	SYCP2	circSYCP2_54	-2.95937839507246	-4.5627472984221	45.9353679343477	1.22219381894443e-11	-1	4.83790608758619e-08	Down	Down	
15:60412325|60414442	ENSSSCG00000015867	PRPF40A	circPRPF40A_42	-2.2845693526705	-3.2188749346628	45.8986196855322	1.24533672305586e-11	-1	4.8559396255002e-08	Down	Down	
7:13217738|13237201	ENSSSCG00000001068	CAP2	circCAP2_4	-3.5827727809701	-5.0660044471143	45.6011013571999	1.44960050099018e-11	-1	5.56930117184099e-08	Down	Down	
17:53020348|53040786	ENSSSCG00000007478	ATP9A	circATP9A_50	-3.40017897216399	-4.9403677663438	45.5230013475253	1.5085682596096e-11	-1	5.71185483373606e-08	Down	Down	
4:50416622|50418702	ENSSSCG00000006137	WWP1	circWWP1_45	-2.18855392095468	-2.82079971420006	45.2940932350745	1.69559749182653e-11	-1	6.32828473617366e-08	Down	Down	
7:92778443|92782433	ENSSSCG00000039701	DCAF5	circDCAF5_28	-2.11614542402339	-2.17854406364871	45.2132624591811	1.7670437505876e-11	-1	6.45348969295998e-08	Down	Down	
2:42572532|42573733	ENSSSCG00000034191	SOX6	circSOX6_17	-2.31533230213704	-2.09742814261052	45.2005525553076	1.77854898467431e-11	-1	6.45348969295998e-08	Down	Down	
14:30426235|30453912	ENSSSCG00000009793	CLIP1	circCLIP1_52	-2.08678112939182	-1.85965903367739	45.0605754497273	1.91032820473107e-11	-1	6.83669828041927e-08	Down	Down	
13:133308842|133312344	ENSSSCG00000011843	PAK2	circPAK2_24	-2.12752334324091	-2.46415598220032	44.9177289308729	2.05488952255144e-11	-1	7.25467638425852e-08	Down	Down	
11:51531489|51534900	ENSSSCG00000009480	NDFIP2	circNDFIP2_5	-2.04391722724625	-0.78678914087061	44.8228456699882	2.15691385401445e-11	-1	7.51333620137117e-08	Down	Down	
7:109936166|109948444	ENSSSCG00000027865	GALC	circGALC_11	-2.39376545632339	-3.75101514928908	44.7817456082991	2.20266642608673e-11	-1	7.57175278703207e-08	Down	Down	
1:246869889|246874253	ENSSSCG00000005426	FSD1L	circFSD1L_24	-2.2478901130969	-3.17337090940807	44.7000521245709	2.29651203776691e-11	-1	7.79182674548984e-08	Down	Down	
1:115553445|115585772	ENSSSCG00000004602	TEX9	circTEX9_19	-2.47646613035304	-1.60391133888785	44.1793320686993	2.99628199152815e-11	-1	9.90870454598359e-08	Down	Down	
X:47764058|47767213	ENSSSCG00000024814	PFKFB1	circPFKFB1_2	-2.17852604431817	-2.9296949130094	44.0993224226319	3.12128968665198e-11	-1	1.01930786813361e-07	Down	Down	
15:77818746|77839819	ENSSSCG00000015948	DYNC1I2	circDYNC1I2_4	-3.35856906915204	-4.94277354612857	43.9895740895745	3.301296539683e-11	-1	1.0647822529405e-07	Down	Down	
2:70501959|70505522			circ2:70501959|70505522	-2.08302807804868	-2.36785475883455	43.662924939369	3.90092280144057e-11	-1	1.24283876176189e-07	Down	Down	
8:87799383|87801061	ENSSSCG00000029920	ELF2	circELF2_15	-2.04643833094829	-1.76098803394495	43.6316237872399	3.96381709801279e-11	-1	1.24766157627366e-07	Down	Down	
3:44117754|44122061	ENSSSCG00000008096	ZC3H6	circZC3H6_33	-2.01093008233552	-0.361949465266999	43.5876797600425	4.05383154135259e-11	-1	1.26080434722975e-07	Down	Down	
1:115553445|115587291	ENSSSCG00000004602	TEX9	circTEX9_20	-2.78022663735562	-4.50262525791839	43.3610853103617	4.55150411774041e-11	-1	1.39893424149651e-07	Down	Down	
3:69731689|69751971	ENSSSCG00000008307	SFXN5	circSFXN5_1	-3.23843886440515	-4.88720316380372	43.3292705320145	4.6261124919086e-11	-1	1.40533228703325e-07	Down	Down	
15:622250|623446	ENSSSCG00000016397	NEB	circNEB_109	-2.25432567949089	-3.34983532160517	43.0790759919102	5.25714935620635e-11	-1	1.56584862751855e-07	Down	Down	
15:84365150|84375798			circ15:84365150|84375798	-2.90864469405501	-4.63176199366038	43.0726751356917	5.27437691516012e-11	-1	1.56584862751855e-07	Down	Down	
7:13311326|13311888	ENSSSCG00000001068	CAP2	circCAP2_12	-2.72359920530144	-4.42796212219897	42.729666222414	6.28518300983765e-11	-1	1.81834453973951e-07	Down	Down	
X:61645925|61651015	ENSSSCG00000012434	ATRX	circATRX_20	-3.42816823849664	-4.17332763010881	42.7252413845942	6.29941630000415e-11	-1	1.81834453973951e-07	Down	Down	
9:8706351|8716340	ENSSSCG00000014838	PGM2L1	circPGM2L1_27	-3.71863041098873	-5.25359337180001	42.6932510579271	6.40328331755176e-11	-1	1.81834453973951e-07	Down	Down	
4:118216420|118230068	ENSSSCG00000006872	AGL	circAGL_66	-2.05792692405095	-2.31499763524063	42.5166450906285	7.00832659504568e-11	-1	1.94781526376114e-07	Down	Down	
4:112002256|112023506	ENSSSCG00000023187	VAV3	circVAV3_15	-3.0427711428928	-4.80001711043406	42.5290469766542	6.96403017020826e-11	-1	1.94781526376114e-07	Down	Down	
9:91919163|91925348	ENSSSCG00000038469	KLHL7	circKLHL7_2	-3.56148334009786	-5.14004280158495	42.2914417703627	7.86359178836664e-11	-1	2.16251257419595e-07	Down	Down	
13:146211073|146212596	ENSSSCG00000011917	NAA50	circNAA50_3	-1.97128305320862	0.888610520345243	42.235440754488	8.09201948595037e-11	-1	2.19953026609837e-07	Down	Down	
2:88184110|88196830	ENSSSCG00000014113	HOMER1	circHOMER1_16	-2.34243690386291	-3.80070641093632	42.2175029150294	8.16658318991714e-11	-1	2.19953026609837e-07	Down	Down	
1:219193192|219198006	ENSSSCG00000005229	VLDLR	circVLDLR_8	-2.12283228683132	-2.97888428511486	42.0687749011587	8.81190753185998e-11	-1	2.34911967185818e-07	Down	Down	
1:39257585|39277175	ENSSSCG00000027613	TRDN	circTRDN_9	-2.34176457503858	-3.81685886226544	42.029773335347	8.98942300690648e-11	-1	2.37223608972055e-07	Down	Down	
10:48735609|48739057	ENSSSCG00000011068		circENSSSCG00000011068_51	-2.30518920839058	-3.77158297182152	41.8514081728295	9.84798228157866e-11	-1	2.52236756373458e-07	Down	Down	
14:281357|287094	ENSSSCG00000035901	SPIN1	circSPIN1_21	-2.06312678416978	-2.64006851760189	41.698510669421	1.0649007630748e-10	-1	2.68564406566056e-07	Down	Down	
7:75876558|75878458	ENSSSCG00000002032	SLC7A8	circSLC7A8_3	-2.7298231899054	-4.50425022939416	41.6908063483566	1.06910536081384e-10	-1	2.68564406566056e-07	Down	Down	
X:61787632|61801965	ENSSSCG00000012434	ATRX	circATRX_131	-1.96448110557427	-0.885319385169478	41.5144969922608	1.1700007946303e-10	-1	2.89197938401784e-07	Down	Down	
2:88184110|88201577	ENSSSCG00000014113	HOMER1	circHOMER1_18	-2.04029942220869	-2.490105970304	41.5088539447318	1.17338294567293e-10	-1	2.89197938401784e-07	Down	Down	
13:12556296|12562815	ENSSSCG00000011213	TOP2B	circTOP2B_58	-1.98157006652842	-1.83279252433803	40.9299107179398	1.57787644631801e-10	-1	3.81689773361037e-07	Down	Down	
7:120806761|120824964	ENSSSCG00000027667	EML1	circEML1_3	-1.95980329242982	-1.47589570701042	40.8455756496393	1.64745812187269e-10	-1	3.94865483223492e-07	Down	Down	
18:9099418|9104859	ENSSSCG00000016494	BRAF	circBRAF_66	-2.18275262355537	-3.51109891699617	40.5707340720394	1.8962563894819e-10	-1	4.50366064110286e-07	Down	Down	
6:155712041|155724087	ENSSSCG00000036145	PRKAA2	circPRKAA2_23	-1.94956529623398	-1.40962370915273	40.5231643439626	1.94298837724079e-10	-1	4.57307695963324e-07	Down	Down	
7:15857181|15858761	ENSSSCG00000040178	E2F3	circE2F3_2	-2.26801972737209	-3.79138601830601	40.4242231393017	2.04391284472207e-10	-1	4.76766395019799e-07	Down	Down	
5:16315891|16322891	ENSSSCG00000028516	LARP4	circLARP4_27	-2.16899884807144	-3.44496394661133	40.3608717653939	2.11127319485732e-10	-1	4.88120757500938e-07	Down	Down	
4:71936785|71952357	ENSSSCG00000025087	ASPH	circASPH_5	-2.46257104974223	-4.23277605719665	40.2497560267528	2.23483251492263e-10	-1	5.07701477409636e-07	Down	Down	
10:25205440|25206443	ENSSSCG00000011171	CTSV	circCTSV_1	-1.92662822901908	-0.385642563536425	40.2267108315714	2.26135121064464e-10	-1	5.09297230891848e-07	Down	Down	
6:57008834|57011490	ENSSSCG00000027741,ENSSSCG00000044698,ENSSSCG00000032978		circENSSSCG00000027741,ENSSSCG00000044698,ENSSSCG00000032978_2	-2.02901543357592	-2.66361882315206	40.1820037728199	2.31369845791685e-10	-1	5.16633045492436e-07	Down	Down	
3:71177121|71179271	ENSSSCG00000008312	DYSF	circDYSF_48	-2.34660692644119	-3.97667028026788	39.8805847787285	2.69973462314291e-10	-1	5.97723533474537e-07	Down	Down	
2:150830160|150830402	ENSSSCG00000014437	PPARGC1B	circPPARGC1B_2	-2.03072096138857	-2.7217740995216	39.8053121020987	2.80580945021347e-10	-1	6.15988349829093e-07	Down	Down	
2:88196738|88206327	ENSSSCG00000014113	HOMER1	circHOMER1_26	-1.92299054904697	-1.34107453634577	39.626841671148	3.07428717767955e-10	-1	6.69305623358595e-07	Down	Down	
1:10175652|10202982	ENSSSCG00000004064	ARID1B	circARID1B_18	-2.82600020597687	-4.67286417771184	39.5691085909827	3.16652799172692e-10	-1	6.83690030927796e-07	Down	Down	
2:113437287|113442220	ENSSSCG00000014190	FBXL17	circFBXL17_5	-2.31554208686891	-3.96387834287502	39.5363897236157	3.22002810913567e-10	-1	6.89542625898378e-07	Down	Down	
16:21537442|21540786	ENSSSCG00000016836	NADK2	circNADK2_19	-1.97067308359664	-2.32705797052769	39.3745524568417	3.49826391035682e-10	-1	7.32981457487951e-07	Down	Down	
6:55296593|55297457	ENSSSCG00000003218	MYBPC2	circMYBPC2_19	-2.12976565806387	-2.54610602645452	39.369655495589	3.50704804101747e-10	-1	7.32981457487951e-07	Down	Down	
X:20600203|20610931	ENSSSCG00000012181	PDK3	circPDK3_12	-3.38980708920121	-5.1217949221371	39.3700861903572	3.50627457927386e-10	-1	7.32981457487951e-07	Down	Down	
9:36730729|36731849	ENSSSCG00000025606	ATM	circATM_159	-2.11238286705331	-3.35167804425882	39.0783315958273	4.0713772006929e-10	-1	8.30983990478612e-07	Down	Down	
3:4303785|4308978	ENSSSCG00000021285	RNF216	circRNF216_47	-1.99741078679319	-2.65482919635544	38.9892769962006	4.26139787744e-10	-1	8.63025565639405e-07	Down	Down	
4:124722046|124735466	ENSSSCG00000006903	RPAP2	circRPAP2_6	-2.22861632309821	-3.74654324729176	38.9735180238595	4.2959366995278e-10	-1	8.63327961970566e-07	Down	Down	
15:128371748|128373809	ENSSSCG00000016243	RHBDD1	circRHBDD1_2	-1.88919323013571	-0.522543003076411	38.8188178116508	4.65023254726949e-10	-1	9.27394811963203e-07	Down	Down	
6:12012556|12014334	ENSSSCG00000002703	TERF2IP	circTERF2IP_6	-3.4962365354794	-2.64277667105681	38.7354314024074	4.85319002532829e-10	-1	9.60538222490222e-07	Down	Down	
3:48893039|48899041	ENSSSCG00000008143	UXS1	circUXS1_7	-2.03796416121166	-1.0318706536607	38.6831136373715	4.9850318072896e-10	-1	9.79213920864534e-07	Down	Down	
4:62178830|62187826	ENSSSCG00000006179	STAU2	circSTAU2_22	-1.89326654317826	-1.2906315987368	38.4925484467674	5.49631383657454e-10	-1	1.06365072499749e-06	Down	Down	
10:31215191|31224915	ENSSSCG00000026087	GKAP1	circGKAP1_32	-2.1699540906274	-3.68721954242489	38.5049430291362	5.4615183440049e-10	-1	1.06365072499749e-06	Down	Down	
13:2981756|2983349	ENSSSCG00000011194	ANKRD28	circANKRD28_58	-2.45715452211253	-4.2771687434453	38.4331836060734	5.6660717853794e-10	-1	1.08843989128362e-06	Down	Down	
9:81849680|81855775	ENSSSCG00000032740	TMEM106B	circTMEM106B_5	-2.33174051451625	-4.09598243812199	38.3314961565363	5.96914098425814e-10	-1	1.13828904347474e-06	Down	Down	
13:138162727|138169777	ENSSSCG00000025107	CCDC58	circCCDC58_2	-1.96089053951023	-2.48856256357956	38.2260897384451	6.30043738607444e-10	-1	1.19275954233631e-06	Down	Down	
1:250169328|250172214	ENSSSCG00000005444	TMEM245	circTMEM245_63	-2.63975120046011	-4.57087639038533	38.0957169703391	6.73578265761129e-10	-1	1.26600246521505e-06	Down	Down	
4:50447701|50462793	ENSSSCG00000006137	WWP1	circWWP1_69	-1.91504884270719	-2.1231420222553	38.0666139643471	6.83700510327479e-10	-1	1.26680006684103e-06	Down	Down	
14:46978000|46985309	ENSSSCG00000009994	MTMR3	circMTMR3_27	-2.53302005510412	-4.40906732639808	38.0789559041035	6.7938942431119e-10	-1	1.26680006684103e-06	Down	Down	
18:47642052|47656999	ENSSSCG00000016717	MPP6	circMPP6_19	-3.08125756539526	-4.96811816765308	37.9305051842198	7.33099567313816e-10	-1	1.34876381168617e-06	Down	Down	
13:100517571|100559022	ENSSSCG00000023434	PPM1L	circPPM1L_4	-2.74914329920212	-4.67729020223403	37.7884631817333	7.8846685564875e-10	-1	1.44048483523638e-06	Down	Down	
6:45830589|45831524	ENSSSCG00000002930,ENSSSCG00000029875	ZNF260,ZNF461	circZNF260,ZNF461_2	-2.56064581107079	-4.51738354793507	37.7006607985984	8.2476617437735e-10	-1	1.49633775940699e-06	Down	Down	
14:92300012|92306117	ENSSSCG00000035762,ENSSSCG00000033323	UBE2D1	circUBE2D1_3	-1.85934313044833	-0.586715870159133	37.6853940742353	8.31246392460821e-10	-1	1.49769388806598e-06	Down	Down	
13:16940725|16960769	ENSSSCG00000038607	GADL1	circGADL1_10	-1.88196333877925	-1.59367408900799	37.6389635282374	8.51269579875481e-10	-1	1.52326528459732e-06	Down	Down	
8:48156570|48161673	ENSSSCG00000008881	RAPGEF2	circRAPGEF2_11	-3.27029489367481	-5.11314592391064	37.3788526795704	9.72711441717636e-10	-1	1.72873321280991e-06	Down	Down	
15:81796259|81799621	ENSSSCG00000015976	LNPK	circLNPK_27	-1.99602192844158	-2.95967380379026	37.3049461774242	1.01028048759403e-09	-1	1.78337032584732e-06	Down	Down	
8:112308514|112313657	ENSSSCG00000009134	EGF	circEGF_49	-1.84392136802649	0.557016074485472	37.2639498460057	1.03174318060121e-09	-1	1.80903356484301e-06	Down	Down	
18:54324875|54325859	ENSSSCG00000016769	CDK13	circCDK13_7	-2.09528170872181	-3.54476450900451	37.2431428127549	1.0428102767524e-09	-1	1.81624875488263e-06	Down	Down	
2:131043898|131045975	ENSSSCG00000014255	SLC12A2	circSLC12A2_2	-1.95446038664736	-2.75445999227465	37.2142649712902	1.05836740688235e-09	-1	1.83113682218699e-06	Down	Down	
1:189746194|189748073	ENSSSCG00000005090	MNAT1	circMNAT1_2	-2.0008609179796	-3.09380355513916	37.0697761525773	1.13976732853755e-09	-1	1.94619368550601e-06	Down	Down	
2:70501959|70528109			circ2:70501959|70528109	-2.03765773026854	-3.31170853686464	37.0072849389479	1.17688716829964e-09	-1	1.97461715510731e-06	Down	Down	
4:118375635|118420314	ENSSSCG00000006873	FRRS1	circFRRS1_22	-2.96602338165252	-4.90758642216978	37.0036420735698	1.17908799591484e-09	-1	1.97461715510731e-06	Down	Down	
7:32208277|32209114	ENSSSCG00000001563	STK38	circSTK38_2	-3.32062740436323	-5.17834422157348	36.9541115303058	1.20942390061254e-09	-1	2.012519887304e-06	Down	Down	
6:92193860|92197354	ENSSSCG00000003630	AGO1	circAGO1_84	-1.93682811344714	-2.66989674988826	36.9414687077876	1.21729163977403e-09	-1	2.01279172636636e-06	Down	Down	
6:47358549|47375028	ENSSSCG00000046809		circENSSSCG00000046809_2	-2.4191664146993	-4.32821944409504	36.905200448524	1.24014722654114e-09	-1	2.03768668789655e-06	Down	Down	
14:132485606|132488764	ENSSSCG00000010719		circENSSSCG00000010719_2	-1.84490859415937	-1.06518109429013	36.832791614831	1.28707125127471e-09	-1	2.10157016005795e-06	Down	Down	
3:44102881|44122061	ENSSSCG00000008096	ZC3H6	circZC3H6_23	-1.83938102281617	-0.540979222005517	36.7656169537567	1.33219157682518e-09	-1	2.16173320509509e-06	Down	Down	
7:14126030|14168049	ENSSSCG00000001076	RNF144B	circRNF144B_18	-2.23383140332609	-4.00204209684489	36.6052792350459	1.44639468113711e-09	-1	2.33256141747601e-06	Down	Down	
13:158683519|158688234	ENSSSCG00000030486	TBC1D23	circTBC1D23_20	-1.88266370538328	-2.23140473676089	36.5916830353949	1.45651834578099e-09	-1	2.3344772232535e-06	Down	Down	
18:8084933|8092541	ENSSSCG00000046165		circENSSSCG00000046165_3	-2.2198676363984	-4.02075976209287	36.5173194037784	1.51315760736592e-09	-1	2.41046929510469e-06	Down	Down	
18:29135523|29142960	ENSSSCG00000016629	ST7	circST7_21	-1.95856440592102	-2.88485319724184	36.45903316341	1.55908898469327e-09	-1	2.46858590617013e-06	Down	Down	
17:13008092|13008471	ENSSSCG00000007034	PSD3	circPSD3_17	-2.20988586525381	-3.94202940116325	36.4470213430801	1.56872679758837e-09	-1	2.46888302439972e-06	Down	Down	
1:40116745|40119904	ENSSSCG00000004237	SERINC1	circSERINC1_2	-1.92086925802006	-2.67892297251305	36.2006810638689	1.78008334654757e-09	-1	2.78474320081193e-06	Down	Down	
14:46985143|46993251	ENSSSCG00000009994	MTMR3	circMTMR3_33	-1.82713088569997	-1.34319732531806	36.0727791691635	1.90083682362983e-09	-1	2.93845753067316e-06	Down	Down	
