circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M300_1SF	M300_2SF	M300_3SF	M300_1PF	M300_2PF	M300_3PF	W300_1SF	W300_2SF	W300_3SF	W300_1PF	W300_2PF	W300_3PF
sus_circENSSSCG00000043473_1	X:120439259|120444313	1.97916691403295	4.46089989268399	1.34189120491067	3.32433797640171	0.000886287158658858	0.0497484987152528	1.66364324345192	0	1.10419307087791	5.3633479077943	2.05261812737572	13.5662006188956	0	0	0	0	0	0
sus_circENSSSCG00000045477,ENSSSCG00000009633_2	14:7274779|7366524	2.6929957763179	4.87173233068035	1.32731291221984	3.67037213744324	0.000242197600459013	0.0235108855224263	0	5.57249406199762	13.2503168505349	0	10.2630906368786	3.23004776640371	0	0	0	0	0	0
sus_circENSSSCG00000045919_13	9:121610724|121631279	6.70908715331889	3.25593831308754	0.799909845111591	4.07038159735779	4.69361917687116e-05	0.00724381892963782	8.31821621725962	3.98035290142687	17.6670891340465	15.017374141824	18.4735631463814	8.39812419264966	5.11202556046897	0	0	3.54230054576959	0	0
sus_circGALNT1_11	6:119415912|119425363	3.55391297840397	3.30636151528558	0.924481185304546	3.57645084382803	0.000348290772601194	0.0293197504935187	1.66364324345192	6.368564642283	5.52096535438955	10.7266958155886	7.18416344581501	7.10610508608817	0	1.08007478293194	1.81597652170955	1.18076684858986	0	0
sus_circHTT_19	8:1861464|1862708	2.12581473516528	4.56019620714937	1.1681146642028	3.90389432381756	9.46571249420339e-05	0.0112374997046568	4.15910810862981	6.368564642283	4.41677228351164	0	4.10523625475143	6.46009553280743	0	0	0	0	0	0
sus_circITPR2_89	5:47308479|47319185	19.4762805759655	2.26031761825451	0.438028516467832	5.16020654655371	2.46677540353319e-07	0.000190352835305978	30.7774000038606	32.6388937917004	30.9174059845815	47.1974615885898	33.8681991016993	21.3183152582645	1.27800639011724	7.56052348052357	8.17189434769296	4.72306739435945	1.44765970570781	13.8165398644892
sus_circME1_14	1:82875117|82891579	610.980155585039	1.75700850251735	0.523948298964967	3.35340052823575	0.000798251006503032	0.0456284217297412	1147.0820163601	1826.98198175493	839.186733867211	600.694965672962	1060.17726278956	184.112722685012	576.380881942876	119.888300905445	284.200325647544	342.42238609106	27.5055344084484	323.128754895312
sus_circMSRB3_4	5:29732023|29753021	17.7028132698779	2.0219562343146	0.521008896769508	3.88084780672968	0.000104092967380053	0.0120487609742411	18.3000756779712	26.2703291494174	15.4587029922907	12.8720349787063	17.4472540826936	80.1051846068121	11.5020575110552	2.16014956586388	7.26390608683819	5.90383424294931	5.79063882283123	9.35959152110558
sus_circODR4_27	9:127566656|127577646	9.09043151478626	4.53501367914556	1.325609280259	3.42107870447278	0.000623732790402159	0.0406744059093239	9.98185946071154	0.796070580285374	40.8551436224826	12.8720349787063	0	40.0525923034061	2.55601278023448	1.08007478293194	0	0	0	0.891389668676722
sus_circPPP2R5A_19	9:131042755|131046226	22.2535848025063	1.55041688837657	0.457669792917329	3.38763211461637	0.000704987550348014	0.0429485836593593	17.4682540562452	58.9092229411177	22.0838614175582	34.3254266098835	42.0786716112022	25.8403821312297	12.7800639011724	10.8007478293194	7.26390608683819	1.18076684858986	11.5812776456625	22.7304365512564
sus_circPRKDC_69	4:79822366|79825948	3.94140607094071	2.87589392433684	0.841889285834865	3.41600014719862	0.000635482126393535	0.0408650311833621	5.82275135208173	4.77642348171225	8.83354456702327	15.017374141824	5.13154531843929	1.93802865984223	1.27800639011724	2.16014956586388	0	0	1.44765970570781	0.891389668676722
sus_circRBKS_1	3:111323715|111359571	3.6997277512876	5.32968521283053	1.04801982487503	5.08548129179335	3.66694978184786e-07	0.000233526759772985	8.31821621725962	10.3489175437099	13.2503168505349	6.43601748935316	4.10523625475143	1.93802865984223	0	0	0	0	0	0
sus_circRBM25_28	7:96456784|96461362	1.78512295004727	4.27598876519686	1.19899818276174	3.56630128942118	0.000362055105565656	0.0299341989065891	3.32728648690385	4.77642348171225	1.10419307087791	6.43601748935316	5.13154531843929	0.646009553280743	0	0	0	0	0	0
sus_circSKI_2	6:64236415|64240458	5.96149467046197	2.62726063046166	0.659057058418663	3.98639328249589	6.70852803724302e-05	0.0092671670119018	9.98185946071154	9.55284696342449	17.6670891340465	6.43601748935316	13.3420178279422	5.16807642624594	0	3.24022434879582	3.63195304341909	1.18076684858986	0	1.33708450301508
sus_circSTXBP3_9	4:111245266|111251135	45.3042555239779	1.30102275073241	0.31459724697963	4.13551855022002	3.54154003405087e-05	0.00639655625328989	51.5729405470096	66.8699287439715	82.8144803158432	55.7788182410607	55.4206894391443	71.0610508608817	21.7261086319931	28.0819443562304	16.3437886953859	27.1576375175668	52.1157494054811	14.7079295331659
sus_circTOP2B_58	13:12556296|12562815	2.59563512989109	4.29838937809175	1.02989621030343	4.17361413226809	2.99805363282677e-05	0.0057837451333283	7.48639459553366	3.98035290142687	5.52096535438955	3.21800874467658	6.15785438212715	3.87605731968446	0	0	0.907988260854774	0	0	0
sus_circUBE2D2_4	2:141440312|141457233	2.69407286302701	3.77562514089298	1.11341026347907	3.39104574902634	0.000696264775932967	0.0429485836593593	14.9727891910673	0.796070580285374	2.20838614175582	4.29067832623544	4.10523625475143	3.23004776640371	1.27800639011724	0	0	0	1.44765970570781	0
sus_circUSP40_65	15:133924880|133929332	6.89459073330967	3.70640015516096	0.780696543844752	4.74755548027379	2.05889923402183e-06	0.000733284881040084	5.82275135208173	13.5331998648514	8.83354456702327	22.5260612127361	18.4735631463814	7.10610508608817	3.83401917035173	2.16014956586388	0	0	0	0.445694834338361
sus_circVPS13A_3	1:230091380|230101283	28.2549010651425	1.37505520215906	0.39573208560776	3.47471244351407	0.000511401238789054	0.0348844941603054	34.9365081124904	41.3956701748395	41.9593366933606	34.3254266098835	34.8945081653872	58.7868693485476	14.0580702912897	11.8808226122513	10.8958591302573	29.5191712147466	1.44765970570781	24.9589107229482
sus_circWDFY3_3	8:133695707|133705563	21.5731359174192	2.63768806466782	0.532679637981322	4.9517343570026	7.35549673371195e-07	0.000307927786302489	11.6455027041635	63.68564642283	16.5628960631686	25.7440699574126	84.1573432224044	20.026296151703	7.66803834070345	4.32029913172776	6.35591782598342	5.90383424294931	10.1336179399547	2.67416900603017
sus_circWDR48_14	13:23754735|23763627	1.80691979689577	4.31879342761044	1.27364298297814	3.39089798737152	0.000696640261249118	0.0429485836593593	6.65457297380769	0	4.41677228351164	1.07266958155886	3.07892719106357	6.46009553280743	0	0	0	0	0	0
sus_circZC3H6_33	3:44117754|44122061	3.63246225659828	3.37866292230407	0.902452789036106	3.74386667463542	0.000181209833802543	0.0199762269168041	8.31821621725962	6.368564642283	9.93773763790118	3.21800874467658	6.15785438212715	5.16807642624594	0	1.08007478293194	0	0	2.89531941141562	0.445694834338361
sus_circ15:6706213|6711395	15:6706213|6711395	27.0186393398266	-1.78754621837662	0.423457884078274	-4.2213081526809	2.42888625013728e-05	0.00535511587530267	24.1228270300529	15.1253410254221	6.62515842526746	16.0900437233829	9.23678157319072	1.93802865984223	57.5102875552759	47.5232904490053	35.4115421733362	37.7845391548756	26.0578747027405	46.7979576055279
sus_circABCA6_36	12:11253178|11268222	63.339125458276	-1.57142447188122	0.315393956198927	-4.98241783330203	6.27946579367229e-07	0.000307927786302489	35.7683297342164	38.211387853698	28.7090198428256	28.9620787020892	37.9734353564508	21.3183152582645	61.3443067256276	165.251441788587	74.4550373900914	80.2921457041106	130.289373513703	57.4946336296486
sus_circABLIM2_12	8:3012369|3014564	1.63853630066802	-4.34431220963187	1.25044277998753	-3.47421911594804	0.000512342462829539	0.0348844941603054	0	0	0	0	0	0	1.27800639011724	6.48044869759164	2.72396478256432	4.72306739435945	0	4.45694834338361
sus_circANO4_20	5:83252820|83270866	1.55948058091689	-4.21502266112845	1.24888616954854	-3.37502549383837	0.000738088530956268	0.0438121781836861	0	0	0	0	0	0	3.83401917035173	4.32029913172776	0	3.54230054576959	4.34297911712342	2.67416900603017
sus_circASPH_26	4:71985409|72000647	3.6791854570158	-4.51345164476776	1.2324864207817	-3.66207007936456	0.000250185393388564	0.0236399667630419	0	1.59214116057075	0	0	0	0	0	3.24022434879582	16.3437886953859	2.36153369717972	1.44765970570781	19.1648778765495
sus_circCARF_13	15:106414678|106437731	10.2759728221279	-3.21338754749336	0.551752362439041	-5.82396699361371	5.7466930369653e-09	8.86906292038312e-06	1.66364324345192	1.59214116057075	2.20838614175582	6.43601748935316	1.02630906368786	0	14.0580702912897	17.281196526911	21.7917182605146	17.7115027288479	21.7148955856171	17.8277933735344
sus_circCCAR1_12	14:71844195|71857332	4.89649465910685	-2.91288889844603	0.714543759252781	-4.07657174347464	4.57045581647727e-05	0.00724381892963782	1.66364324345192	2.38821174085612	1.10419307087791	0	0	1.29201910656149	7.66803834070345	7.56052348052357	5.44792956512864	5.90383424294931	15.9242567627859	9.80528635544394
sus_circCCDC158_8	8:72069301|72074939	3.40406925582293	-4.81066050584636	1.20815808157535	-3.98181378679653	6.83913538856552e-05	0.0092671670119018	0	0	1.10419307087791	0	0	0	5.11202556046897	0	0.907988260854774	9.4461347887189	20.2672358799093	4.01125350904525
sus_circCCDC81,HIKESHI_43	9:20275561|20278374	3.41286171828925	-5.37721197310673	1.17820864212346	-4.56388773673864	5.02149376108536e-06	0.00136761859493089	0	0	0	0	0	0	14.0580702912897	6.48044869759164	13.6198239128216	0	1.44765970570781	5.34833801206033
sus_circCEP112_54	12:12757544|12771332	2.9225731065372	-3.58551415179829	1.06656118579363	-3.36175195530887	0.00077449662250409	0.0450036484164014	2.49546486517789	0	0	0	0	0	3.83401917035173	9.72067304638745	8.17189434769296	4.72306739435945	4.34297911712342	1.78277933735344
sus_circCPED1_10	18:25791450|25809926	15.1483490738352	-1.73054544855517	0.37410171463065	-4.62586879684241	3.73031394625391e-06	0.00107945959819723	5.82275135208173	9.55284696342449	9.93773763790118	6.43601748935316	5.13154531843929	5.16807642624594	34.5061725331655	23.7616452245027	16.3437886953859	24.7961038203871	20.2672358799093	20.0562675452262
sus_circCSNK1G3_3	2:127051486|127065981	1.66388834743647	-4.32751471193107	1.20324388945253	-3.59653994494837	0.000322478082799142	0.0276495096918523	0	0	0	0	0	0	3.83401917035173	7.56052348052357	0.907988260854774	3.54230054576959	1.44765970570781	2.67416900603017
sus_circCSPP1_53	4:67679793|67689219	130.063184313855	-1.2615680495043	0.281083011540202	-4.48824012021041	7.18139589802035e-06	0.00184721461154635	119.782313528538	74.0345639665398	79.5019011032095	55.7788182410607	57.4733075665201	71.7070604141625	184.032920176883	304.581088786807	151.634039562747	121.618985404756	205.567678210509	135.045534804523
sus_circDCAF6_2	4:82918471|82923165	5.71145941490923	-4.63052517567926	0.913805546063585	-5.06729817478811	4.0350196073086e-07	0.000233526759772985	0	0.796070580285374	1.10419307087791	0	0	0.646009553280743	6.39003195058621	14.0409721781152	10.8958591302573	14.1692021830783	11.5812776456625	8.91389668676722
sus_circDENND4A_53	1:163716462|163720665	1.94339168226729	-4.58483293970212	1.3812817875094	-3.31925967688973	0.000902564555525106	0.0497484987152528	0	0	0	0	0	0	2.55601278023448	0	0	4.72306739435945	5.79063882283123	10.2509811897823
sus_circDISP1_9	10:11693303|11694808	12.6580852641878	-1.74484618190214	0.431418280936966	-4.04444192330617	5.24479071793779e-05	0.00783334871743612	5.82275135208173	7.96070580285374	5.52096535438955	3.21800874467658	5.13154531843929	6.46009553280743	25.5601278023448	8.64059826345551	11.8038473911121	28.3384043661567	26.0578747027405	17.3820985391961
sus_circDUSP11_13	3:69222608|69225802	3.60300390208619	-2.86878624754534	0.79603911556528	-3.6038257309858	0.000313567341109491	0.027392769610131	1.66364324345192	0	1.10419307087791	1.07266958155886	0	1.29201910656149	5.11202556046897	8.64059826345551	3.63195304341909	5.90383424294931	7.23829852853904	7.57681218375213
sus_circEHBP1_21	3:78971737|78998646	10.3204589486891	-1.93537332174664	0.56425695005022	-3.42995034722105	0.000603691709214723	0.0399298944809167	1.66364324345192	11.1449881239952	1.10419307087791	5.3633479077943	2.05261812737572	3.87605731968446	34.5061725331655	10.8007478293194	22.6997065213693	11.8076684858986	7.23829852853904	11.5880656927974
sus_circENSSSCG00000011237_32	13:19630228|19633159	2.96520062833053	-5.15569767961511	1.04454413872558	-4.93583515379775	7.98084975298028e-07	0.000307927786302489	0	0	0	0	0	0	3.83401917035173	8.64059826345551	2.72396478256432	5.90383424294931	8.68595823424685	5.79403284639869
sus_circENSSSCG00000028485_2	6:168716698|168717962	23.0278103831726	-8.12550963134569	0.8773772947666	-9.26113506676422	2.02270358484007e-20	9.3651175978095e-17	0	0	0	0	0	0	43.4522172639862	49.6834400148692	44.4914247818839	55.4960418837235	39.0868120541108	44.1237885994977
sus_circENSSSCG00000032916_1	1:2552419|2552763	2.43189125340377	-4.90475216164862	1.16640214959233	-4.20502668257505	2.61051357697915e-05	0.00538952920778803	0	0	0	0	0	0	6.39003195058621	0	3.63195304341909	5.90383424294931	4.34297911712342	8.91389668676722
sus_circENSSSCG00000033497_22	6:69106984|69124265	28.4360660256101	-1.0054357281645	0.287721257968016	-3.49447842424027	0.000474989000010972	0.0338338318469354	20.795540543149	26.2703291494174	17.6670891340465	18.2353828865006	14.36832689163	16.1502388320186	48.5642428244552	35.642467836754	34.5035539124814	44.8691402464148	23.1625552913249	41.0039247591292
sus_circENSSSCG00000046495_8	14:54538644|54541433	7.89366164936027	-3.24870374891389	0.79141679687458	-4.10492140392205	4.0445236600713e-05	0.00679578589721501	5.82275135208173	0	0	3.21800874467658	0	0	8.9460447308207	23.7616452245027	10.8958591302573	3.54230054576959	26.0578747027405	12.4794553614741
sus_circENSSSCG00000046743_7	11:9894098|9897074	1.91556795151322	-4.52784569042173	1.10402388994441	-4.10122075406331	4.10976252963327e-05	0.00679578589721501	0	0	0	0	0	0	3.83401917035173	4.32029913172776	4.53994130427387	4.72306739435945	2.89531941141562	2.67416900603017
sus_circENSSSCG00000047585_1	13:46309205|46309653	2.67718875456663	-5.00451722916069	1.11978630433698	-4.46917167121797	7.85230909340777e-06	0.00191348374223568	0	0	0	0	0	0	5.11202556046897	10.8007478293194	8.17189434769296	2.36153369717972	4.34297911712342	1.33708450301508
sus_circENSSSCG00000050244_7	12:59273100|59283672	7.17435534288763	-1.82295995578468	0.524172939473198	-3.47778341555897	0.000505578256294332	0.0348844941603054	2.49546486517789	3.1842823211415	2.20838614175582	6.43601748935316	1.02630906368786	3.87605731968446	12.7800639011724	14.0409721781152	13.6198239128216	8.26536794012904	4.34297911712342	13.8165398644892
sus_circFAM71F2_2	18:19926060|19929506	2.79247059036694	-3.52886893979763	0.99306498550438	-3.5535126011973	0.000380122985795734	0.0303443004178319	0.831821621725962	0	1.10419307087791	0	0	0.646009553280743	3.83401917035173	7.56052348052357	4.53994130427387	7.08460109153917	4.34297911712342	3.56555867470689
sus_circFIG4_6	1:75718076|75739270	2.7498275261346	-5.04739395766325	1.08732047902214	-4.64204809441513	3.44972534095766e-06	0.00106481522190893	0	0	0	0	0	0	6.39003195058621	10.8007478293194	1.81597652170955	7.08460109153917	2.89531941141562	4.01125350904525
sus_circHMMR_6	16:60299435|60314538	4.47034246170319	-4.75138266371815	1.18107187078921	-4.02294117845955	5.74758547165801e-05	0.00831603772930519	0	0	0	1.07266958155886	0	0.646009553280743	1.27800639011724	0	5.44792956512864	3.54230054576959	26.0578747027405	15.5993192018426
sus_circHOOK3_6	17:11825820|11908574	2.2793477016456	-4.20838735453031	1.25225502975259	-3.36064719609214	0.000777600836568491	0.0450036484164014	0	0	0	1.07266958155886	0	0	1.27800639011724	6.48044869759164	1.81597652170955	0	14.4765970570781	2.2284741716918
sus_circHSPBAP1_18	13:137806868|137808141	3.31372815669369	-4.2660495767975	1.07292265325309	-3.9761016918255	7.00541782757156e-05	0.0092671670119018	1.66364324345192	0	0	0	0	0	7.66803834070345	7.56052348052357	0.907988260854774	8.26536794012904	10.1336179399547	3.56555867470689
sus_circINO80D_8	15:109315823|109325492	1.80937928708633	-3.89365692806787	1.13224427406626	-3.43888418537501	0.000584117067204476	0.0391951017558945	0.831821621725962	0	0	0	0	0	3.83401917035173	3.24022434879582	0.907988260854774	3.54230054576959	5.79063882283123	3.56555867470689
sus_circLYST_79	14:55594527|55599982	1.79138968264425	-4.41639525748885	1.21322824931497	-3.64020147073108	0.000272424795968065	0.0247318981437674	0	0	0	0	0	0	5.11202556046897	4.32029913172776	5.44792956512864	4.72306739435945	1.44765970570781	0.445694834338361
sus_circMBNL2_3	11:66535744|66536519	27.4397384023344	-1.21418080287212	0.327854011688964	-3.7034190816125	0.000212713051711191	0.0218858095427292	19.1318972996971	14.3292704451367	25.3964406301919	20.3807220496183	7.18416344581501	13.5662006188956	48.5642428244552	46.4432156660734	36.3195304341909	22.4345701232074	31.8485135255718	43.6780937651594
sus_circMED12L_4	13:91310020|91314586	9.87844112540271	-2.74116727245816	0.780043282341055	-3.5141220167058	0.000441210096145672	0.0324254403992771	4.15910810862981	3.98035290142687	2.20838614175582	4.29067832623544	1.02630906368786	0	6.39003195058621	3.24022434879582	1.81597652170955	9.4461347887189	40.5344717598186	41.4496195934676
sus_circMICU3_26	17:4802543|4823695	4.36927986998493	-3.15910583010876	0.861085577642962	-3.66874781337778	0.000243741361787573	0.0235108855224263	0.831821621725962	0	0	3.21800874467658	0	1.29201910656149	8.9460447308207	12.9608973951833	2.72396478256432	12.9884353344885	1.44765970570781	8.0225070180905
sus_circNUP155_38	16:22539533|22551068	1.57854648376489	-4.26299897934932	1.259930393877	-3.38351943890441	0.000715631413231052	0.0430308239384386	0	0	0	0	0	0	5.11202556046897	0	4.53994130427387	4.72306739435945	1.44765970570781	3.11986384036853
sus_circPCCB_5	13:77226243|77289518	6.2242158740652	-1.8758840572379	0.529447477571174	-3.5430975435816	0.000395456401419202	0.0310332735351001	3.32728648690385	3.1842823211415	2.20838614175582	2.14533916311772	4.10523625475143	1.29201910656149	12.7800639011724	7.56052348052357	9.07988260854774	10.6269016373088	7.23829852853904	11.142370858459
sus_circPFKFB1_27	X:47818210|47826089	32.7120970054576	-1.76759105593552	0.483472561734205	-3.65603179132899	0.000256149602194568	0.023719453163217	9.15003783898558	22.2899762479905	18.7712822049245	23.5987307942949	12.3157087642543	3.87605731968446	48.5642428244552	46.4432156660734	72.6390608683819	5.90383424294931	60.8017076397279	68.1913096537692
sus_circPHC3_45	13:108874660|108880840	32.8392321215295	-2.87068146713076	0.473624235736962	-6.06109495782867	1.35197980587152e-09	3.12983325059257e-06	8.31821621725962	3.1842823211415	14.3545099214128	5.3633479077943	7.18416344581501	9.0441337459304	28.1161405825793	125.288674820105	38.1355069559005	34.242238609106	94.0978808710075	26.7416900603017
sus_circPHLDB2_6	13:147785187|147814857	3.86950558184786	-3.06160399397362	0.843432955793295	-3.62993166551575	0.000283496262091691	0.0252420710285486	1.66364324345192	0	0	0	0	2.58403821312297	7.66803834070345	3.24022434879582	7.26390608683819	7.08460109153917	11.5812776456625	5.34833801206033
sus_circPLD2_1	12:52075754|52076751	1.73424906220503	-4.40325079796954	1.19193842147119	-3.69419318871748	0.000220586053908817	0.0222024658608222	0	0	0	0	0	0	1.27800639011724	2.16014956586388	4.53994130427387	8.26536794012904	1.44765970570781	3.11986384036853
sus_circPTPN4_56	15:31366888|31387416	2.06392655549662	-4.11946062107559	1.17064194033815	-3.51897576801805	0.000433216274893809	0.0324254403992771	0.831821621725962	0	0	0	0	0	2.55601278023448	7.56052348052357	6.35591782598342	0	4.34297911712342	3.11986384036853
sus_circRAB5A_1	13:6908887|6909142	4.45065894391538	-4.23476037983467	1.00844211972128	-4.19930930791062	2.677303926115e-05	0.00538952920778803	0.831821621725962	0	1.10419307087791	1.07266958155886	0	0	8.9460447308207	5.4003739146597	2.72396478256432	2.36153369717972	14.4765970570781	16.4907088705194
sus_circSETBP1_1	1:94314527|94315177	23.5747909348878	-1.41896487606758	0.381964647563102	-3.71491153728607	0.000203274795125915	0.0213900523052952	15.8046108127933	6.368564642283	13.2503168505349	6.43601748935316	10.2630906368786	23.9023534713875	17.8920894616414	29.1620191391624	38.1355069559005	51.9537413379539	37.639152348403	32.090028072362
sus_circSH3GLB1_9	4:129368386|129385680	23.2638916909106	-1.9545628708275	0.371572970824091	-5.26023964146955	1.43867778937511e-07	0.000133221563296135	3.32728648690385	4.77642348171225	13.2503168505349	12.8720349787063	10.2630906368786	12.9201910656149	51.1202556046897	41.0428417514137	32.6875773907718	23.6153369717972	43.4297911712342	29.8615539006702
sus_circSMG1_64	3:26701499|26703165	21.7119134492536	-1.0820233836183	0.307801931348457	-3.51532356823766	0.000439218492591796	0.0324254403992771	14.9727891910673	13.5331998648514	16.5628960631686	15.017374141824	11.2893997005664	11.6281719590534	29.3941469726966	29.1620191391624	22.6997065213693	40.1460728520553	34.7438329369874	21.3933520482413
sus_circSPRYD7_6	11:17870879|17878988	5.19392798397791	-4.4483113215685	1.17397898276876	-3.78908940181998	0.000151200496923636	0.0170745927013765	0	0.796070580285374	2.20838614175582	0	0	0	8.9460447308207	0	10.8958591302573	28.3384043661567	0	11.142370858459
sus_circTTC3_59	13:200731731|200752458	2.0178703613226	-4.10353403735402	1.17066957152492	-3.5052880310272	0.000456113540378055	0.0329969639367249	0.831821621725962	0	0	0	0	0	6.39003195058621	3.24022434879582	2.72396478256432	0	4.34297911712342	6.68542251507541
sus_circUHRF1BP1L_72	5:84007999|84034579	2.73564186181555	-5.03059316836035	1.07590108162115	-4.6757023059967	2.92949316033015e-06	0.000968825238023471	0	0	0	0	0	0	11.5020575110552	3.24022434879582	4.53994130427387	7.08460109153917	2.89531941141562	3.56555867470689
sus_circUTRN_60	1:20776417|20798556	6.14747495894686	-2.70754154403622	0.655219312853425	-4.13226761013058	3.59201863035717e-05	0.00639655625328989	0	2.38821174085612	3.31257921263373	1.07266958155886	2.05261812737572	1.29201910656149	10.2240511209379	6.48044869759164	9.98787086940251	3.54230054576959	17.3719164684937	16.045014036181
