circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Z30_1SF	Z30_2SF	Z30_3SF	Z30_1_PF	Z30_3PF	Y30_1SF	Y30_2SF	Y30_3SF	Y30_1PF	Y30_2PF
sus_circILKAP_9	15:137758108|137759351	4.83000226189617	-4.78573069527336	1.08908263898792	-4.39427691154888	1.1114207150324e-05	0.00275939318850926	0.596283901171896	0	1.01559340890998	0	0	17.429254936134	10.030508012821	6.23942502115553	5.97770640755926	7.01125093121006
sus_circMTMR3_11	14:46957994|46973910	6.02004176503421	-3.7714865834595	0.988603806952381	-3.81496263410723	0.000136203541578908	0.0152221078068587	1.19256780234379	1.1002607702505	2.03118681781996	0	0	5.36284767265662	0	17.4703900592355	14.3464953781422	18.6966691498935
sus_circMTMR3_15	14:46965261|46973910	3.37590841115387	-5.45439960500683	1.25019716032946	-4.36283154216209	1.28389804762421e-05	0.00275939318850926	0	0	0	0	0	9.38498342714908	3.0091524038463	6.23942502115553	14.3464953781422	0.779027881245562
sus_circNADSYN1_2	2:2365031|2365589	3.48661418861237	-5.51021156129027	1.28516490994985	-4.28755214107527	1.80652861189684e-05	0.00360531495831411	0	0	0	0	0	14.7478310998057	7.0213556089747	0	10.7598715336067	2.33708364373669
sus_circNBAS_94	3:122089927|122094251	9.85657427045814	-2.11790031255481	0.625386679629593	-3.38654528716411	0.00070778593507042	0.0482330220143111	5.36655511054706	2.200521540501	0	3.57020555938641	6.34774590192431	36.1992217904322	12.0366096153852	9.98308003384885	11.9554128151185	10.9063903374379
sus_circRANBP17_10	16:52904345|52923549	15.9424790092126	-1.77594000347897	0.487326276656485	-3.6442525029916	0.000268170048846439	0.0249755705492317	7.15540681406275	0	10.1559340890998	10.7106166781592	7.61729508230917	21.4513906906265	20.061016025642	37.4365501269332	19.1286605041896	25.7079200811035
sus_circRUFY1_34	2:79002338|79010277	1.96177707203965	-4.67741035939043	1.35040813987643	-3.46370124799339	0.000532797883830476	0.041351035761732	0	0	0	0	0	1.34071191816415	2.0061016025642	8.73519502961775	5.97770640755926	1.55805576249112
sus_circSLC5A10_24	12:60361138|60376568	2.35446292040081	-4.32397299803992	1.26075266078681	-3.4296758853092	0.000604302630090079	0.0444321460124126	0	0	0	0.892551389846602	0	8.04427150898493	7.0213556089747	2.49577000846221	1.19554128151185	3.89513940622781
sus_circTMEM44,LSG1_8	13:131635186|131653366	13.0709494073345	-7.43631514943335	1.00083444921296	-7.43011509573948	1.08503224988223e-13	3.03158010617094e-10	0	0	0	0	0	25.4735264451189	30.091524038463	21.2140450719288	25.1063669117489	28.8240316060858
sus_circVPS36_1	11:15709103|15712263	2.7361095075796	-4.54102152460642	1.22423046332292	-3.70928649519207	0.000207844139140674	0.0223094260130517	0.596283901171896	0	0	0	0	10.7256953453132	2.0061016025642	3.74365501269332	7.17324768907111	3.11611152498225
