circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	W30_1SF	W30_2SF	W30_3SF	W30_1PF	W30_2PF	W30_3PF	Z30_1SF	Z30_2SF	Z30_3SF	Z30_1_PF	Z30_3PF
sus_circENSSSCG00000012693_6	X:110890003|110963021	3.62251509083573	5.44504780744156	1.21135520439428	4.49500508825919	6.95682836040067e-06	0.00128191157254316	11.7160608316895	11.5696276898209	5.85595027408714	0	2.3857649034184	8.32026230017713	0	0	0	0	0
sus_circENSSSCG00000037808,ENSSSCG00000033730_1	4:110413324|110456880	3.53342727461982	5.39268166472101	1.2994083495476	4.15010544344932	3.32322149526767e-05	0.00399364530996515	17.5740912475342	1.44620346122761	0	9.8331756900563	8.3501771619644	1.66405246003543	0	0	0	0	0
sus_circENSSSCG00000039569,ENSSSCG00000034371,ENSSSCG00000031292_2	12:39366927|39391822	230.070494896908	11.4455344528196	0.980221140720551	11.6764819461108	1.68110237493952e-31	4.64656696433284e-28	654.63489897065	387.582527609	665.626347821239	192.293213494434	387.68679680549	242.951659165172	0	0	0	0	0
sus_circFAN1_16	1:143941637|143956550	2.44037130487848	4.91071749348467	1.2059528155513	4.07206437114187	4.65982964150162e-05	0.00472210467439891	7.32253801980593	1.44620346122761	5.85595027408714	4.37030030669169	1.1928824517092	6.6562098401417	0	0	0	0	0
sus_circIDH1_10	15:111348107|111349307	2.4851307975105	4.26164622860361	1.29530355385701	3.29007530004356	0.00100160575150434	0.0461406382859666	10.2515532277283	2.89240692245522	2.92797513704357	0	9.5430596136736	1.10936830669028	0.61207556502448	0	0	0	0
sus_circKCTD9_22	14:9497312|9505715	37.9169881307066	1.81938226998401	0.39100659165518	4.65307314202132	3.27024181563694e-06	0.0006511782502927	58.5803041584475	70.863969600153	39.0396684939143	68.8322298303941	69.1871821991336	31.6169967406731	9.79320904039167	7.60908668129801	26.8143573805325	8.84289314400285	25.9069721688323
sus_circMAN1A2_12	4:103277505|103288577	14.4501669150397	1.64445533232953	0.468054393125478	3.51338510327513	0.000442435716695998	0.0244578464189548	23.432121663379	14.4620346122761	22.4478093840007	31.6846772235147	16.7003543239288	17.7498929070445	4.89660452019584	4.34804953217029	5.15660718856394	2.65286794320086	15.4208167671621
sus_circME1_6	1:82827169|82833439	3.11521963827427	5.18785106694776	1.23051604549001	4.21599627730323	2.48677861775284e-05	0.0032730743330804	14.6450760396119	7.23101730613806	4.87995856173929	2.18515015334584	4.7715298068368	0.554684153345142	0	0	0	0	0
sus_circMLLT10_51	10:53197803|53202893	24.979561304785	1.31809746635473	0.39309086098418	3.35316232754588	0.000798938346682549	0.0408938072264919	19.0385988514954	31.8164761470075	37.0876850692186	40.4252778368981	33.4007086478576	42.7106798075759	4.28452895517136	13.0441485965109	25.7830359428197	12.380050401604	14.8039840964756
sus_circNBAS_94	3:122089927|122094251	8.54395793391506	1.78204349153814	0.523539055415467	3.40384059814594	0.000664455165587239	0.0353183476477525	11.7160608316895	10.1234242285933	13.66388397287	15.2960510734209	11.928824517092	13.8671038336285	5.50868008522032	2.17402476608515	0	3.53715725760114	6.16832670686483
sus_circNUP205_1	18:13676087|13676784	1.71419916823937	4.3988472573523	1.32751739969896	3.31358915397254	0.000921067376571472	0.0438936246352336	4.39352281188356	1.44620346122761	5.85595027408714	3.27772523001877	0	3.88278907341599	0	0	0	0	0
sus_circPICALM_67	9:19885865|19913189	29.5427677644906	1.07701161887519	0.311249841703675	3.46028005341303	0.000539613860956558	0.0292449551310574	35.1481824950685	53.5095280654216	35.1357016445229	40.4252778368981	27.4362963893116	42.1559956542308	18.3622669507344	17.3921981286812	16.5011430034046	12.380050401604	26.5238048395188
sus_circPOLI_11	1:103798188|103815098	6.05452455385103	2.85036062444137	0.707984293241998	4.02602240141375	5.67282869496941e-05	0.00522656617096515	2.92901520792237	7.23101730613806	11.7119005481743	13.1109009200751	15.5074718722196	9.42963060686741	3.0603778251224	1.08701238304257	1.03132143771279	0.884289314400285	0.616832670686483
sus_circPTPN4_50	15:31364330|31387416	32.1482468146054	1.98025018579289	0.535359819015222	3.69891447855668	0.000216523537447923	0.0136016149433195	39.541705306952	49.1709176817388	62.4634695902629	41.517852913571	64.4156523922968	34.3904175073988	1.22415113004896	17.3921981286812	21.6577501919685	0.884289314400285	20.9723108033404
sus_circQRICH1_6	13:31673546|31676127	21.7951356893732	2.73902501249099	0.664972311385565	4.11900610836539	3.80510061432338e-05	0.00429202616542806	39.541705306952	39.0474934531455	2.92797513704357	33.8698273768606	44.1366507132404	53.2496787211336	0.61207556502448	3.26103714912772	2.06264287542557	18.570075602406	2.46733068274593
sus_circTDRD3_2	11:33313986|33336182	7.3078750864359	2.91534915687161	0.718461743669745	4.05776533344788	4.95445135881217e-05	0.00472210467439891	16.1095836435731	13.0158311510485	14.6398756852179	3.27772523001877	16.7003543239288	8.87494645352227	0.61207556502448	0	0	5.30573588640171	1.85049801205945
sus_circULK2_11	12:59821853|59846613	2.06228572538803	4.63497730763497	1.3119324176308	3.53293907928977	0.000410967160863049	0.0231819027066422	4.39352281188356	5.78481384491045	0.975991712347857	7.64802553671046	0	3.88278907341599	0	0	0	0	0
sus_circUTRN_108	1:20819147|20821172	4.68852907195195	3.58463002992103	0.945077603205942	3.79294781482606	0.000148869450822578	0.0107187921395749	10.2515532277283	5.78481384491045	14.6398756852179	2.18515015334584	8.3501771619644	6.6562098401417	0.61207556502448	0	3.09396431313836	0	0
sus_circ9:121640085|121648834	9:121640085|121648834	3.21640216162577	-4.63222733358256	1.1376667491368	-4.07169088583915	4.66730912595924e-05	0.00472210467439891	1.46450760396119	0	0	0	0	0	9.79320904039167	3.26103714912772	3.09396431313836	15.9172076592051	1.85049801205945
sus_circBMPR2_39	15:106128744|106130023	3.47566628113069	-4.75731908576402	1.1038679417084	-4.30968135409508	1.63489941356355e-05	0.00237834841004719	0	0	0.975991712347857	0	0	0	7.95698234531823	6.52207429825544	4.12528575085115	16.8014969736054	1.85049801205945
sus_circCAB39L_13	11:18350469|18361632	4.84862289859743	-4.15841167325687	1.14148774501903	-3.64297531130089	0.000269504696443142	0.0161937169775836	0	2.89240692245522	0	1.09257507667292	0	0	13.4656624305386	4.34804953217029	10.3132143771279	21.2229435456068	0
sus_circCEP112_39	12:12736751|12757927	2.16841970140943	-4.60906886700319	1.23735359119175	-3.72494079284481	0.000195361068724098	0.0125576277663583	0	0	0	0	0	0	5.50868008522032	0	7.21925006398951	6.19002520080199	4.93466136549187
sus_circCEP295_1	9:26108248|26112646	2.65596678897696	-4.35106285825514	1.0715687468204	-4.06046076947073	4.89759663007318e-05	0.00472210467439891	0	0	0.975991712347857	0	0	0	4.28452895517136	6.52207429825544	5.15660718856394	7.95860382960257	4.31782869480538
sus_circDCUN1D4_6	8:39008497|39032833	4.83192438402163	-5.76672707997386	1.03950617536204	-5.54756404209471	2.89677070502836e-08	1.44456631465584e-05	0	0	0	0	0	0	13.4656624305386	10.8701238304257	2.06264287542557	15.0329183448048	11.7198207430432
sus_circENSSSCG00000009426_8	11:23169655|23197868	2.78807382963984	-4.39870464097079	1.15867903583866	-3.79630985364897	0.00014686591441156	0.0107187921395749	0	0	0	0	1.1928824517092	0	5.50868008522032	15.218173362596	3.09396431313836	4.42144657200143	1.23366534137297
sus_circENSSSCG00000026354_26	10:48164054|48164543	6.07323321458332	-3.57908185620064	0.769477905651848	-4.65131205186288	3.29829793925391e-06	0.0006511782502927	0	0	0.975991712347857	3.27772523001877	1.1928824517092	0.554684153345142	14.077737995563	9.78311144738315	17.5324644411174	7.07431451520228	12.3366534137297
sus_circENSSSCG00000042710_2	4:89111117|89111486	30.9484482657753	-1.46436399858679	0.335789750957807	-4.36095501548169	1.29495990398891e-05	0.00198848287479186	17.5740912475342	8.67722076736567	17.5678508222614	27.3143769168231	16.7003543239288	14.9764721403188	38.5607605965422	38.04543340649	70.1298577644695	35.3715725760114	55.5149403617835
sus_circENSSSCG00000045919_13	9:121610724|121631279	5.85970601652145	-6.0238216425828	1.06147992261755	-5.67492753676243	1.38747375494067e-08	9.58744364664001e-06	0	0	0	0	0	0	5.50868008522032	13.0441485965109	8.2505715017023	32.7187046328105	4.93466136549187
sus_circIGF1R_24	1:137638041|137638586	49.2526832081581	-1.33959130477074	0.304972583050007	-4.39249748739245	1.12055925643721e-05	0.00182189752046615	17.5740912475342	30.3702726857798	20.495825959305	31.6846772235147	38.1722384546944	35.4997858140891	99.1562415339657	46.7415324708306	60.8479648250544	94.6189566408305	66.6179284341402
sus_circITPR2_89	5:47308479|47319185	4.98960403651585	-2.79107380087728	0.737253206538695	-3.78577370179372	0.000153231073803696	0.0107187921395749	0	4.33861038368283	0	0	2.3857649034184	1.66405246003543	9.18113347536719	6.52207429825544	10.3132143771279	10.6114717728034	9.86932273098373
sus_circNCOA6_22	17:38164322|38173595	7.12353663028444	-2.65366423582009	0.705487514417523	-3.76146165819966	0.000168923318591044	0.0113879037216011	1.46450760396119	0	0	5.46287538336461	0	4.43747322676113	10.4052846054162	19.5662228947663	9.28189293941509	20.3386542312066	7.4019920482378
sus_circNDUFV2_9	6:98833466|98842928	26.42221597613	-1.83455273285752	0.509245323140529	-3.60249304116096	0.000315179840443944	0.0185352569997247	10.2515532277283	33.2626796082351	8.78392541113072	2.18515015334584	8.3501771619644	11.648367220248	61.8196320674724	13.0441485965109	57.7540005119161	27.4129687464088	56.13177303247
sus_circNFATC3_11	6:28711467|28714979	7.42414945422301	-2.01218217280257	0.601750374037205	-3.34388188129014	0.000826149040922512	0.0415177445292695	1.46450760396119	8.67722076736567	2.92797513704357	2.18515015334584	1.1928824517092	2.77342076672571	14.6898135605875	8.69609906434058	9.28189293941509	22.9915221744074	6.78515937755132
sus_circNUP58_15	11:3237458|3242632	4.48657754529749	-5.6287086994403	1.01717287125884	-5.5336795332285	3.13581689143815e-08	1.44456631465584e-05	0	0	0	0	0	0	4.89660452019584	15.218173362596	12.3758572525534	8.84289314400285	8.01882471892428
sus_circODR4_27	9:127566656|127577646	11.7962549555615	-4.9648369013703	1.3125023085923	-3.78272622369346	0.000155120002019897	0.0107187921395749	1.46450760396119	2.89240692245522	0.975991712347857	0	0	0	12.2415113004896	0	51.5660718856394	22.9915221744074	37.6267929118755
sus_circPDCD4_14	14:121316588|121320413	20.8202314999664	-1.57073701679426	0.336311871837504	-4.67047745954445	3.00500457189201e-06	0.0006511782502927	5.85803041584475	11.5696276898209	9.75991712347857	12.0183258434021	11.928824517092	13.8671038336285	37.3366094664933	25.0012848099792	33.0022860068092	35.3715725760114	33.3089642170701
sus_circPIAS1_20	1:166036953|166058413	14.681669477824	-2.01244936743473	0.521588600676962	-3.85830780201638	0.000114174801799231	0.00901654720494496	4.39352281188356	7.23101730613806	7.80793369878286	4.37030030669169	3.5786473551276	8.87494645352227	26.3192492960526	23.9142724269366	10.3132143771279	54.8259374928177	9.86932273098373
sus_circRIMS1_39	1:52134346|52179177	6.10406340640215	-2.99022920781993	0.715935677832961	-4.1766729894939	2.95803800665927e-05	0.00371637138654828	2.92901520792237	0	0.975991712347857	1.09257507667292	1.1928824517092	2.21873661338057	6.1207556502448	7.60908668129801	17.5324644411174	19.4543649168063	8.01882471892428
sus_circRXRA_2	1:273771031|273777030	2.33772838743585	-4.71607602497525	1.25978056838413	-3.7435694305274	0.000181424440118142	0.0119394560115844	0	0	0	0	0	0	5.50868008522032	0	4.12528575085115	12.380050401604	3.7009960241189
sus_circSH3GLB1_14	4:129378277|129385680	33.568807757399	-1.41627452646196	0.3623917077277	-3.90813171565766	9.30125964941407e-05	0.00779050959726681	26.3611368713014	15.9082380735037	26.3517762333922	12.0183258434021	10.7359420653828	22.7420502871508	71.0007655428396	71.7428172808098	40.2215360707987	26.5286794320086	45.6456176307998
sus_circSTXBP3_9	4:111245266|111251135	42.5486291156547	-1.10259383179863	0.299482278467241	-3.6816663658422	0.000231714510311036	0.0142324201444378	19.0385988514954	40.4936969143731	23.4238010963486	30.5921021468418	32.2078261961484	23.296734440496	83.2422768433292	57.6116563012564	39.1902146330859	68.9745665232222	49.9634463256051
sus_circTFCP2_18	AEMK02000258.1:276847|277808	2.87127700559719	-4.50760390427151	1.09557091470589	-4.11438807270782	3.88207865903406e-05	0.00429202616542806	0	0	0	0	0	0.554684153345142	4.28452895517136	5.43506191521286	2.06264287542557	10.6114717728034	8.63565738961077
sus_circTMEM237_8	15:105263579|105266463	2.64409558975755	-4.91139904001767	1.24359178153857	-3.94936595185706	7.83584774896867e-05	0.00676821349317169	0	0	0	0	0	0	13.4656624305386	3.26103714912772	0	6.19002520080199	6.16832670686483
sus_circTNRC6A_33	AEMK02000510.1:631357|631791	10.3926125287327	-3.75703168621648	0.718545527118823	-5.22866199067605	1.70741194736146e-07	5.89910827813385e-05	0	0	1.95198342469571	3.27772523001877	3.5786473551276	0.554684153345142	43.457365116738	23.9142724269366	11.3445358148407	19.4543649168063	6.78515937755132
sus_circUBAP2_5	10:32800584|32827084	16.8945031535629	-1.44762397132894	0.434011630001294	-3.33544972360448	0.000851615515441404	0.0420333086550007	5.85803041584475	14.4620346122761	14.6398756852179	6.55545046003753	4.7715298068368	10.5389989135577	39.1728361615667	10.8701238304257	29.9083216936708	19.4543649168063	29.6079681929512
sus_circUSP24_69	6:157293187|157294263	10.8516822707601	-1.66707920106954	0.492040855256483	-3.38809101573599	0.000703809052628775	0.036704306065395	11.7160608316895	0	2.92797513704357	5.46287538336461	7.1572947102552	5.54684153345142	17.7501913857099	26.0882971930217	16.5011430034046	13.2643397160043	12.9534860844161
sus_circWASF3_24	11:4338231|4345913	20.6119215606568	-1.36336655238636	0.350395020346728	-3.89094157513214	9.98559767843552e-05	0.00811770352446934	5.85803041584475	10.1234242285933	17.5678508222614	10.9257507667292	10.7359420653828	15.531156293664	33.0520805113219	25.0012848099792	24.7517145051069	38.0244405192123	35.1594622291295
