circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M30_1SF	M30_2SF	M30_3SF	M30_2PF	M30_3PF	M30_4PF	Y30_1SF	Y30_2SF	Y30_3SF	Y30_1PF	Y30_2PF
sus_circENSSSCG00000032235_1	17:62385259|62387140	2.50960255247056	4.28362113152572	1.15379333283464	3.7126416054093	0.000205107234888568	0.0147154386756327	3.54170531520422	2.34338213637721	8.96945706373015	2.10982100790014	6.13038862359434	4.51087393037009	0	0	0	0	0
sus_circENSSSCG00000042710_2	4:89111117|89111486	30.2740569109841	1.6411204862907	0.329328548736632	4.98323176835521	6.25309759324691e-07	0.000208000764488095	42.5004637824507	35.9318594244506	52.8201360419664	45.0095148352029	44.6642599719016	40.1877859251153	23.109017017476	11.7782324280194	16.2874389180773	13.4545114133684	7.27140626279606
sus_circEVI5_43	4:124520319|124532249	7.89292209345797	4.12473864928645	1.15321982815094	3.57671499275208	0.000347939169029112	0.0212184903246253	12.3959686032148	0	1.99321268082892	42.1964201580027	7.00615842696496	18.8636546179113	1.5406011344984	0	1.48067626527975	1.34545114133684	0
sus_circGALNT1_11	6:119415912|119425363	4.71028588569849	3.97012674851763	1.0454851974235	3.79740120501147	0.000146221023852661	0.0128971971257779	9.73968961681161	3.12450951516961	11.9592760849735	8.43928403160054	9.63346783707682	6.5612711714474	0	2.35564648560387	0	0	0
sus_circHERC6_2	8:130598412|130600711	8.82270772225306	2.13537234441337	0.628684820195392	3.39657054825931	0.000682359652882695	0.0351655488717997	13.2813949320158	7.81127378792403	6.97624438290123	22.5047574176014	6.13038862359434	25.0148463411432	3.08120226899681	3.53346972840581	1.48067626527975	2.69090228267367	4.54462891424754
sus_circHMMR,U6_3	16:60293074|60314538	3.85688516466908	3.74721300422392	1.10964437000004	3.3769495034015	0.00073294504496865	0.0370546093165468	7.08341063040844	1.56225475758481	2.98981902124338	9.14255770090059	8.7576980337062	11.0721451018175	0	0	0	0	1.81785156569902
sus_circME1_14	1:82875117|82891579	81.8693028401107	2.09024246976721	0.583812332550992	3.58033284537483	0.000343156808319481	0.0212184903246253	356.826810506825	92.954158076296	150.487557402584	59.7782618905038	64.8069654494259	28.2954819268669	41.5962306314569	10.6004091852174	7.40338132639876	60.5453013601576	27.2677734854852
sus_circNECTIN3_22	13:148517273|148534946	13.5776764879223	1.73180147191786	0.473520032299414	3.65729294177531	0.000254893015249644	0.0179356450538163	29.2190688504348	14.0602928182633	12.955882425388	21.0982100790014	24.5215544943774	18.4535751696958	6.16240453799361	7.06693945681162	0	6.72725570668418	9.08925782849508
sus_circNUP58_15	11:3237458|3242632	2.61643582453535	4.37965235925934	1.25499961541966	3.4897639054613	0.000483447450742584	0.0256367278589437	5.31255797280633	10.9357833030936	0	4.21964201580027	1.75153960674124	6.5612711714474	0	0	0	0	0
sus_circOXR1_23	4:30784480|30796077	5.8834133297405	3.01150844109778	0.837822874704292	3.59444523660288	0.000325083510772615	0.0207689971624938	19.4793792336232	13.2791654394709	6.97624438290123	7.03273669300045	7.00615842696496	5.33103282680101	1.5406011344984	0	0	1.34545114133684	2.72677734854852
sus_circPICALM_61	9:19883798|19913189	16.8508789106748	2.15976914541463	0.663722477063829	3.25402441539874	0.0011378250022953	0.0495631152785535	7.08341063040844	27.3394582577341	8.96945706373015	47.119335843103	44.6642599719016	20.9140518589886	0	2.35564648560387	4.44202879583925	18.8363159787157	3.63570313139803
sus_circPKD2_20	8:131012687|131016781	2.59487056971339	4.32970978709536	1.14109914694844	3.79433268237384	0.00014804107113492	0.0128971971257779	8.85426328801055	5.46789165154682	3.98642536165784	2.10982100790014	5.25461882022372	2.87055613750824	0	0	0	0	0
sus_circPPP2R1B_5	9:39494895|39504434	11.3905515004613	6.46928291267008	1.03143966893194	6.27209046494117	3.56232490235314e-10	4.34484893923671e-07	31.875347836838	27.3394582577341	23.9185521699471	11.9556523781008	23.6457846910067	6.5612711714474	0	0	0	0	0
sus_circPRDM2_5	6:73137415|73166221	5.39902704358268	2.72434570717497	0.820342929890305	3.32098395428271	0.000897006942005923	0.0415461822886034	6.19798430160739	7.03014640913163	12.955882425388	8.43928403160054	7.00615842696496	10.2519862053866	6.16240453799361	0	0	1.34545114133684	0
sus_circPRDM2_7	6:73137415|73172671	2.84835893570081	3.83089599064908	1.14031425899801	3.35950897782798	0.00078081114244153	0.0380931729359141	2.65627898640317	1.56225475758481	10.9626697445591	4.21964201580027	5.25461882022372	5.33103282680101	0	0	0	1.34545114133684	0
sus_circPRKAR1A_5	12:11669306|11671052	92.3572997477992	1.31191400729584	0.237985596805907	5.51257733620655	3.53616725321984e-08	2.15647266325523e-05	139.897359950567	146.851947212972	123.579186211393	106.194324064307	91.0800595505445	153.369713632583	53.9210397074441	44.7572832264736	47.381640488952	47.0907899467892	61.8069532337665
sus_circPTPN4_50	15:31364330|31387416	20.7080173702948	3.82415075471439	1.10328471607363	3.4661503952704	0.000527967861378675	0.0275976343540653	7.9688369592095	45.3053879699594	72.7522628502557	45.7127885045029	42.9127203651604	0.820158896430925	0	0	1.48067626527975	5.38180456534734	5.45355469709705
sus_circRFC1_43	8:30613554|30621379	22.9044081115345	1.52786210214509	0.345548378608939	4.42155772310593	9.79918778654649e-06	0.00169912540932275	38.9587584672464	27.3394582577341	34.8812219145061	32.3505887878021	32.4034827247129	30.3458791679442	4.62180340349521	9.42258594241549	11.845410122238	16.145413696042	13.6338867427426
sus_circSCAF4_28	13:195370476|195371826	4.46865326836368	5.13394438342198	1.07588052626577	4.77185361951032	1.82538152601329e-06	0.000513774692590972	4.42713164400528	3.90563689396202	11.9592760849735	14.0654733860009	7.00615842696496	7.79150951609379	0	0	0	0	0
sus_circSDAD1_22	8:71638232|71643022	11.2199911414452	2.32811944411576	0.702598901487096	3.31358252793755	0.000921089201328047	0.0421283173457416	28.3336425216338	13.2791654394709	15.9457014466314	4.92291568510032	27.1488639044892	17.6334162732649	0	7.06693945681162	0	0	9.08925782849508
sus_circSTRN3_10	7:68514625|68521235	9.67793974752428	2.25351036230117	0.536502143007229	4.20037532314351	2.66472874928498e-05	0.00406260103901405	14.1668212608169	12.4980380606785	17.9389141274603	12.6589260474008	14.0123168539299	19.6838135143422	3.08120226899681	2.35564648560387	1.48067626527975	4.03635342401051	4.54462891424754
sus_circTBC1D8_29	3:53270127|53270926	6.13754286862285	3.07549327642879	0.870572633682086	3.5327245050433	0.000411300836551433	0.0228022691051772	8.85426328801055	17.1848023334329	0.996606340414461	12.6589260474008	7.00615842696496	14.7628601357566	1.5406011344984	0	0	2.69090228267367	1.81785156569902
sus_circULK2_6	12:59821853|59822490	20.5966983287879	2.10256923081962	0.462277450296308	4.54828421648498	5.40850605643746e-06	0.00108711852563188	20.3648055624243	39.0563689396202	46.8404979994797	35.1636834650023	35.0307921348248	13.1225423428948	13.8654102104856	5.88911621400968	5.922705061119	4.03635342401051	7.27140626279606
sus_circUSP24_36	6:157280253|157282222	3.16770634282077	4.03291372372293	1.13509553822021	3.55292888389502	0.000380967441314311	0.0221263471074455	7.08341063040844	3.12450951516961	3.98642536165784	12.6589260474008	1.75153960674124	5.33103282680101	0	0	0	0	0.908925782849508
sus_circVDAC1_13	2:136318558|136320614	6.32710535169201	3.03521091729304	0.853642072322923	3.55560136467226	0.000377115511503113	0.0221263471074455	17.7085265760211	7.81127378792403	4.98303170207231	11.2523787088007	9.63346783707682	11.4822245500329	0	0	0	6.72725570668418	0
sus_circZEB1_7	10:42061873|42079536	15.1588939380078	2.352138843877	0.627304081315703	3.7495991400911	0.000177117465914743	0.013807126795076	9.73968961681161	28.1205856365265	22.9219458295326	24.6145784255016	28.9004035112305	29.9357997197288	0	16.4895253992271	1.48067626527975	0	4.54462891424754
sus_circZFPM2_10	4:31972148|31996226	21.5631700372802	1.86145910954691	0.47077806087826	3.95400564349635	7.68535952920956e-05	0.00857410285124671	19.4793792336232	24.9960761213569	22.9219458295326	38.6800518115025	69.185814466279	17.6334162732649	10.7842079414888	10.6004091852174	4.44202879583925	12.1090602720315	6.36248047994655
sus_circ18:14243638|14259662	18:14243638|14259662	2.74080858517765	-3.58350670779272	1.01328658463678	-3.53651845600746	0.000405438171652249	0.0228022691051772	0	0	0	0.703273669300045	0.87576980337062	0.820158896430925	9.24360680699042	2.35564648560387	4.44202879583925	8.07270684802101	3.63570313139803
sus_circABL1_16	1:270899688|270900268	1.67476654862634	-4.73112061613659	1.30358853148413	-3.62930518478113	0.00028418510771881	0.0185839368639393	0	0	0	0	0	0	3.08120226899681	3.53346972840581	1.48067626527975	9.41815798935785	0.908925782849508
sus_circADGRA3_68	8:16728875|16755944	4.27078778335774	-2.71729329590214	0.745101479428254	-3.64687679587918	0.000265447119871313	0.0183258681435686	0	2.34338213637721	0.996606340414461	2.10982100790014	0.87576980337062	0.820158896430925	9.24360680699042	2.35564648560387	13.3260863875178	6.72725570668418	8.18033204564557
sus_circATL3_10	2:8388248|8390219	21.5342555546793	-1.83342358108226	0.484974137364215	-3.78045639927673	0.000156541132740762	0.0133205582488012	7.9688369592095	20.3093118486025	6.97624438290123	0.703273669300045	7.00615842696496	15.993098480403	32.3526238244665	25.9121113416426	38.4975828972735	48.4362410881261	32.7213281825823
sus_circBIRC6_245	3:107207592|107229406	4.33816710810457	-6.13299207919805	1.12172407586957	-5.46746941706116	4.56505940866111e-08	2.38622176804157e-05	0	0	0	0	0	0	0	11.7782324280194	13.3260863875178	8.07270684802101	14.5428125255921
sus_circCACUL1_15	14:128729497|128730587	3.12927121501799	-5.18354152915596	1.14193399872256	-4.53926543474018	5.64505383629563e-06	0.00108711852563188	0	0	0	0	0	0.410079448215462	3.08120226899681	10.6004091852174	4.44202879583925	1.34545114133684	14.5428125255921
sus_circCLIP1_41	14:30413534|30417971	1.51960297175201	-4.59176106302887	1.40557620042646	-3.26681759525788	0.00108763733939922	0.0479477713838764	0	0	0	0	0	0	9.24360680699042	2.35564648560387	1.48067626527975	0	3.63570313139803
sus_circDCUN1D4_6	8:39008497|39032833	3.77141458353538	-5.93160181705683	1.0715598308955	-5.53548355027436	3.10370864617884e-08	2.15647266325523e-05	0	0	0	0	0	0	1.5406011344984	10.6004091852174	10.3647338569583	8.07270684802101	10.9071093941941
sus_circENSSSCG00000010941_29	10:26180874|26218089	1.96582893250078	-4.98999446369594	1.23234060317618	-4.04920072489289	5.13928521879852e-05	0.00696468319095696	0	0	0	0	0	0	3.08120226899681	10.6004091852174	2.9613525305595	1.34545114133684	3.63570313139803
sus_circENSSSCG00000012071_1	13:203325937|203330171	2.68699542839672	-5.416946023209	1.22348133452316	-4.42748562675883	9.53379232718461e-06	0.00169912540932275	0	0	0	0	0	0	4.62180340349521	0	11.845410122238	6.72725570668418	6.36248047994655
sus_circENSSSCG00000022963_19	3:40456609|40457300	7.87313157820916	-2.08095502575738	0.529934645637983	-3.9268144532278	8.60783329556728e-05	0.0089988748652802	0.885426328801055	4.68676427275442	2.98981902124338	4.21964201580027	4.3788490168531	2.05039724107731	23.109017017476	12.9560556708213	7.40338132639876	12.1090602720315	11.8160351770436
sus_circENSSSCG00000041410_2	7:23022971|23023608	9.2382462108433	-5.20877640545482	1.39647555474134	-3.72994456492265	0.00019152190347846	0.0143016049964834	0	0	0	0.703273669300045	2.62730941011186	0	24.6496181519744	2.35564648560387	19.2487914486368	51.1271433707998	0.908925782849508
sus_circENSSSCG00000043604_6	X:59556112|59571888	7.97822007813553	-7.00278966010986	0.984657929192418	-7.11190094803106	1.14455397361813e-12	2.09396149473437e-09	0	0	0	0	0	0	15.406011344984	32.9790507984542	16.2874389180773	6.72725570668418	16.3606640912911
sus_circEXOC4_15	18:15347146|15348948	3.19437363572617	-5.69775344449373	1.0655913630777	-5.34703418394569	8.94071354342565e-08	3.6348967617105e-05	0	0	0	0	0	0	6.16240453799361	8.24476269961355	4.44202879583925	5.38180456534734	10.9071093941941
sus_circFAM13A_16	8:130257256|130264004	12.797776279714	-2.55886714118716	0.456185344865335	-5.60927081500728	2.03180868392762e-08	1.85859699362279e-05	7.08341063040844	3.12450951516961	5.97963804248677	1.40654733860009	4.3788490168531	2.87055613750824	13.8654102104856	29.4455810700484	25.1714965097558	20.1817671200525	27.2677734854852
sus_circFGFR1_6	15:48094739|48096210	17.0557035015554	-1.78819397466228	0.38699161438962	-4.62075638895355	3.82343517998505e-06	0.000874371832722831	5.31255797280633	10.1546559243012	7.97285072331569	7.03273669300045	7.00615842696496	10.2519862053866	43.1368317659553	30.6234043128503	13.3260863875178	28.2544739680735	24.5409961369367
sus_circFIG4_27	1:75753869|75759232	3.37547268109124	-2.8609125024547	0.867402220951933	-3.29825360524784	0.000972882222817292	0.0434119030888838	0	0.781127378792403	0.996606340414461	2.81309467720018	0.87576980337062	0	7.70300567249202	10.6004091852174	2.9613525305595	4.03635342401051	6.36248047994655
sus_circFTO_5	6:31388854|31404916	9.56338435032864	-1.69532210912362	0.477941470998308	-3.54713330396395	0.000389447482671865	0.0222654427983805	7.08341063040844	3.90563689396202	5.97963804248677	4.21964201580027	4.3788490168531	3.69071503393916	10.7842079414888	22.3786416132368	13.3260863875178	6.72725570668418	22.7231445712377
sus_circGRB10_18	9:136668813|136711859	1.52832324771667	-4.62641234675467	1.22909823588859	-3.76407044747727	0.000167169755607132	0.013807126795076	0	0	0	0	0	0	3.08120226899681	3.53346972840581	2.9613525305595	2.69090228267367	4.54462891424754
sus_circHERC6_39	8:130624649|130648577	3.78149299735396	-5.90775802157518	1.08755183881373	-5.43216222963603	5.5675270691815e-08	2.54644769326689e-05	0	0	0	0	0	0	12.3248090759872	4.71129297120775	2.9613525305595	16.145413696042	5.45355469709705
sus_circHSPBAP1_18	13:137806868|137808141	3.80043742670651	-4.90892459225331	1.06815423371504	-4.59570765841566	4.31283027074405e-06	0.000928273291803087	1.77085265760211	0	0	0	0	0	3.08120226899681	10.6004091852174	11.845410122238	2.69090228267367	11.8160351770436
sus_circILKAP_9	15:137758108|137759351	5.97092615963903	-2.43898807176798	0.614046255742733	-3.9719940459825	7.1273501744233e-05	0.00841257235103705	2.65627898640317	2.34338213637721	1.99321268082892	2.10982100790014	0	2.46047668929277	20.0278147484792	11.7782324280194	7.40338132639876	6.72725570668418	8.18033204564557
sus_circLRCH1_5	11:20710449|20719541	12.3629641543053	-2.84515907864882	0.644788244115299	-4.41254800256572	1.02161134203609e-05	0.00169912540932275	4.42713164400528	0	0	1.40654733860009	3.50307921348248	9.02174786074017	10.7842079414888	21.2008183704349	34.0555541014343	16.145413696042	35.4481055311308
sus_circLRRIQ3_6	6:138964559|138981411	7.03394982488242	-2.34773377385873	0.596130545958483	-3.93828799710968	8.2065058221636e-05	0.00883164847155782	4.42713164400528	0.781127378792403	2.98981902124338	0.703273669300045	3.50307921348248	2.46047668929277	16.9466124794824	15.3117021564252	16.2874389180773	9.41815798935785	4.54462891424754
sus_circLUC7L2_23	18:10283699|10300806	7.23194226976186	-2.95827037850328	0.756093935901835	-3.91256990439262	9.1319091610334e-05	0.00928157100561701	3.54170531520422	1.56225475758481	0	2.10982100790014	0	2.87055613750824	32.3526238244665	1.17782324280194	8.88405759167851	16.145413696042	10.9071093941941
sus_circMICU2_17	11:1455412|1463356	91.8098960830441	-1.08372360888142	0.27253611891434	-3.97644030889732	6.99545477749606e-05	0.00841257235103705	79.688369592095	60.1468081670151	71.7556565098412	40.7898728194026	62.179656039314	51.2599310269328	144.81650664285	104.826268609372	179.16182809885	78.0361661975365	137.247793210276
sus_circMTMR3_11	14:46957994|46973910	6.50935589014969	-3.49994893209546	0.849392008319876	-4.12053433257334	3.77994732327383e-05	0.00531954894456114	2.65627898640317	0	0	0.703273669300045	1.75153960674124	1.64031779286185	6.16240453799361	0	20.7294677139165	16.145413696042	21.8142187883882
sus_circNADSYN1_2	2:2365031|2365589	3.63883752724328	-5.85113575813952	1.20209445451612	-4.86745091964906	1.13046894320592e-06	0.000344698821932538	0	0	0	0	0	0	16.9466124794824	8.24476269961355	0	12.1090602720315	2.72677734854852
sus_circNEK5_13	11:15829857|15840297	2.89422033763806	-3.0911301514906	0.923663557301357	-3.34659749976699	0.000818099037701989	0.0393871628809418	0	1.56225475758481	0	0.703273669300045	0	1.23023834464639	6.16240453799361	7.06693945681162	7.40338132639876	1.34545114133684	6.36248047994655
sus_circPAN3_48	11:5587551|5602241	3.34514254869089	-3.03764714034821	0.912610745635406	-3.32852440635383	0.000873073548491801	0.041254992443152	2.65627898640317	2.34338213637721	0	0	0	0	7.70300567249202	8.24476269961355	5.922705061119	5.38180456534734	4.54462891424754
sus_circPARD3_72	10:57250368|57252743	7.8119662493258	-2.17672527063398	0.581393075904709	-3.74398210237844	0.00018112656085369	0.013807126795076	5.31255797280633	3.90563689396202	0	4.21964201580027	0.87576980337062	3.2806355857237	23.109017017476	18.845171884831	7.40338132639876	8.07270684802101	10.9071093941941
sus_circPUM3_23	1:219010541|219028462	6.60982237819553	-2.03495553513447	0.570007217194705	-3.57005222696919	0.000356910061486701	0.0214087527045875	3.54170531520422	4.68676427275442	1.99321268082892	2.10982100790014	0	3.69071503393916	10.7842079414888	8.24476269961355	17.768115183357	8.07270684802101	11.8160351770436
sus_circRANBP17_10	16:52904345|52923549	18.4096551703002	-1.56302336399815	0.469870460032808	-3.32649846489394	0.000879445042515949	0.041254992443152	11.5105422744137	0	13.9524887658025	10.5491050395007	9.63346783707682	12.7124628946793	24.6496181519744	23.5564648560387	44.4202879583925	21.5272182613894	29.9945508340338
sus_circRXRA_2	1:273771031|273777030	1.9533076985325	-4.9795047615592	1.28824645754594	-3.86533549725024	0.000110936600126504	0.0106820268384968	0	0	0	0	0	0	3.08120226899681	3.53346972840581	0	9.41815798935785	5.45355469709705
sus_circSDHB_1	6:75647810|75648439	3.88442291763248	-4.04308648565599	0.952202952706996	-4.2460343923131	2.17587246300612e-05	0.00346152927919105	0	0.781127378792403	0.996606340414461	0	0.87576980337062	0.410079448215462	9.24360680699042	16.4895253992271	4.44202879583925	4.03635342401051	5.45355469709705
sus_circSETBP1_13	1:94557868|94561324	21.2228009266806	-1.89557964605762	0.527846835202872	-3.59115470556733	0.000329216134305723	0.0207689971624938	11.5105422744137	9.37352854550884	12.955882425388	5.62618935440036	9.63346783707682	7.79150951609379	44.6774329004537	12.9560556708213	91.8019284473446	10.7636091306947	16.3606640912911
sus_circSLC5A10_24	12:60361138|60376568	2.55551406821363	-4.28125506990128	1.14193824506807	-3.74911260603772	0.000177461395251384	0.013807126795076	1.77085265760211	0	0	0	0	0	9.24360680699042	8.24476269961355	2.9613525305595	1.34545114133684	4.54462891424754
sus_circSLC5A10_25	12:60361138|60376920	5.56876068552844	-3.16053122019637	0.822649829712244	-3.84189129571922	0.000122089908595897	0.0114545378346766	0.885426328801055	0.781127378792403	0.996606340414461	0.703273669300045	2.62730941011186	1.23023834464639	13.8654102104856	3.53346972840581	2.9613525305595	30.9453762507472	2.72677734854852
sus_circTBC1D5_20	13:4407150|4414280	4.90551352618533	-3.16948832637805	0.759777385361062	-4.17160129722978	3.02466540037987e-05	0.00442690027999598	1.77085265760211	0	1.99321268082892	1.40654733860009	0	1.23023834464639	12.3248090759872	17.667348642029	4.44202879583925	4.03635342401051	9.08925782849508
sus_circTMEM44,LSG1_8	13:131635186|131653366	13.7874857529808	-7.79124288562316	0.906114396986642	-8.5985201333668	8.07505720471662e-18	2.95466343120581e-14	0	0	0	0	0	0	29.2714215554697	35.3346972840581	25.1714965097558	28.2544739680735	33.6302539654318
sus_circZNF532_14	1:161909790|161924707	23.353412899792	-1.53754115974698	0.327727347283417	-4.69152535634241	2.71175655488147e-06	0.000708736945307949	10.6251159456127	9.37352854550884	14.9490951062169	9.84583137020063	19.2669356741536	11.4822245500329	49.2992363039489	37.690343769662	26.6521727750355	34.9817296747577	32.7213281825823
