circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	W30_1SF	W30_2SF	W30_3SF	W30_1PF	W30_2PF	W30_3PF	Y30_1SF	Y30_2SF	Y30_3SF	Y30_1PF	Y30_2PF
sus_circKCTD9_20	14:9497312|9498411	17.349248044297	1.38154589143877	0.395239218567866	3.49546762197524	0.000473231864145428	0.0249395340702166	25.9879640345587	32.7143602572953	22.2023619445212	15.6400474132364	29.4054532657827	18.2912202284765	17.122738437906	9.8000299785004	5.38765696167115	8.08033438507556	6.20956158024347
sus_circKCTD9_22	14:9497312|9505715	29.5221675525256	3.22299766344276	0.423674170381253	7.607255501421	2.79977488216482e-14	2.57205985841542e-11	51.9759280691174	64.1201461042988	34.157479914648	57.9601757078761	60.9112960505499	28.1783662979233	8.561369218953	6.23638271359116	7.54271974633962	3.03012539440334	2.06985386008116
sus_circLRP6_4	5:60168451|60249461	1.96161080674148	4.35608444602796	1.22345962528538	3.56046440438266	0.000370199493928495	0.0215557694157238	2.59879640345587	3.92572323087544	5.97755898506339	0.920002789013906	4.20077903796896	3.95485842777871	0	0	0	0	0
sus_circME1_14	1:82875117|82891579	142.133055211967	3.42693086893715	0.628369743854185	5.45368535397271	4.93364682495409e-08	1.23610278632486e-05	543.148448322277	278.726349392156	263.012595342789	101.20030679153	182.73388815165	82.0633123764083	33.0224241302473	8.01820634604578	5.38765696167115	45.4518809160501	20.6985386008116
sus_circOXCT1_21	16:26624131|26646919	23.4837587023367	1.49114757703394	0.427642875849074	3.48689914235868	0.000488655602246624	0.0249395340702166	31.1855568414705	24.8629137955444	60.6295268485001	31.2800948264728	22.054089949337	29.6614382083403	4.89221098225886	5.34547089736385	8.62025113867385	23.2309613570922	16.5588308806493
sus_circOXR1_23	4:30784480|30796077	6.02247466176168	3.46248551754718	0.885914413603851	3.90837474182408	9.29191011696315e-05	0.00800265758823452	27.2873622362867	11.7771696926263	5.97755898506339	3.68001115605562	6.30116855695344	6.92100224861275	1.22305274556471	0	0	1.01004179813445	2.06985386008116
sus_circPOLI_11	1:103798188|103815098	5.37406853632757	2.61247455621147	0.734212139948669	3.55820125283425	0.000373403172350539	0.0215557694157238	2.59879640345587	6.54287205145906	10.2472439743944	11.0400334681669	13.6525318733991	8.40407415902976	0	1.78182363245462	1.07753139233423	1.01004179813445	2.75980514677488
sus_circPPP2R1B_5	9:39494895|39504434	10.4622453764006	6.7550939325598	0.995167488275483	6.78789652208759	1.13780207787636e-11	7.83945631656815e-09	18.1915748241911	17.0114673337936	17.078739957324	29.440089248445	21.0038951898448	12.3589325868085	0	0	0	0	0
sus_circPSME4_117	3:87316814|87330087	6.33305318821733	2.63701383686916	0.753946956277562	3.49761188756408	0.00046944375094233	0.0249395340702166	7.79638921036762	13.0857441029181	0.853936997866199	11.0400334681669	10.5019475949224	18.2912202284765	0	1.78182363245462	3.23259417700269	1.01004179813445	2.06985386008116
sus_circPTPN4_50	15:31364330|31387416	24.1641301250401	4.39956648587021	0.54876217044543	8.01725542104894	1.08134111541697e-15	2.98017611408916e-12	35.0837514466543	44.4915299499216	54.6519678634367	34.9601059825284	56.710517012581	30.650152815285	0	0	1.07753139233423	4.04016719253778	4.13970772016232
sus_circRAB5A_1	13:6908887|6909142	3.15036545693904	5.07224057975269	1.15694126330741	4.38418158347331	1.16422634064016e-05	0.0013950468673062	1.29939820172794	2.61714882058362	9.39330697652819	4.60001394506953	7.35136331644568	9.39278876597444	0	0	0	0	0
sus_circREV3L_52	1:77263699|77279692	2.22323191418192	4.53471119403098	1.38054551743387	3.28472414474243	0.00102082264269025	0.0432828800500667	9.09578741209555	0	2.5618109935986	7.36002231211125	0	5.43793033819573	0	0	0	0	0
sus_circRFC1_43	8:30613554|30621379	16.2992208811309	1.40895659222843	0.394162984311335	3.57455328965021	0.000350826356541656	0.0215557694157238	37.6825478501101	19.6286161543772	21.348424946655	18.4000557802781	22.054089949337	18.2912202284765	3.66915823669414	7.12729452981847	8.62025113867385	12.1205015776133	10.3492693004058
sus_circSTYX_3	1:182373763|182388778	4.55444950800205	3.75579907695045	1.00677938111815	3.73050853780815	0.000191093667150972	0.014629281851891	5.19759280691174	17.0114673337936	5.97755898506339	8.28002510112515	4.20077903796896	6.42664494514041	1.22305274556471	1.78182363245462	0	0	0
sus_circUSP8_39	1:121330342|121350467	2.26306240726734	3.88335480823122	1.18676139673309	3.27222878914101	0.00106703191121061	0.0441347495889332	9.09578741209555	2.61714882058362	2.5618109935986	4.60001394506953	3.15058427847672	1.97742921388936	0	0.890911816227309	0	0	0
sus_circUTRN_108	1:20819147|20821172	4.15969669932516	3.25346542216513	0.941401347554294	3.45598126730692	0.000548293424237649	0.0269838692356957	9.09578741209555	5.23429764116725	12.809054967993	1.84000557802781	7.35136331644568	5.93228764166807	1.22305274556471	0.890911816227309	0	0	1.37990257338744
sus_circUTRN_22	1:20549777|20617175	2.27354518573686	3.89178616231171	1.18424288026224	3.28630741816231	0.00101510159207303	0.0432828800500667	3.89819460518381	5.23429764116725	7.68543298079579	1.84000557802781	3.15058427847672	1.97742921388936	1.22305274556471	0	0	0	0
sus_circUTRN_60	1:20776417|20798556	3.99648260735643	3.12545322022289	0.92098299790928	3.39360577482752	0.000689789138193921	0.0311648994239745	5.19759280691174	6.54287205145906	5.97755898506339	6.44001952309734	11.5521423544146	4.44921573125105	0	1.78182363245462	0	2.02008359626889	0
sus_circ10:17467676|17468635	10:17467676|17468635	1.48749179852679	-4.23659660076539	1.24473211337761	-3.40362119305277	0.000664989056590518	0.0305451639993911	0	0	0	0	0	0	2.44610549112943	3.56364726490924	3.23259417700269	5.05020899067223	2.06985386008116
sus_circADAM23_5	15:109813062|109827453	1.78253097167777	-4.50527149199481	1.3498383389805	-3.33763782068713	0.000844938066430417	0.037558859856165	0	0	0	0	0	0	0	2.67273544868193	10.7753139233423	2.02008359626889	4.13970772016232
sus_circADGRA3_68	8:16728875|16755944	2.94318020227302	-3.78521927938196	1.04904743327432	-3.60824416448685	0.000308276300759664	0.0197583601138055	0	1.30857441029181	0	0	0	0.988714606944678	7.33831647338829	1.78182363245462	9.69778253100808	5.05020899067223	6.20956158024347
sus_circARHGAP28_32	6:100602832|100607627	1.86342398443116	-4.04490749256507	1.15908233065194	-3.48974993889344	0.000483472715961481	0.0249395340702166	0	0	0	0	0	0.494357303472339	4.89221098225886	3.56364726490924	5.38765696167115	2.02008359626889	4.13970772016232
sus_circBIRC6_245	3:107207592|107229406	3.43697832619744	-4.40569876499137	1.13099972243761	-3.89540216287224	9.80359292844129e-05	0.00818748548811642	0	0	0	0	2.10038951898448	0	0	8.90911816227309	9.69778253100808	6.06025078880667	11.0392205870995
sus_circDCUN1D4_6	8:39008497|39032833	2.82942227882558	-5.18552517280744	1.11647633756537	-4.64454552087971	3.4082589719202e-06	0.000552538925094828	0	0	0	0	0	0	1.22305274556471	8.01820634604578	7.54271974633962	6.06025078880667	8.27941544032463
sus_circENSSSCG00000012071_1	13:203325937|203330171	2.01538885208148	-4.67363435729384	1.28986465446642	-3.62335252858539	0.000290809038160887	0.0190826121231286	0	0	0	0	0	0	3.66915823669414	0	8.62025113867385	5.05020899067223	4.82965900685604
sus_circENSSSCG00000041410_2	7:23022971|23023608	6.76637411614888	-6.42252775021333	1.55649116999671	-4.12628601691773	3.68668714741983e-05	0.00423354574095377	0	0	0	0	0	0	19.5688439290354	1.78182363245462	14.007908100345	38.3815883291089	0.689951286693719
sus_circENSSSCG00000043604_6	X:59556112|59571888	6.14076641239452	-5.78851701655945	0.995987237574544	-5.8118385438912	6.17904215296815e-09	2.12868002169753e-06	0	0	0	0	1.05019475949224	0	12.2305274556471	24.9455308543647	11.8528453156765	5.05020899067223	12.4191231604869
sus_circENSSSCG00000045919_13	9:121610724|121631279	2.49507317604573	-4.99485719865044	1.25278032538185	-3.98701759394888	6.69090656245114e-05	0.00614671282870512	0	0	0	0	0	0	4.89221098225886	13.3636772434096	0	5.05020899067223	4.13970772016232
sus_circEXOC4_15	18:15347146|15348948	2.42552459142865	-4.96290439429684	1.11717017135439	-4.44238892296964	8.89655633493277e-06	0.00122594546295374	0	0	0	0	0	0	4.89221098225886	6.23638271359116	3.23259417700269	4.04016719253778	8.27941544032463
sus_circFAM13A_16	8:130257256|130264004	8.71740312297526	-3.70713598393517	0.630818541926076	-5.87670738500517	4.18507019569213e-09	1.64772192276107e-06	2.59879640345587	1.30857441029181	1.7078739957324	1.84000557802781	0	0.988714606944678	11.0074747100824	22.2727954056827	18.3180336696819	15.1506269720167	20.6985386008116
sus_circFBN2_19	2:131354294|131363905	5.02726106089824	-3.03810468846072	0.855497136634729	-3.55127394161916	0.000383371165210939	0.0215557694157238	0	1.30857441029181	3.4157479914648	0	1.05019475949224	0.988714606944678	24.4610549112943	8.01820634604578	1.07753139233423	8.08033438507556	6.89951286693719
sus_circHERC6_39	8:130624649|130648577	2.88757648289737	-5.18511590771684	1.13126051442332	-4.58348527293915	4.57289105197277e-06	0.000700160429957609	0	0	0	0	0	0	9.78442196451772	3.56364726490924	2.15506278466846	12.1205015776133	4.13970772016232
sus_circIGF1R_24	1:137638041|137638586	42.7684632900163	-1.29929777228998	0.32538151932586	-3.99315171612059	6.52008206298291e-05	0.00614671282870512	15.5927784207352	27.4800626161281	17.9326769551902	26.6800808814033	33.6062323037517	31.6388674222297	81.9445339528359	78.4002398280032	58.1866951860485	70.7029258694112	28.2880027544425
sus_circLUC7L2_23	18:10283699|10300806	5.34588706606313	-3.26401614454409	0.91399670759547	-3.5711465013162	0.000355422012213271	0.0215557694157238	0	0	0.853936997866199	0	1.05019475949224	3.46050112430637	25.684107656859	0.890911816227309	6.46518835400538	12.1205015776133	8.27941544032463
sus_circMAU2_3	2:58556416|58559527	19.6371523583654	-1.1845868120226	0.360475760631334	-3.28617605230355	0.00101557514221699	0.0432828800500667	11.6945838155514	3.92572323087544	15.3708659615916	18.4000557802781	8.40155807593792	15.3250764076425	31.7993713846826	28.5091781192739	33.4034731623612	20.2008359626889	28.9779540411362
sus_circNADSYN1_2	2:2365031|2365589	2.80456299619038	-5.14049448799008	1.25062956232737	-4.11032542555914	3.95101895174481e-05	0.00435560329240347	0	0	0	0	0	0	13.4535802012119	6.23638271359116	0	9.09037618321001	2.06985386008116
sus_circODR4_27	9:127566656|127577646	10.3143411766222	-5.12219374255406	0.859221094080801	-5.96143853757897	2.50026961292988e-09	1.14845717553912e-06	1.29939820172794	2.61714882058362	0.853936997866199	0	0	0	15.8996856923413	8.01820634604578	34.4810045546954	17.1707105682856	33.1176617612985
sus_circPDCD4_14	14:121316588|121320413	21.7564753180328	-1.90499220970912	0.373734652007047	-5.09717843790733	3.4475333664456e-07	7.91783496493673e-05	5.19759280691174	10.4685952823345	8.53936997866199	10.120030679153	10.5019475949224	12.3589325868085	30.5763186391179	30.2910017517285	61.4192893630512	21.2108777608234	38.6372720548483
sus_circRCBTB2_6	11:19129679|19134837	42.1636985770341	-1.39259527258586	0.405986353757755	-3.43015290956502	0.000603241197280109	0.0287731089430794	28.5867604380146	3.92572323087544	40.1350388997114	14.7200446242225	26.254868987306	30.650152815285	64.8217955149299	65.9274744008209	31.2484103776927	103.024263409713	54.5061516488038
sus_circREV1_49	3:54832393|54850266	10.5822163857681	-1.76472699748046	0.477871565904441	-3.69288972893891	0.000221720180310813	0.0161360364601762	1.29939820172794	3.92572323087544	7.68543298079579	5.52001673408343	6.30116855695344	4.94357303472339	29.3532658935531	16.0364126920916	12.9303767080108	9.09037618321001	19.3186360274241
sus_circTBC1D5_20	13:4407150|4414280	3.79181368899992	-3.06199905576454	0.892938803133111	-3.42912531633826	0.000605529868903703	0.0287731089430794	1.29939820172794	2.61714882058362	0	0	0	1.48307191041702	9.78442196451772	13.3636772434096	3.23259417700269	3.03012539440334	6.89951286693719
sus_circTMEM106C_2	5:78321047|78322495	2.66041884590033	-3.98914043653549	1.09254439933655	-3.65123874046481	0.000260978496654979	0.0175428472385639	0	0	0	1.84000557802781	0	0	8.561369218953	5.34547089736385	5.38765696167115	6.06025078880667	2.06985386008116
sus_circTMEM237_8	15:105263579|105266463	4.32523547861835	-5.76516777546896	1.0463270381391	-5.50990996631644	3.59017285265783e-08	9.89451638192498e-06	0	0	0	0	0	0	13.4535802012119	10.6909417947277	7.54271974633962	13.1305433757478	2.75980514677488
sus_circTMEM44,LSG1_8	13:131635186|131653366	10.4565877900656	-7.05854462671387	0.916425012801469	-7.70226099038504	1.336794995352e-14	1.84210350359506e-11	0	0	0	0	0	0	23.2380021657296	26.7273544868193	18.3180336696819	21.2108777608234	25.5281976076676
sus_circTRPM7_110	1:121217326|121230821	43.0098609203033	-1.12423741993029	0.323338036595673	-3.4769723715992	0.000507110070366353	0.0254108246169031	7.79638921036762	20.937190564669	32.4496059189156	24.8400753033755	42.0077903796896	38.0655123673701	46.4760043314591	64.1456507683663	68.9620091093908	64.6426750806045	62.7855670891285
sus_circUSP18_2	5:70205042|70206412	2.30721176848934	-4.8699578241495	1.23236870453258	-3.95170520497484	7.75962930634894e-05	0.006898560763967	0	0	0	0	0	0	4.89221098225886	11.581853610955	2.15506278466846	6.06025078880667	0.689951286693719
sus_circVPS36_1	11:15709103|15712263	2.19211391027536	-4.26299083237851	1.16389786995515	-3.66268462416105	0.000249585745869866	0.0171964578904337	0	0	0	0	0	0.494357303472339	9.78442196451772	1.78182363245462	3.23259417700269	6.06025078880667	2.75980514677488
