circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M300_1SF	M300_2SF	M300_3SF	M300_1PF	M300_2PF	M300_3PF	Z300_1SF	Z300_3SF	Z300_1PF	Z300_2PF	Z300_3PF
sus_circNBAS_94	3:122089927|122094251	13.3927906723833	2.65798246450789	0.542080531247107	4.90329814721985	9.42407780592719e-07	0.000399154341620028	13.3710479544523	22.5514129365887	28.4314850504251	13.4304392059956	10.285528745905	41.9513660340021	2.95779177547659	3.03295492321435	6.52853740279233	1.1635213619297	3.61661200543499
sus_circPRC1_9	7:55863609|55864157	4.02421797679023	4.36680905493913	1.0988296625539	3.97405458166262	7.06593594138784e-05	0.0146421894785426	10.505823392784	6.31439562224483	12.3615152393153	6.10474509363436	1.14283652732278	6.62389990010559	0	1.21318196928574	0	0	0
sus_circRBKS_1	3:111323715|111359571	4.56511894619271	5.713927789308	1.11049350131969	5.14539507211674	2.66958385303806e-07	0.000167936917929822	9.5507485388945	11.7267347270261	14.8338182871783	7.32569411236123	4.57134610929113	2.20796663336853	0	0	0	0	0
sus_circZEB1_58	10:42185715|42194913	2.64893585480078	4.92489181410795	1.30423093594769	3.7760887879334	0.000159310222995935	0.0270103241715835	3.8202994155578	6.31439562224483	1.23615152393153	9.76759214981498	7.99985569125947	0	0	0	0	0	0
sus_circZNF185_2	X:123971870|123977816	2.58979568018432	4.92662306351713	1.34499160632627	3.66293963497197	0.000249337312780355	0.037201127066829	7.6405988311156	8.11850865717192	0	6.10474509363436	0	6.62389990010559	0	0	0	0	0
sus_circABCA6_36	12:11253178|11268222	79.7872490103858	-1.88439869822013	0.274221039530664	-6.87182391783402	6.33861668105206e-12	2.36430402203242e-08	41.0682187172464	43.2987128382502	32.1399396222197	32.9656235056256	42.2849515109429	24.2876329670538	111.804529113015	198.961842962862	110.98513584747	101.226358487884	138.636793541675
sus_circABL1_16	1:270899688|270900268	3.23736165451663	-4.73592833426352	1.07101012641005	-4.42192675632116	9.78246205292996e-06	0.00304071528811906	0	0	0	0	1.14283652732278	0	5.32402519585787	12.1318196928574	2.79794460119671	6.98112817157821	7.23322401086998
sus_circARHGEF28_12	2:82982339|82987046	3.01705603689229	-5.1308853041761	1.31948352110819	-3.88855580391548	0.000100842485890309	0.0188071236185426	0	0	0	0	0	0	2.95779177547659	5.45931886178584	1.86529640079781	0	22.9052093677549
sus_circB4GALT6_10	6:115546277|115574834	15.920082817655	-3.31027062179118	0.605147706823908	-5.47018617845385	4.49563072806863e-08	5.58956753856533e-05	4.77537426944725	5.41233910478128	1.23615152393153	2.44189803745374	4.57134610929113	0.73598887778951	57.9727187993412	48.5272787714297	27.0467978115682	13.9622563431564	8.43876134601498
sus_circB4GALT6_9	6:115537831|115574834	4.77463141863317	-5.34374673405146	1.07928324820323	-4.9511995511351	7.37574239711232e-07	0.000393021702017556	0	0.902056517463547	0	0	0	0	16.5636339426689	21.2306844625005	5.59588920239342	5.81760680964851	2.41107467028999
sus_circCARF_13	15:106414678|106437731	10.243055727515	-3.11629798192017	0.580148069187655	-5.37155624129496	7.80600139166462e-08	7.27909629772725e-05	1.9101497077789	1.80411303492709	2.47230304786305	7.32569411236123	1.14283652732278	0	22.4792174936221	14.5581836314289	19.585612208377	22.1069058766643	19.2885973623199
sus_circCARF_22	15:106414678|106465899	5.55157119776734	-3.82277436020609	1.03051316971026	-3.70958321792327	0.00020760071420237	0.0322646109989517	0	0	0	2.44189803745374	0	2.20796663336853	15.9720755875736	15.7713656007146	3.73059280159562	20.9433845147346	0
sus_circCSNK1G3_3	2:127051486|127065981	4.10988931523302	-5.58840239122027	1.01353218891834	-5.51378876006328	3.51190082266687e-08	5.58956753856533e-05	0	0	0	0	0	0	7.69025861623914	6.67250083107158	13.0570748055847	8.14464953350792	9.64429868115997
sus_circCYP2D25,NDUFA6,TCF20_2	5:6519442|6566862	4.13739180695025	-5.57999642028155	1.08493313497041	-5.14317080050626	2.70139814364325e-07	0.000167936917929822	0	0	0	0	0	0	7.69025861623914	4.2461368925001	3.73059280159562	8.14464953350792	21.6996720326099
sus_circFIG4_6	1:75718076|75739270	2.32117712937116	-4.76960677960241	1.17716714048745	-4.05176683544479	5.08323095256924e-05	0.011850282158177	0	0	0	0	0	0	1.77467506528596	5.45931886178584	11.1917784047868	3.49056408578911	3.61661200543499
sus_circHPS5_16	2:40910438|40920659	6.81049098934409	-2.78280187306052	0.641271249271366	-4.33950824432318	1.42801909778233e-05	0.00409731633440621	0	3.60822606985419	3.70845457179458	0	2.28567305464556	1.47197775557902	11.8311671019064	9.70545575428593	10.2591302043879	13.9622563431564	18.0830600271749
