circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M30_1SF	M30_2SF	M30_3SF	M30_2PF	M30_3PF	M30_4PF	Z30_1SF	Z30_2SF	Z30_3SF	Z30_1_PF	Z30_3PF
sus_circCPEB4_6	16:50437615|50446698	11.3016185775293	2.4866490282835	0.588529061298007	4.22519326878977	2.38735798480721e-05	0.00584455076655615	12.9579239823883	14.327355679311	16.5213020036975	29.0873910798197	11.810326618253	24.6123427977874	5.36738047299446	2.92463192544484	0	0	6.70914979312645
sus_circDTL_12	9:131264261|131268491	3.91826664242393	3.43566756676749	1.01905361296533	3.37142965105642	0.000747791343393855	0.0496457405436225	10.964397215867	3.58183891982774	4.72037200105643	9.69579702660658	2.95258165456325	8.04634283773817	0	1.46231596272242	0	0	1.67728744828161
sus_circEDC3_7	7:58850363|58868520	18.3798484211366	1.31569613082281	0.377743393657852	3.4830420674796	0.000495750457215789	0.0431523231314277	34.8867184141224	21.4910335189665	24.7819530055463	21.8155433098648	19.6838776970883	29.3454856435157	7.66768638999209	8.77389577633453	6.636701404207	11.1612067141902	15.9342307586753
sus_circENSSSCG00000017608_5	12:32060088|32067455	54.2336618293061	1.83811488525552	0.315672880866996	5.82284699340384	5.78535168765397e-09	5.66530564013515e-06	42.8608254802075	74.3231575864257	93.2273470208645	96.1499871805153	74.7987352489356	103.182514036878	28.3704396429707	23.3970554035587	11.9460625275726	25.6707754426374	22.6433805518018
sus_circENSSSCG00000039569,ENSSSCG00000034371,ENSSSCG00000031292_2	12:39366927|39391822	226.994056813835	25.6856426975672	3.03775323110224	8.45547374769715	2.77956494770851e-17	1.08875559001742e-13	1261.90244320797	0	906.311424202835	0	328.720757541375	0	0	0	0	0	0
sus_circERBB2_4	12:22606823|22607386	2.36988490856055	4.4740013299928	1.21355205063946	3.68669916353016	0.000227181655673532	0.0240505552776547	2.99029014978192	5.37275837974162	2.36018600052822	0.807983085550548	8.85774496368974	5.67977141487401	0	0	0	0	0
sus_circFAN1_16	1:143941637|143956550	2.0748181997448	4.26143347336768	1.23002620306029	3.4645062542288	0.000531205787541889	0.0440665026153437	0.996763383260641	4.47729864978468	4.72037200105643	7.27184776995494	3.93677553941766	1.4199428537185	0	0	0	0	0
sus_circFANCM_15	1:175376702|175378595	2.30963463791212	4.42455256202559	1.24662854747259	3.5492148571408	0.000386381676069165	0.0351966750037889	4.9838169163032	0	7.08055800158465	5.65588159885384	2.95258165456325	4.73314284572834	0	0	0	0	0
sus_circFBN2_19	2:131354294|131363905	3.36523762091777	4.31663741017448	1.11453920414912	3.87302429031194	0.000107493109631907	0.0150375182295779	7.97410706608512	7.16367783965549	8.26065100184876	1.6159661711011	6.88935719398091	3.78651427658267	0	0	1.3273402808414	0	0
sus_circLEMD3_6	5:29660599|29663091	5.69148352226853	2.92383424789358	0.782383534149765	3.73708561117788	0.000186165550856649	0.0214473665501616	6.97734368282448	8.05913756961242	10.620837002377	15.3516786254604	11.810326618253	3.78651427658267	1.53353727799842	1.46231596272242	1.3273402808414	0	1.67728744828161
sus_circMLLT10_43	10:53169687|53202893	9.47445018993082	2.2798974323143	0.652156444753335	3.4959363671958	0.000472401339841644	0.0420544556399936	9.96763383260641	17.9091945991387	34.2226970076591	8.88781394105603	3.93677553941766	13.7261142526122	0.766768638999209	1.46231596272242	6.636701404207	3.34836201425705	3.35457489656322
sus_circMLLT10_51	10:53197803|53202893	35.2504185430146	1.45574307144075	0.374864047206995	3.88338941087329	0.000103010394286557	0.0149441375711275	36.8802451806437	45.6684462278037	42.4833480095079	54.1348667318867	69.8777658246635	46.8581141727106	5.36738047299446	17.5477915526691	33.183507021035	15.6256893998662	20.1274493793793
sus_circNBAS_94	3:122089927|122094251	15.3027194840991	2.3055825641584	0.478366826889156	4.81969575346961	1.43777316460131e-06	0.000703969685717918	21.9287944317341	17.9091945991387	21.2416740047539	28.2794079942692	36.4151737396134	19.879199952059	6.90091775099288	2.92463192544484	0	4.46448268567607	8.38643724140806
sus_circPICALM_61	9:19883798|19913189	17.1581294282324	3.84332215563252	0.683430101302871	5.62357752212805	1.87042767168866e-08	1.4652930380009e-05	7.97410706608512	31.3410905484928	10.620837002377	54.1348667318867	50.1938881275752	24.1390285132145	0.766768638999209	0	3.9820208425242	2.23224134283803	3.35457489656322
sus_circPPP2R5A_19	9:131042755|131046226	23.0510041196445	1.59362397648109	0.420077735721094	3.79364065497431	0.000148454473894311	0.0197679272556119	25.9158479647767	33.1320100084066	33.042604007395	44.4390697052802	35.430979854759	25.0856570823602	2.30030591699763	19.0101075153915	15.9280833700968	6.6967240285141	12.5796558621121
sus_circRBKS_1	3:111323715|111359571	2.89998209823612	4.74503837886773	1.3873204085365	3.42029018651381	0.000625543688790019	0.0455207550286978	0	9.85005702952629	7.08055800158465	8.07983085550548	6.88935719398091	0	0	0	0	0	0
sus_circREXO2_16	9:42004715|42018171	2.2605457043074	4.38214970938047	1.15914105159459	3.78051463482557	0.000156504518966007	0.0197751032512854	6.97734368282448	2.68637918987081	4.72037200105643	3.23193234220219	3.93677553941766	3.31319999200984	0	0	0	0	0
sus_circRFC1_43	8:30613554|30621379	27.3242131942823	1.27133893240154	0.352771419324562	3.60386035477513	0.000313525550879219	0.0300135752516819	43.8575888634682	31.3410905484928	41.3032550092438	37.1672219353252	36.4151737396134	35.0252570583897	12.2682982239873	8.77389577633453	11.9460625275726	12.2773273856092	30.191174069069
sus_circSAMHD1_29	17:40144101|40145366	2.78023611882803	4.07596629711239	1.11529933875495	3.65459402285896	0.000257589253599937	0.0258712078551526	3.98705353304256	3.58183891982774	4.72037200105643	4.84789851330329	3.93677553941766	8.04634283773817	0	1.46231596272242	0	0	0
sus_circSLC25A3,SNORA53_6	5:85285642|85286475	34.005465846707	2.91425548107537	0.858141053017596	3.39600986437787	0.000683758953367553	0.0478264967917983	103.663391859107	13.431895949354	101.487998022713	8.88781394105603	92.5142251763151	16.0926856754763	3.83384319499604	23.3970554035587	2.6546805616828	5.58060335709508	2.51593117242242
sus_circTDRD3_2	11:33313986|33336182	7.54435965608309	2.55177815628817	0.651539550047104	3.91653608150677	8.98303764572518e-05	0.0139489783275068	13.954687365649	10.7455167594832	11.8009300026411	13.7357124543593	13.7787143879618	8.99297140688384	0.766768638999209	0	0	6.6967240285141	2.51593117242242
sus_circTIMELESS_1	5:21766745|21767220	2.68681507448416	4.67356568582643	1.34420165108011	3.47683376379658	0.000507372290628348	0.0432038535302443	4.9838169163032	7.16367783965549	0	8.88781394105603	0	8.51965712231101	0	0	0	0	0
sus_circTOP2B_58	13:12556296|12562815	4.19611819291882	4.66641420941315	1.11024364781354	4.20305418419009	2.63337520305161e-05	0.00606760627667834	6.97734368282448	13.431895949354	8.26065100184876	8.88781394105603	0.984193884854416	6.15308569944684	0	1.46231596272242	0	0	0
sus_circTOP2B_59	13:12556296|12562830	5.99458241545284	3.26961492802897	0.793942480009195	4.11820126817134	3.81841140232892e-05	0.00787195655943283	9.96763383260641	9.85005702952629	10.620837002377	13.7357124543593	5.9051633091265	10.4129142606023	0	0	2.6546805616828	1.11612067141902	1.67728744828161
sus_circUBR3_4	15:76166995|76177857	33.3221580115423	1.12966463767258	0.330850843521373	3.41442272188011	0.000639173226085876	0.0455207550286978	41.8640620969469	47.4593656877176	49.5639060110925	33.935289593123	55.1148575518473	39.2850856195452	24.5365964479747	8.77389577633453	25.2194653359866	12.2773273856092	28.5138866207874
sus_circWASHC4_65	5:79458763|79460620	19.1951369136888	2.30867195951363	0.617550366379502	3.73843508999699	0.000185169286711586	0.0214473665501616	58.8090396123778	3.58183891982774	43.663441009772	42.0151204486285	8.85774496368974	23.6657142286417	7.66768638999209	8.77389577633453	7.96404168504841	1.11612067141902	5.03186234484483
sus_circYAF2_16	5:73473989|73481454	10.0641749526376	2.15029438530562	0.574547468822185	3.74258786608823	0.000182134815281982	0.0214473665501616	12.9579239823883	10.7455167594832	11.8009300026411	25.8554587376175	20.6680715819427	11.359542829748	0.766768638999209	1.46231596272242	5.3093611233656	2.23224134283803	7.54779351726725
sus_circABCA6_36	12:11253178|11268222	72.3369373817211	-2.59112391871167	0.334208813325879	-7.75300894349882	8.97402953335152e-15	1.7575636841069e-11	17.9417408986915	16.1182751392248	27.1421390060745	29.8953741653703	35.430979854759	7.57302855316534	147.986347326847	131.608436645018	135.388708645823	118.308791170416	128.312489793543
sus_circASAP2_12	3:126954299|126961596	4.96196246866345	-3.82219612462103	0.88899263559406	-4.29946882750822	1.71207954002959e-05	0.00447081037219727	0	0.895459729956936	0	2.42394925665165	0.984193884854416	0	9.96799230698971	20.4724234781139	5.3093611233656	4.46448268567607	10.0637246896897
sus_circBIRC6_245	3:107207592|107229406	2.10087725289494	-4.88565202726256	1.24977250379482	-3.90923309036462	9.25895931874332e-05	0.0139489783275068	0	0	0	0	0	0	3.06707455599683	0	6.636701404207	6.6967240285141	6.70914979312645
sus_circCEP295_1	9:26108248|26112646	3.33577906957207	-5.52734811329999	1.05004946457654	-5.26389308291207	1.41036488952547e-07	9.20733212045212e-05	0	0	0	0	0	0	5.36738047299446	8.77389577633453	6.636701404207	10.0450860427711	5.87050606898564
sus_circDCUN1D4_6	8:39008497|39032833	6.27773021997165	-6.46458974210188	1.01515461613018	-6.36808387548411	1.91404245884592e-10	2.49910143709982e-07	0	0	0	0	0	0	16.8689100579826	14.6231596272242	2.6546805616828	18.9740514141233	15.9342307586753
sus_circENSSSCG00000003935,ENSSSCG00000007001_1	17:169913|184314	3.12737649586321	-3.60600931129562	1.04490977563495	-3.45102457205397	0.000558462721848496	0.0440665026153437	0	1.79091945991387	0	0	0	0.946628569145668	6.13414911199367	5.84926385088969	2.6546805616828	14.5095687284472	2.51593117242242
sus_circENSSSCG00000031169_37	6:44131596|44138702	4.91777968572695	-3.14274442751686	0.786562537433729	-3.99554298348674	6.45461443415667e-05	0.0108954865751357	0	0.895459729956936	0	0	3.93677553941766	1.4199428537185	6.90091775099288	16.0854755899466	5.3093611233656	11.1612067141902	8.38643724140806
sus_circENSSSCG00000046495_8	14:54538644|54541433	4.14125900671788	-2.58529529355547	0.766798919799816	-3.37154269104917	0.0007474845280425	0.0496457405436225	1.99352676652128	1.79091945991387	0	0	2.95258165456325	0.946628569145668	10.7347609459889	10.2362117390569	7.96404168504841	5.58060335709508	3.35457489656322
sus_circFARP1_43	11:67409533|67411878	2.86948440903592	-3.9244849219591	1.14397711518287	-3.4305624385954	0.000602331333488667	0.0455207550286978	0	0	1.18009300026411	0	0	0.946628569145668	7.66768638999209	1.46231596272242	1.3273402808414	15.6256893998662	3.35457489656322
sus_circFRMD3_17	10:31658426|31666145	2.79138365986986	-4.79100419172094	1.17605587587347	-4.07378959623206	4.62542723675354e-05	0.00862752308874457	0	0	0	0	0	0.473314284572834	0.766768638999209	2.92463192544484	5.3093611233656	7.81284469993311	13.4182995862529
sus_circHIPK2_1	18:10004185|10005271	14.0527911919798	-1.53291876508055	0.44444299566733	-3.44907846455962	0.000562503224602294	0.0440665026153437	4.9838169163032	8.05913756961242	7.08055800158465	9.69579702660658	9.84193884854416	5.67977141487401	14.568604140985	21.9347394408363	13.273402808414	43.5287061853416	15.9342307586753
sus_circIPMK_3	14:92396506|92409653	9.54019052826772	-2.6228047471463	0.522960003267212	-5.01530658321904	5.29489665283737e-07	0.000296287288416628	3.98705353304256	0	1.18009300026411	4.03991542775274	2.95258165456325	4.2598285611555	18.402447335981	20.4724234781139	11.9460625275726	20.0901720855423	17.6115182069569
sus_circKIFAP3_33	4:80977923|81047314	5.01765380832277	-3.51113953198177	1.01496437754196	-3.45937218061293	0.000541436189175849	0.0440665026153437	0	1.79091945991387	0	2.42394925665165	0.984193884854416	0	3.06707455599683	20.4724234781139	11.9460625275726	14.5095687284472	0
sus_circNCOA2_27	4:65209101|65219019	1.94197068349654	-4.79294069165079	1.26504200921486	-3.78876010182896	0.000151401025700372	0.0197679272556119	0	0	0	0	0	0	5.36738047299446	0	3.9820208425242	4.46448268567607	7.54779351726725
sus_circPCMTD1_19	4:78124832|78125262	8.00549071890751	-2.64921134683161	0.660560304836985	-4.01055184126662	6.0576997408177e-05	0.0107854590385377	3.98705353304256	0	0	2.42394925665165	3.93677553941766	3.31319999200984	15.3353727799842	10.2362117390569	33.183507021035	5.58060335709508	10.0637246896897
sus_circPHLDB2_25	13:147814768|147839301	10.2936589487509	-1.9185219060064	0.538674393640826	-3.5615613599885	0.000368655925572674	0.0343815538206705	6.97734368282448	0.895459729956936	4.72037200105643	8.07983085550548	3.93677553941766	2.839885707437	13.8018355019858	24.8593713662812	6.636701404207	27.9030167854754	12.5796558621121
sus_circRXRA_2	1:273771031|273777030	2.98798460173359	-5.39478128168853	1.20317037819741	-4.48380493689595	7.33236946450885e-06	0.00261099010840738	0	0	0	0	0	0	6.90091775099288	0	5.3093611233656	15.6256893998662	5.03186234484483
sus_circSETBP1_13	1:94557868|94561324	19.9649163839357	-1.50047929365816	0.410526540526595	-3.65501166315204	0.000257170286404349	0.0258712078551526	12.9579239823883	10.7455167594832	15.3412090034334	6.46386468440439	10.8261327333986	8.99297140688384	22.2362905309771	46.7941108071175	41.1475487060834	32.3674994711515	11.7410121379713
sus_circSNORA50A,CNOT1,SNORA50A_6	6:20298796|20321216	2.18089195595009	-4.34501542656678	1.17153709839538	-3.70881590733918	0.000208230749089745	0.0226566623384592	0	0	1.18009300026411	0	0	0	1.53353727799842	5.84926385088969	3.9820208425242	8.92896537135213	2.51593117242242
sus_circTM2D1_3	6:150621760|150649637	4.62766992074156	-2.68225801339866	0.785237505151456	-3.41585570709757	0.000635819282831357	0.0455207550286978	1.99352676652128	0	2.36018600052822	0	1.96838776970883	1.89325713829134	13.0350668629865	4.38694788816726	2.6546805616828	16.7418100712852	5.87050606898564
sus_circTNRC6A_33	AEMK02000510.1:631357|631791	15.1486251499393	-2.43391359399333	0.551250756360311	-4.41525669744834	1.00890196957095e-05	0.00303989924216109	4.9838169163032	4.47729864978468	11.8009300026411	4.03991542775274	4.92096942427208	1.4199428537185	54.4405733689438	32.1709511798933	14.6007430892554	24.5546547712184	9.22508096554886
