circ_name	circ_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Z300_1SF	Z300_3SF	Z300_1PF	Z300_2PF	Z300_3PF	Y300_1SF	Y300_2SF	Y300_3SF	Y300_1PF	Y300_2PF	Y300_3PF
sus_circECH1,HNRNPL_1	6:47637796|47638219	13.4919024535971	1.51586079269633	0.450217558035054	3.36695174509011	0.000760039863398176	0.0487906109711323	25.0094086420523	21.0848931798223	32.1810796787768	14.1300835420134	9.56750505624488	7.82740848910253	14.9095903745939	6.52471594130203	7.27826256829179	5.09897727265391	4.79900224471408
sus_circECPAS_45	1:252271582|252280307	24.6869110264209	1.7780928508694	0.34645824369101	5.13219957454728	2.86375604127895e-07	0.000128686782836744	42.5835876878188	34.6880500700302	46.1262142062468	35.9674853796704	42.3703795347988	8.53899107902094	6.38982444625452	21.7490531376734	9.70435009105572	13.840081168632	9.59800448942816
sus_circENSSSCG00000005095_23	1:190436626|190438877	1.93025518654693	4.06071080986557	1.1843386750663	3.42867365168012	0.000606538377801124	0.0440899882569258	3.37964981649355	3.40078922255198	4.29081062383691	7.70731829564366	1.36678643660641	0	0	1.08745265688367	0	0	0
sus_circENSSSCG00000031169_36	6:44131596|44136685	17.7010668515787	2.52388993887661	0.483596899900644	5.21899528180423	1.79896345582294e-07	8.8922763621328e-05	31.7687082750394	34.6880500700302	32.1810796787768	43.6748036753141	19.1350101124898	4.98107812942888	4.25988296416968	7.6121685981857	0	10.9263798699727	5.48457399395895
sus_circENSSSCG00000036428_6	3:28903672|28904794	52.9691942175996	1.18521597881114	0.322957945297493	3.66987713437233	0.000242667078064331	0.0235826740532691	60.1577667335852	82.9792570302684	67.5802673254314	51.3821219709578	117.543633548151	19.9243125177155	48.9886540879513	23.9239584514408	42.0521837279081	39.3349675319016	28.7940134682845
sus_circENSSSCG00000037775_3	AEMK02000452.1:3658935|3676900	3.22589767409322	5.35027424920615	1.34925687763615	3.96534888047386	7.32886727803931e-05	0.0113208096735463	10.1389494494807	0	1.07270265595923	5.13821219709578	19.1350101124898	0	0	0	0	0	0
sus_circENSSSCG00000038376_8	13:14841306|14877553	2.6391326127721	5.04472114408641	1.12417823464657	4.48747448457085	7.20724405239078e-06	0.0016964479690937	2.70371985319484	4.76110491157278	4.29081062383691	7.70731829564366	9.56750505624488	0	0	0	0	0	0
sus_circENSSSCG00000042710_2	4:89111117|89111486	51.5197631576364	1.55063608358831	0.354326358012694	4.37629334798953	1.20714529717416e-05	0.00238676768157275	89.8986851187285	65.2951530729981	102.979454972086	82.2113951535324	60.1386032106821	35.5791294959206	38.3389466775271	20.6616004807898	16.9826126593475	42.9770941552258	11.6547197371628
sus_circFAM13B_26	2:140004656|140008718	2.00114037902968	4.63403202841716	1.22069316163387	3.79623002246903	0.000146913192425351	0.0190559170024277	1.35185992659742	2.04047353353119	5.36351327979614	6.42276524636972	6.83393218303206	0	0	0	0	0	0
sus_circHERC6_2	8:130598412|130600711	7.6291878219806	2.77756128712451	0.685642479103119	4.05103442651016	5.09917036248119e-05	0.00840173303391485	7.43522959628582	13.6031568902079	13.94513452747	33.3983792811225	4.10035930981924	1.42316517983682	0	1.08745265688367	4.04347920460655	1.45685064932969	3.42785874622434
sus_circHERC6_9	8:130602052|130603903	3.24836846664055	4.83462473826756	1.27267927968102	3.79877697032931	0.000145411869190108	0.0190559170024277	6.08336966968839	1.36031568902079	5.36351327979614	21.8374018376571	0	0	0	1.08745265688367	0	0	0
sus_circISOC1_1	2:131867333|131869501	4.27399388780243	3.78761048523389	0.894209751068525	4.23570698117296	2.27833724373069e-05	0.00417104481324475	8.78708952288324	7.48173628961436	6.43621593575537	14.1300835420134	5.46714574642565	0	2.12994148208484	1.08745265688367	0.80869584092131	0	0.685571749244869
sus_circNARS1_12	1:106923369|106926988	2.30263319964003	4.86260304370895	1.40007764066136	3.4730952787818	0.000514492674346709	0.0403672585602505	4.73150974309097	0.680157844510397	3.21810796787768	16.6991896405613	0	0	0	0	0	0	0
sus_circPRMT3_19	2:38993497|39012138	1.76254181017767	4.51357385648896	1.22895130190372	3.67270358841491	0.000239997809313839	0.0235826740532691	6.08336966968839	2.72063137804159	5.36351327979614	3.85365914782183	1.36678643660641	0	0	0	0	0	0
sus_circPTP4A1_6	1:45173527|45175282	2.68192404909592	4.02733234968077	1.18062284123893	3.41119298137122	0.000646792961405502	0.0453596943442865	4.05557977979226	2.72063137804159	1.07270265595923	3.85365914782183	16.4014372392769	0.711582589918412	0	0	0	0	0.685571749244869
sus_circSWT1_62	9:126407565|126438047	18.7560747094026	2.41296205863171	0.664979144140326	3.6286281756267	0.000284931274670209	0.0270849094364393	37.8520779447278	4.76110491157278	74.0164832611867	44.959356724588	5.46714574642565	4.98107812942888	12.779648892509	6.52471594130203	3.23478336368524	1.45685064932969	10.283576238673
sus_circTMEM87A_3	1:129106542|129114618	7.16310753143446	4.73621902350456	0.895903584796351	5.28652759502147	1.24660018487097e-07	7.70243089227154e-05	25.0094086420523	16.3237882682495	9.65432390363305	14.1300835420134	10.9342914928513	0	0	0	0	0	2.74228699697947
sus_circTRMT11_9	1:36964151|36994867	5.77686379171875	3.21385372415471	0.84843514953149	3.78797805103834	0.000151878262987754	0.0190559170024277	13.5185992659742	2.72063137804159	4.29081062383691	24.4065079362049	12.3010779294577	1.42316517983682	0	0	0	1.45685064932969	3.42785874622434
sus_circTTC13_2	14:59432075|59439450	25.9740618592612	1.32737606821272	0.361413380901227	3.67273636881609	0.000239967014117406	0.0235826740532691	31.0927783117407	48.9713648047486	30.0356743668584	20.5528487883831	62.872176083895	12.8084866185314	14.9095903745939	15.2243371963714	16.9826126593475	12.3832305193024	19.8815807281012
sus_circUSP18_2	5:70205042|70206412	3.38213023209843	3.86536347876838	1.069345990509	3.61469862240612	0.000300697211364377	0.0280442701089456	6.7592996329871	9.52220982314555	1.07270265595923	12.8455304927394	4.10035930981924	0	0	2.17490531376734	0	0.728425324664844	0
sus_circACAP2_22	13:132321056|132337788	36.387176742189	-1.3392191529421	0.374416752864959	-3.57681418551567	0.000347807221210344	0.0301615981481181	18.9260389723639	19.7245774908015	9.65432390363305	25.6910609854789	24.6021558589154	36.290712085839	83.0677178013088	29.3612217358591	74.4000173647605	41.5202435058961	37.0208744592229
sus_circADGRA3_68	8:16728875|16755944	6.88943454544551	-2.35684024829803	0.689197133675716	-3.41968956795891	0.000626926340904531	0.0449115493201609	6.08336966968839	2.04047353353119	0	0	1.36678643660641	10.6737388487762	6.38982444625452	18.4866951670224	9.70435009105572	8.01267857131329	13.0258632356525
sus_circAKAP9_128	9:72021889|72022965	2.88724207481619	-4.74980535454687	1.28833326285599	-3.68678314182267	0.000227106730336642	0.0235826740532691	0	0	0	0	0	2.13474776975524	19.1694733387636	4.34981062753469	3.23478336368524	2.18527597399453	0.685571749244869
sus_circARHGAP12_43	10:42497973|42510787	10.5849641774339	-2.74368091964605	0.706323249915749	-3.88445505648202	0.000102559661472457	0.0153621941411623	4.73150974309097	0	5.36351327979614	1.28455304927394	1.36678643660641	2.84633035967365	17.0395318566787	16.3117898532551	12.1304376138196	32.0507142852531	23.3094394743255
sus_circATRX_77	X:61720719|61728597	2.80195874923362	-4.81994828202052	1.20563076958255	-3.99786435750094	6.3916558813838e-05	0.0101915983940904	0	0	0	0	0	8.53899107902094	6.38982444625452	8.69962125506938	0.80869584092131	3.64212662332422	2.74228699697947
sus_circCLIP1_41	14:30413534|30417971	5.46740079357315	-5.73486478991461	1.16727782650918	-4.91302469701247	8.96819750331495e-07	0.000277061251618036	0	0	0	0	0	4.98107812942888	27.6892392671029	6.52471594130203	13.7478292956623	5.82740259731875	1.37114349848974
sus_circCOG3_34	11:21789455|21805764	13.1318894717432	-4.75133355958623	0.932906429361795	-5.09304407177968	3.52359749245178e-07	0.000133978018501455	3.37964981649355	0	0	0	0	17.0779821580419	61.7683029804604	30.4486743927428	15.3652209775049	10.9263798699727	5.48457399395895
sus_circCREB5_7	18:44166842|44186515	4.40067759356938	-5.51729636366687	1.14011967007291	-4.83922566068354	1.30345980380587e-06	0.000357944545011801	0	0	0	0	0	3.55791294959206	4.25988296416968	10.8745265688367	3.23478336368524	18.9390584412859	7.54128924169355
sus_circDARS2_1	9:116111679|116120575	1.79891864926309	-4.18585672721734	1.22781174750028	-3.40920074737791	0.000651535160518783	0.0453596943442865	0	0	0	0	0	4.26949553951047	4.25988296416968	3.26235797065102	2.42608752276393	1.45685064932969	4.11343049546921
sus_circDCP2_10	2:116750435|116783960	8.00683833242727	-2.72625137982368	0.631502033783171	-4.31709041931566	1.58099406219548e-05	0.00300571294208934	1.35185992659742	4.08094706706238	2.14540531191846	1.28455304927394	0	9.25057366893935	19.1694733387636	10.8745265688367	8.89565425013441	14.5685064932969	16.4537219818768
sus_circDEK_24	7:13927362|13929874	14.4588813545713	-2.34022736080791	0.666741343294051	-3.50994787460752	0.000448194546336812	0.0365245310298031	2.70371985319484	12.9229990456975	2.14540531191846	2.56910609854789	1.36678643660641	26.3285558269812	2.12994148208484	11.9619792257204	45.2869670915934	15.2969318179617	36.335302709978
sus_circDIAPH2_5	X:78666470|78695812	3.30969887298418	-5.0439332599298	1.13741256331745	-4.434567915461	9.2257133577465e-06	0.00198272613597135	0	0	0	0	0	5.6926607193473	10.6497074104242	4.34981062753469	1.61739168184262	6.5558279219836	7.54128924169355
sus_circEEA1_8	5:90201147|90213304	2.32576759781972	-4.64451787976594	1.24206136835243	-3.73936264190135	0.000184487422331959	0.0212074727578343	0	0	0	0	0	7.11582589918412	0	2.17490531376734	4.85217504552786	8.01267857131329	3.42785874622434
sus_circENSSSCG00000002266_135	7:86081593|86087677	32.3947293452673	-1.09511993973377	0.322808100375243	-3.39247973784043	0.00069263054500624	0.0468996271776143	19.6019689356626	17.6841039572703	16.0905398393884	30.8292731825747	17.7682236758834	39.1370424455127	23.4293563029332	35.8859376771612	52.5652296598852	55.3603246745282	47.9900224471408
sus_circENSSSCG00000020808_3	3:16850859|16851571	2.90514615198507	-4.26785960218029	1.20275684456349	-3.54839768442907	0.000387582546275764	0.0324715343430695	0.67592996329871	0	0	0	0	7.11582589918412	8.51976592833936	1.08745265688367	1.61739168184262	10.1979545453078	2.74228699697947
sus_circENSSSCG00000041410_2	7:23022971|23023608	9.09646712006143	-5.32621679420908	1.01394489487275	-5.25296475295882	1.49670187439129e-07	8.22021929457351e-05	0	0	0	2.56910609854789	0	17.7895647479603	21.2994148208484	16.3117898532551	23.452179386718	13.840081168632	4.79900224471408
sus_circENSSSCG00000041410_4	7:23022971|23026682	3.83258777835337	-5.23755371592497	1.18065206406193	-4.43615344041801	9.15805813560733e-06	0.00198272613597135	0	0	0	0	0	5.6926607193473	12.779648892509	13.0494318826041	4.85217504552786	5.09897727265391	0.685571749244869
sus_circENSSSCG00000043604_6	X:59556112|59571888	11.7671487752316	-6.35934148103213	1.07397322328506	-5.92132219235433	3.19363476138026e-09	5.26204554183421e-06	0	0	1.07270265595923	0	0	37.7138772656758	0	18.4866951670224	24.2608752276393	21.8527597399453	26.051726471305
sus_circETFA_15	7:56509179|56519340	5.62255470765597	-2.34061634280014	0.667138184872799	-3.50844307202475	0.000450737688209183	0.0365245310298031	2.70371985319484	2.72063137804159	0	1.28455304927394	1.36678643660641	11.3853214386946	8.51976592833936	9.78707391195305	6.46956672737048	8.01267857131329	9.59800448942816
sus_circFAM13A_16	8:130257256|130264004	10.1079758560902	-1.88524393833917	0.545030184013622	-3.4589716196196	0.000542242037007512	0.0412354213681251	8.78708952288324	2.72063137804159	4.29081062383691	2.56910609854789	1.36678643660641	25.6169732370628	8.51976592833936	17.3992425101388	15.3652209775049	9.46952922064297	15.0825784833871
sus_circHEBP1_1	5:59503417|59504763	2.66352742082438	-4.76092079953694	1.17498116220656	-4.05191244989508	5.08006757920231e-05	0.00840173303391485	0	0	0	0	0	1.42316517983682	4.25988296416968	8.69962125506938	5.66087088644917	5.82740259731875	3.42785874622434
sus_circHMMR,U6_3	16:60293074|60314538	4.1622103998963	-4.11597991626561	1.11589359946241	-3.68850571259529	0.000225574962398497	0.0235826740532691	0	0.680157844510397	0	1.28455304927394	0	3.55791294959206	19.1694733387636	2.17490531376734	3.23478336368524	10.1979545453078	5.48457399395895
sus_circHMMR_12	16:60300324|60314538	2.03679212843062	-4.38614909410012	1.21973351325879	-3.59598965382327	0.000323160643375584	0.0292641740721917	0	0	0	0	0	1.42316517983682	4.25988296416968	2.17490531376734	3.23478336368524	5.82740259731875	5.48457399395895
sus_circHSPBAP1_18	13:137806868|137808141	8.99132504402642	-3.99611363945374	0.787425212776155	-5.07491197210335	3.87675431318914e-07	0.000136877118357814	0	0.680157844510397	0	5.13821219709578	0	14.2316517983682	12.779648892509	21.7490531376734	9.70435009105572	17.4822077919563	17.1392937311217
sus_circLGR4_9	2:32949754|32963491	5.0866994141062	-5.11049631753145	1.05565210670444	-4.84108001592072	1.29135357952001e-06	0.000357944545011801	0	0	0	1.28455304927394	0	5.6926607193473	6.38982444625452	10.8745265688367	12.1304376138196	6.5558279219836	13.0258632356525
sus_circLRRIQ3_6	6:138964559|138981411	23.3838863227282	-2.39736283142711	0.430341911467428	-5.57083279026278	2.53524556259115e-08	2.50634376317761e-05	8.11115955958453	4.76110491157278	13.94513452747	5.13821219709578	2.73357287321282	42.6949553951047	42.5988296416968	30.4486743927428	36.391312841459	19.6674837659508	50.7323094441203
sus_circLUC7L2_23	18:10283699|10300806	8.39256298839633	-2.75384159186949	0.79802601154775	-3.45081683055479	0.000558892741804524	0.0418576791324207	4.05557977979226	2.04047353353119	1.07270265595923	1.28455304927394	1.36678643660641	17.7895647479603	0	22.8365057945571	17.7913085002688	1.45685064932969	22.6238677250807
sus_circMRS2_13	7:19265492|19273195	13.1096890745829	-2.23656386754222	0.584415304266629	-3.8270111190001	0.000129708657862965	0.0178097193282399	3.37964981649355	6.80157844510397	1.07270265595923	2.56910609854789	8.20071861963847	41.2717902152679	8.51976592833936	10.8745265688367	33.965225318695	13.840081168632	13.7114349848974
sus_circNBAS_94	3:122089927|122094251	12.0866862156422	-2.29294176231653	0.613126672586748	-3.73975210154002	0.00018420182594585	0.0212074727578343	3.37964981649355	3.40078922255198	7.5089185917146	1.28455304927394	4.10035930981924	18.5011473378787	0	33.7110323633938	30.7304419550098	14.5685064932969	15.768150232632
sus_circNEK5_13	11:15829857|15840297	3.437588848945	-4.59438841192701	1.18716911912878	-3.87003699632843	0.000108818838400242	0.0157045294324707	0	0.680157844510397	0	0	0	10.6737388487762	0	5.43726328441836	2.42608752276393	13.1116558439672	5.48457399395895
sus_circPDCD4_14	14:121316588|121320413	70.6707374371738	-1.11734133961881	0.331589490346441	-3.36965245325302	0.000752630447752594	0.0487906109711323	51.370677210702	40.1293128261134	46.1262142062468	46.243909773862	32.8028744785539	183.58830819895	48.9886540879513	79.3840439525081	81.6782799330523	77.9415097391383	89.1243274018329
sus_circPKD2_11	8:131006241|131011078	6.52321608141568	-6.05639423903828	1.04745984811438	-5.78198224012206	7.38255034096287e-09	9.12298658384487e-06	0	0	0	0	0	13.5200692084498	10.6497074104242	20.6616004807898	10.513045931977	10.9263798699727	5.48457399395895
sus_circRAB6A_20	9:8147104|8161582	11.9846519393895	-1.8227159921133	0.491760578198462	-3.7065109992971	0.000210134114117803	0.0230820650240956	8.11115955958453	3.40078922255198	1.07270265595923	3.85365914782183	8.20071861963847	14.2316517983682	25.5592977850181	16.3117898532551	23.452179386718	15.2969318179617	12.3402914864076
sus_circRSC1A1_20	6:74829110|74832543	9.24586886961988	-1.83551505406129	0.510714000996677	-3.59401749409497	0.000325617959532782	0.0292641740721917	3.37964981649355	4.08094706706238	5.36351327979614	5.13821219709578	1.36678643660641	15.6548169782051	12.779648892509	8.69962125506938	13.7478292956623	10.9263798699727	20.5671524773461
sus_circRUFY1_27	2:78994801|78999927	2.97555320752633	-4.36251820867043	1.17495914033551	-3.71291056761746	0.000204889303188728	0.0230174505832246	0	0	0	1.28455304927394	0	8.53899107902094	0	3.26235797065102	9.70435009105572	5.82740259731875	4.11343049546921
sus_circSLC22A23_8	7:2091526|2096730	3.18702800266884	-4.46096456381028	1.29661383257271	-3.44047275429643	0.000580698899533325	0.0428417113491526	0	0	1.07270265595923	0	0	3.55791294959206	0	0	12.1304376138196	8.01267857131329	10.283576238673
sus_circSLC5A10_24	12:60361138|60376568	8.10361771975573	-6.38562245556155	1.01848143798377	-6.26974848771204	3.61631757463038e-10	8.93772888569899e-07	0	0	0	0	0	17.7895647479603	12.779648892509	17.3992425101388	7.27826256829179	16.7537824672914	17.1392937311217
sus_circSLC5A10_25	12:60361138|60376920	14.4164490752455	-3.04913379066497	0.603740406322124	-5.05040537081116	4.4087347228864e-07	0.000145282504901517	4.73150974309097	0	3.21810796787768	3.85365914782183	2.73357287321282	37.7138772656758	44.7287711237816	16.3117898532551	12.939133454741	13.840081168632	18.5104372296115
sus_circSTK17A_7	18:51340815|51349397	29.5683422301448	-1.46264020119882	0.421875588495752	-3.46699415914071	0.000526313326418416	0.0406494808200974	12.1667393393768	8.16189413412476	16.0905398393884	17.9837426898352	23.235369422309	25.6169732370628	25.5592977850181	19.5741478239061	53.3739255008065	71.3856818171547	52.10345294261
sus_circTMEM44,LSG1_8	13:131635186|131653366	26.1560851931931	-8.04603270827587	1.04391160082865	-7.70758050958434	1.28225415386741e-14	6.33818228256663e-11	0	0	0	0	0	9.96215625885777	93.717425211733	73.9467806680897	36.391312841459	40.7918181812313	32.9074439637537
sus_circUHRF1BP1L_72	5:84007999|84034579	2.70425933699741	-4.13687259110834	1.15524426083503	-3.58095056721435	0.000342346427035296	0.0301615981481181	0	0.680157844510397	0	0	0	4.26949553951047	8.51976592833936	3.26235797065102	1.61739168184262	7.28425324664844	4.11343049546921
sus_circURI1_2	6:40073252|40106140	2.19536005978177	-4.49734893251847	1.18845509980495	-3.78419759674268	0.000154205276167734	0.0190559170024277	0	0	0	0	0	2.84633035967365	4.25988296416968	2.17490531376734	6.46956672737048	2.91370129865938	5.48457399395895
sus_circVPS36_1	11:15709103|15712263	6.07333299391749	-3.7172463084871	0.894172754951157	-4.15719030568109	3.22185595445749e-05	0.00568772642245834	0.67592996329871	0	1.07270265595923	0	2.73357287321282	2.84633035967365	14.9095903745939	10.8745265688367	10.513045931977	9.46952922064297	13.7114349848974
sus_circZC3H6_23	3:44102881|44122061	29.7078113511098	-1.73830830174633	0.371222907221367	-4.68265365076123	2.83184770367638e-06	0.000699891159963618	18.9260389723639	12.9229990456975	5.36351327979614	12.8455304927394	13.6678643660641	35.5791294959206	66.02818594463	45.6730115891142	25.0695710685606	50.2613474018742	40.4487332054472
sus_circZC3H6_26	3:44105997|44122061	4.38279739606469	-2.68240040899635	0.793173491134028	-3.38185836891905	0.000719972544524166	0.047450990501106	2.02778988989613	0.680157844510397	1.07270265595923	0	1.36678643660641	6.40424330926571	10.6497074104242	5.43726328441836	5.66087088644917	8.74110389597813	6.17014574320382
