circ_id	circ_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Y300_1SF	Y300_2SF	Y300_3SF	Y300_1PF	Y300_2PF	Y300_3PF	Y30_1SF	Y30_2SF	Y30_3SF	Y30_1PF	Y30_2PF
13:173763340|173770537	sus_circGBE1_16	12.7779484888299	3.23764201644362	0.728166492167447	4.44629360355008	8.73645251678785e-06	0.00185103587699443	6.72924945058246	11.3863557506291	36.931567330418	27.8407595037446	18.8727637493618	28.0676529962086	0	0	0	5.82445036679055	4.90463422939426
13:95702963|95703536	sus_circENSSSCG00000025316_12	20.3942761230259	1.57666844888855	0.394808151360056	3.99350531000224	6.51036200452949e-05	0.00792613987461944	27.4346323754516	48.7986675026962	30.2167369067056	27.8407595037446	22.2032514698374	20.0483235687204	11.8772806674388	10.2004661414758	6.19004836236084	8.73667555018583	10.7901953046674
14:9478895|9498411	sus_circKCTD9_13	25.4051426500086	1.61220209768121	0.403839297340671	3.99218725938201	6.5466642032255e-05	0.00792613987461944	22.2582866442343	39.038934002157	23.5019064829933	45.9977765714041	46.6268280866585	41.0990633158768	20.3610525727523	15.3006992122137	7.73756045295104	11.6489007335811	5.88556107527311
14:9497312|9498411	sus_circKCTD9_20	27.8913718144133	1.63122436112327	0.394688635293291	4.13293977900101	3.5815259060684e-05	0.00505890534232162	20.1877483517474	37.4123117520671	46.1644591630225	50.8396477894466	51.6225596673719	34.5833581560427	23.7545613348776	14.0256409445292	7.73756045295104	11.6489007335811	8.82834161290967
2:70501959|70505522	sus_circ2:70501959|70505522	24.9962098436895	2.00231963410597	0.440366554129405	4.54693848869725	5.44318980222506e-06	0.00153770111912858	19.6701137786257	42.2921785023367	36.931567330418	42.3663731578722	49.9573158071341	37.0893986021327	13.5740350485015	14.0256409445292	0	7.28056295848819	11.7711221505462
3:44102881|44122061	sus_circZC3H6_23	22.5620427583256	1.68254726481697	0.396027499051432	4.24856170050569	2.1514739282262e-05	0.00331522573485764	25.8817286560864	50.4252897527861	35.2528597244899	18.7622509699148	38.3006087854694	29.5712772638626	6.78701752425075	12.7505826768448	12.3800967247217	7.28056295848819	10.7901953046674
3:78952890|78971884	sus_circEHBP1_10	75.401958842085	2.21176687971065	0.472366549171765	4.68231055647082	2.83659298164726e-06	0.000961605020778422	55.9045338971466	45.5454230025165	98.2043949467933	247.540666022425	114.901826356408	141.340681159479	20.3610525727523	10.2004661414758	13.9276088153119	39.3150399758362	42.1798543727906
3:78952890|78998646	sus_circEHBP1_14	5.30461031998766	5.25821469495229	1.0661883136067	4.93178796639105	8.14803360988209e-07	0.000345272924218754	2.58817286560864	11.3863557506291	11.7509532414966	11.499444142851	11.1016257349187	10.0241617843602	0	0	0	0	0
4:16108248|16121954	sus_circZHX1_2	13.764708655679	2.56825148628315	0.66263844465418	3.8757960800531	0.000106276662409531	0.010000070833237	6.72924945058246	47.1720452526063	28.5380293007775	22.3936543834467	13.3219508819024	14.5350345873223	1.69675438106269	6.37529133842238	7.73756045295104	2.91222518339528	0
4:30775953|30796077	sus_circOXR1_13	5.68591889274719	3.12577928193998	0.933326080624135	3.34907525550952	0.000810817693124975	0.0386426056888966	2.58817286560864	6.50648900035949	8.39353802964045	15.1308475563829	5.55081286745934	18.5446993010664	3.39350876212538	0	0	1.45611259169764	0.980926845878852
4:30775953|30818482	sus_circOXR1_16	20.1931204623711	3.11263175715961	0.621493959752672	5.00830572576813	5.49112631529973e-07	0.000310248636814435	10.8703260355563	32.5324450017975	60.4334738134112	24.814589992468	24.4235766168211	49.118392743365	5.09026314318807	8.92540787379133	1.54751209059021	4.36833777509291	0
4:31972148|31996226	sus_circZFPM2_10	18.5557201069013	1.46068257464987	0.44264648623166	3.29988516815069	0.000967243971287348	0.0431441718771593	11.9055951817997	21.1460892511684	26.8593216948494	23.6041221879574	30.5294707710264	42.1014794943128	11.8772806674388	11.4755244091603	4.64253627177063	13.1050133252787	6.86648792115197
7:86081593|86087677	sus_circENSSSCG00000002266_135	23.1502943541287	1.34926954853803	0.360047076394266	3.7474809184689	0.00017861942012945	0.013163474657366	28.469901521695	17.8928447509886	27.6986754978135	39.3402036465956	42.186177792691	35.0845662452607	15.2707894295642	8.92540787379133	13.9276088153119	13.1050133252787	12.7520489964251
8:131006241|131011078	sus_circPKD2_11	5.00915836238274	4.57695333401434	1.05507531993412	4.33803468580815	1.43762470531545e-05	0.0027075265283441	9.83505688931283	8.13311125044937	15.9477222563169	7.86804072931912	8.32621930118901	4.00966471374408	0	0	0	0	0.980926845878852
9:8147104|8161582	sus_circRAB6A_20	8.46219270539147	2.32781254292713	0.625561385099339	3.72115766473896	0.000198311569836349	0.0140057546196922	10.3526914624346	19.5194670010785	12.5903070444607	17.5517831654042	11.6567070216646	9.02174560592418	0	3.82517480305343	4.64253627177063	0	3.92370738351541
1:7160499|7166248	sus_circSLC22A3_14	5.50920127245014	-2.92037979835035	0.771512775001867	-3.78526434425313	0.000153545276133511	0.0123722255470488	2.07053829248691	0	0	2.42093560902127	0	3.00724853530806	5.09026314318807	6.37529133842238	20.1176571776727	5.82445036679055	15.6948295340616
12:59273100|59283672	sus_circENSSSCG00000050244_7	9.92783317454887	-1.99875986829962	0.519124030935506	-3.85025494716105	0.000117994936085393	0.010000070833237	5.69398030433901	0	7.5541842266764	1.81570170676595	4.99573158071341	4.00966471374408	22.0578069538149	6.37529133842238	20.1176571776727	18.9294636920693	17.6566832258193
14:46957994|46973910	sus_circMTMR3_11	7.49525233278426	-2.58472987367879	0.750897054267587	-3.44218939066141	0.000577026107088655	0.0305643516098522	1.03526914624346	0	1.67870760592809	1.81570170676595	4.44065029396747	4.00966471374408	6.78701752425075	0	21.6651692682629	17.4733511003717	23.5422443010925
15:866667|873887	sus_circTNFAIP6_2	6.26603553891075	-2.31529378621005	0.667269593774872	-3.46980262222349	0.000520840959449784	0.0294275142089128	2.58817286560864	1.62662225008987	0	2.42093560902127	1.6652438602378	4.51087280296209	13.5740350485015	24.226107086005	4.64253627177063	5.82445036679055	7.84741476703082
18:15347146|15348948	sus_circEXOC4_15	3.89970764948953	-3.03716772779012	0.804738646596627	-3.77410447557702	0.000160583458427772	0.0123722255470488	2.07053829248691	0	0	1.21046780451063	1.6652438602378	0	6.78701752425075	8.92540787379133	4.64253627177063	5.82445036679055	11.7711221505462
2:131354294|131363905	sus_circFBN2_19	6.37227281084563	-5.75334763446585	1.08522335962266	-5.30153316683704	1.14834179933513e-07	9.73219674936521e-05	0	0	1.67870760592809	0	0	0	33.9350876212538	11.4755244091603	1.54751209059021	11.6489007335811	9.80926845878852
3:28903672|28904794	sus_circENSSSCG00000036428_6	39.5763332885776	-1.17521593917447	0.321782472702159	-3.65220619167236	0.000259996987918378	0.0163220331304315	14.4937680474084	37.4123117520671	18.465783665209	31.4721629172765	29.9743894842804	21.0507397471564	44.1156139076299	77.778554328753	64.9955078047888	52.420053301115	43.1607812186695
3:89905487|89909971	sus_circNRXN1_4	7.46786047594193	-2.37266126423623	0.61438488046957	-3.86184839448332	0.00011253239323506	0.010000070833237	3.10580743873037	0	0.839353802964045	6.65757292480849	3.3304877204756	0.50120808921801	11.8772806674388	15.3006992122137	18.5701450870825	10.1927881418835	11.7711221505462
4:103277505|103288577	sus_circMAN1A2_12	17.5735942345603	-1.41932081910013	0.407755239659733	-3.48081564883025	0.000499889424236804	0.0292176749683235	7.24688402370419	13.012978000719	15.1083684533528	10.8942102405957	7.77113801444308	7.51812133827015	10.1805262863761	26.776223621374	37.140290174165	20.3855762837669	37.2752201433964
4:34250050|34251517	sus_circAZIN1_29	9.62971145878872	-2.15575218775955	0.663392729157673	-3.24958669730487	0.00115572843375016	0.0489739923801632	0	1.62662225008987	2.51806140889214	9.68374243608507	5.55081286745934	2.50604044609005	16.9675438106269	5.1002330707379	27.8552176306238	20.3855762837669	13.7329758423039
4:73962947|73981634	sus_circTOX_3	4.03304865620853	-2.51558727320557	0.75832625306988	-3.31728891492533	0.000908955701856537	0.0416399976931576	1.03526914624346	0	1.67870760592809	1.21046780451063	1.6652438602378	1.50362426765403	15.2707894295642	3.82517480305343	10.8325846341315	1.45611259169764	5.88556107527311
5:70205042|70206412	sus_circUSP18_2	3.49174458855164	-4.33710714174176	1.1039943951135	-3.92855902252644	8.54563783030675e-05	0.00965657074824662	0	0	1.67870760592809	0	0.555081286745934	0	6.78701752425075	16.5757574798982	3.09502418118042	8.73667555018583	0.980926845878852
5:7594740|7603935	sus_circST13_2	6.63537907166345	-2.59782170865941	0.763177032315116	-3.40395687849627	0.000664172375548301	0.0341143083804354	0	4.87986675026962	0	2.42093560902127	4.99573158071341	0.50120808921801	13.5740350485015	11.4755244091603	10.8325846341315	20.3855762837669	3.92370738351541
9:6555049|6561930	sus_circIL18BP,RNF121_9	15.1110846097729	-1.98735383994087	0.559203887657534	-3.55389846852775	0.000379565717897225	0.0229772818512784	10.8703260355563	6.50648900035949	8.39353802964045	4.84187121804254	0	8.01932942748816	23.7545613348776	8.92540787379133	32.4977539023944	34.9467022007433	27.4659516846079
