Row.names	circ_name	logFC	logCPM	LR	PValue	DE	FDR	LD60_1	LD60_2	LD60_3	TD60_1	TD60_2	TD60_3
5:45440622|45443134	sus_circCCDC91_22	-6.09018917709304	-4.20684560081475	16.7447077090858	4.27613722536051e-05	-1	0.0332637864002644	0.2138	0.0974	0.1449	NA	NA	NA
5:57883430|57887138	sus_circPLBD1_17	-4.57182582454145	-2.4941748424185	21.5010238072236	3.5363980870427e-06	-1	0.0054830936503863	0.1924	0.9493	0.7868	NA	NA	0.1031
5:6010064|6011187	sus_circARFGAP3_13	-4.15501279396705	-3.39558973320786	15.7288919923859	7.30990634972427e-05	-1	0.0454521232580881	0.1497	0.1947	0.5797	0.0218	NA	0.0412
5:7960350|7961485	sus_circMRTFA_11	-4.57493852980874	-2.08825848694652	22.3975142032179	2.21660717431395e-06	-1	0.00417165470205885	0.6842	0.8762	1.0352	NA	NA	0.1443
5:9607844|9608237	sus_circENSSSCG00000000107_1	-6.01006049943126	-4.26155779830564	16.0765242314949	6.08335098731932e-05	-1	0.0410619312288649	0.2352	0.0487	0.1449	NA	NA	NA
6:157320562|157338944	sus_circUSP24_110	-7.31054655227474	-3.25975071740838	28.4364193349524	9.68265944291812e-08	-1	0.000403504083727663	0.1283	0.1704	0.7868	NA	NA	NA
6:157642376|157643996	sus_circTTC4_5	-5.94380310303649	-4.30644113032447	15.5236278544531	8.14804085170701e-05	-1	0.0494669026392095	0.1069	0.1217	0.1863	NA	NA	NA
7:121661478|121661871	sus_circENSSSCG00000051274_3	4.64988542496302	0.895448084455645	21.8149356884021	3.00253732872958e-06	1	0.00500497236664975	0.449	0.3408	0.0621	11.6817	14.8306	3.3197
7:23022971|23023608	sus_circENSSSCG00000041410_2	-7.20413649977089	-3.3493657770828	27.3864139181545	1.66597575674036e-07	-1	0.000630996925016055	0.1497	0.1947	0.6625	NA	NA	NA
8:130257256|130264004	sus_circFAM13A_16	-5.563472116359	-2.52880337465425	26.2159814410124	3.05285547065727e-07	-1	0.00101422639553127	0.5132	0.9249	0.4555	NA	0.0505	NA
8:3012369|3014564	sus_circABLIM2_12	-11.2268209238342	0.438287408841709	57.5480151777269	3.29828578122909e-14	-1	9.62142945242338e-10	6.6069	4.2595	5.4867	NA	NA	NA
8:72695065|72709922	sus_circCCNI_6	-5.97085874191257	-4.28897501614823	15.7254558317974	7.32319698717953e-05	-1	0.0454521232580881	NA	0.2434	0.1863	NA	NA	NA
9:136668813|136711859	sus_circGRB10_18	-6.03603999641053	-4.24449010264554	16.2745787708844	5.47941577832432e-05	-1	0.0385156717275901	0.1283	0.1704	0.1449	NA	NA	NA
9:20809498|20812474	sus_circTMEM135_8	-6.03603999641053	-4.24449010264554	16.2745787708844	5.47941577832432e-05	-1	0.0385156717275901	0.1283	0.1704	0.1449	NA	NA	NA
9:25668011|25671052	sus_circSLC36A4_10	-6.4501571424229	-3.94789948668247	19.9961808280563	7.75969942444499e-06	-1	0.00943159132960354	0.1069	0.2191	0.2692	NA	NA	NA
9:39494895|39504434	sus_circPPP2R1B_5	6.62353192676503	-3.75903482256823	18.767788784159	1.47639752843752e-05	1	0.0151506139134427	NA	NA	NA	0.5022	0.4295	NA
9:64407564|64431528	sus_circATP2B4_16	6.91608255940268	-3.5336245621131	21.257522679728	4.0153141727934e-06	1	0.00585653648672782	NA	NA	NA	0.3712	0.5811	0.1856
AEMK02000682.1:264782|274132	sus_circEHMT1_12	5.95783404240685	-2.57851896580735	25.3171881831516	4.86355471595498e-07	1	0.00149341846967498	0.0214	NA	NA	0.6769	1.718	NA
X:59556112|59571888	sus_circENSSSCG00000043604_6	-7.40022797735854	-3.18358944438115	29.2979681847046	6.20607310779874e-08	-1	0.000278519013273226	0.1069	0.2434	0.8075	NA	NA	NA
