Row.names	circ_name	logFC	logCPM	LR	PValue	DE	FDR	LD0_1	LD0_2	LD0_3	TD0_1	TD0_2	TD0_3
10:10038504|10066131	sus_circMARK1_6	3.48460569944969	-3.04976714200239	13.77280530958	0.000206301015480008	1	0.0468085034440646	0.0204	0.0741	0.0205	0.4676	0.183	0.7684
10:11654269|11654794	sus_circDISP1_5	6.18218803875231	-4.04942505014921	16.8706566858862	4.00154385889637e-05	1	0.0167782701853116	NA	NA	NA	0.1636	0.2746	0.1921
10:15236726|15262500	sus_circSCCPDH_8	4.23619584800755	-3.01147821228704	18.0479225585011	2.15413569540958e-05	1	0.0123454259509335	NA	NA	0.0615	0.4442	0.2517	0.8164
10:53197803|53245866	sus_circMLLT10_54	5.11669844508283	-3.40131303917961	19.2412475407542	1.15197293128284e-05	1	0.00860484949120039	NA	NA	0.0205	0.2338	0.5034	0.3842
10:63710293|63713229	sus_circITIH5_3	5.92567619685884	-4.22472411014094	14.5174430725003	0.000138867754725942	1	0.0369277133367226	NA	NA	NA	0.0935	0.0458	0.3842
10:63710293|63731758	sus_circITIH5_4	4.16870982121757	-3.08661888623137	17.3085601885095	3.17752220749916e-05	1	0.0154191004638353	0.0204	NA	0.041	0.4676	0.1373	0.8164
10:68959424|68961182	sus_circDIP2C_8	3.77460727434082	-3.37806411974194	13.6427263395532	0.000221096160369192	1	0.0491587717101802	NA	0.0494	0.0205	0.187	0.572	0.3362
11:19129663|19134837	sus_circRCBTB2_2	4.92986920995996	-3.54692482558078	17.4568367954062	2.93905373123754e-05	1	0.0149151367979138	NA	NA	0.0205	0.2805	0.3203	0.3842
11:21778941|21786602	sus_circCOG3_15	4.87221828240146	-3.59097569076395	16.9193243562604	3.9002499884234e-05	1	0.0167381983422396	NA	NA	0.0205	0.2338	0.2059	0.5043
11:23169655|23197868	sus_circENSSSCG00000009426_8	5.89801889613317	-4.24260186887036	14.2951616777431	0.000156266016377556	1	0.0394182978574034	NA	NA	NA	0.2805	0.0458	0.1921
11:25196950|25224424	sus_circVWA8_39	6.14564443293723	-4.07505637263231	16.5146927624592	4.82745384458757e-05	1	0.0188781842110695	NA	NA	NA	0.2104	0.0915	0.3122
11:25541019|25541852	sus_circNAA16_25	3.46016519606194	-2.5052548805868	15.8089675213931	7.00696244437752e-05	1	0.0245169928053799	0.0408	0.0247	0.1025	0.9585	0.3432	0.8885
11:3237458|3242632	sus_circNUP58_15	4.47991881505712	-1.66169796861505	26.74745180388	2.31857278576869e-07	1	0.000572468613788489	0.1019	0.0247	0.041	1.1221	1.2584	1.921
11:4338231|4345913	sus_circWASF3_24	3.47041525453282	-0.510162694485751	20.780904990721	5.1493833723385e-06	1	0.00489044295132947	0.2853	0.1729	0.3074	3.1092	2.0821	4.2743
11:48077009|48116048	sus_circLMO7_29	3.10217129266541	-2.03807777567961	14.6602593829677	0.00012873203129396	1	0.0350742026246822	0.163	0.0741	0.082	1.1689	0.7093	1.1766
11:48078638|48108814	sus_circLMO7_35	3.07834422199011	-0.966441225891911	16.4626979824928	4.96167340271665e-05	1	0.0191774446402676	0.2242	0.2223	0.2665	2.5715	1.533	2.5694
11:48078638|48116048	sus_circLMO7_37	3.6296042905424	-2.93219402619525	15.1564950720885	9.89573117369599e-05	1	0.0301774407535463	0.0204	0.0247	0.0615	0.4676	0.4347	0.6724
11:51531489|51531654	sus_circNDFIP2_4	5.91110405838859	-4.23416525831089	14.3999416937288	0.000147806886804126	1	0.038365604012865	NA	NA	NA	0.0935	0.1373	0.2882
11:51540591|51554792	sus_circNDFIP2_20	3.67167337391954	-3.17908741818887	14.2428008489719	0.000160674249013801	1	0.0400060826757958	0.0408	0.0494	NA	0.3507	0.389	0.5523
11:713800|716256	sus_circZMYM2_76	5.84421795860811	-4.27797522182108	13.8341713782716	0.000199671614252227	1	0.0461201273842991	NA	NA	NA	0.187	0.0458	0.2641
11:78343010|78352808	sus_circATP11A_5	3.36228419368384	-2.76931561367983	14.3212254463149	0.000154117326855599	1	0.039255631760001	0.0611	0.0494	0.041	0.5844	0.3432	0.8404
11:8939631|8941243	sus_circENSSSCG00000009341_17	4.34610899700422	-3.35687593595363	16.404586540568	5.11612842451233e-05	1	0.0194354410092331	NA	0.0247	0.0205	0.1636	0.2517	0.7204
11:9132180|9145669	sus_circPDS5B_52	6.32407491604892	-3.94873791080043	18.1525691578838	2.03894166667577e-05	1	0.0121025751786254	NA	NA	NA	0.0468	0.0915	0.5523
11:998514|1007418	sus_circIFT88_41	6.54617764932897	-3.78511881731479	20.2845521574178	6.6737247271934e-06	1	0.00583775289294496	NA	NA	NA	0.2104	0.4118	0.1921
12:11253178|11259350	sus_circABCA6_31	4.09639531746557	-3.5692081218838	14.1136903117503	0.000172086748435654	1	0.0422306196562186	0.0204	NA	0.0205	0.3507	0.1373	0.4562
12:20126112|20136260	sus_circEZH1_31	3.17015582439393	-1.54890721675029	16.266112694429	5.50395346089033e-05	1	0.0204414986636865	0.0815	0.1482	0.205	1.2858	1.2813	1.825
12:42587230|42596350	sus_circZNF207_13	5.13148928909582	-3.38957172179421	19.3803813717868	1.07101679382288e-05	1	0.00818404556935	NA	NA	0.0205	0.2572	0.2974	0.5763
12:42589975|42596350	sus_circZNF207_18	3.23084091826538	-1.78234715993141	16.30722351042	5.38582523864288e-05	1	0.0201151495429763	0.2242	0.0494	0.082	1.0754	0.9381	1.7049
12:42592878|42596350	sus_circZNF207_21	5.81002680270464	-2.85315817229085	26.7794244037032	2.28052623303227e-07	1	0.000572468613788489	0.0204	NA	NA	0.187	0.8237	0.7684
12:45694158|45710855	sus_circTAOK1_42	5.97229079518569	-4.19344262284597	14.9334535856295	0.000111370497351369	1	0.0320515613156666	NA	NA	NA	0.0935	0.1602	0.2882
12:53623053|53633146	sus_circNDEL1_22	4.9406348570049	-3.53870897622957	17.5682556313043	2.77176909173551e-05	1	0.0143958757202013	NA	NA	0.0205	0.7715	0.1373	0.0961
12:55192209|55228540	sus_circENSSSCG00000029441_7	8.0516397789962	-2.53396036052834	36.9357283213805	1.22088082929971e-09	1	1.15948796474064e-05	NA	NA	NA	NA	1.3271	0.9845
12:573171|585916	sus_circFOXK2_8	3.42172714810495	-1.90656273319986	17.3799546799361	3.06036602437964e-05	1	0.0150540880569532	0.0408	0.1976	0.0615	1.0987	0.572	1.7529
12:59273100|59291841	sus_circENSSSCG00000050244_8	3.47646594429843	-2.67579910202654	15.374312504168	8.81789258553061e-05	1	0.0287359558375527	0.0611	0.0247	0.0615	0.6312	0.6407	0.6483
12:59273100|59308104	sus_circENSSSCG00000050244_10	3.2658900180016	-2.16485314485455	15.5090993341073	8.21090485346136e-05	1	0.027667112753345	0.0815	0.1235	0.0615	0.6546	0.8923	1.2487
12:59320434|59323398	sus_circENSSSCG00000050244_59	4.73001561497683	-1.57485284372525	28.9936021906937	7.26177356591207e-08	1	0.000241381353330917	0.0408	0.0988	0.0205	2.0105	0.183	2.4253
12:59744649|59748725	sus_circAKAP10_9	3.414312193536	-2.74233155643711	14.7781048976264	0.000120931508271813	1	0.0336381869033897	0.0815	0.0494	0.0205	0.4909	0.4805	0.8404
12:59821853|59830584	sus_circULK2_8	5.20457731353169	-3.33134618316484	20.1110749066798	7.30723192219343e-06	1	0.00622800997676178	NA	NA	0.0205	0.374	0.0229	0.7924
12:59821853|59839936	sus_circULK2_10	7.82206200164253	-2.73764474256662	34.3528580544404	4.5972476443708e-09	1	2.54687519498142e-05	NA	NA	NA	0.3273	0.6864	0.9605
12:59827745|59839936	sus_circULK2_23	4.54553754507387	-2.20986045730833	24.5898444445392	7.09245307156514e-07	1	0.00134716080056472	0.0815	0.0247	NA	0.5377	0.6864	1.6329
12:59827745|59846613	sus_circULK2_24	5.39314952885242	-3.20410232958937	22.0298590907769	2.6844173422425e-06	1	0.00308100457683308	0.0204	NA	NA	0.5377	0.3203	0.4803
13:117771074|117785797	sus_circUSP13_32	3.79580404783072	-3.35834979940601	13.826465746614	0.000200492130175428	1	0.0461201273842991	NA	NA	0.0615	0.3273	0.1373	0.6483
13:120762855|120779879	sus_circATP11B_23	6.73362378949906	-3.64220526533023	22.1011047350573	2.58660844926369e-06	1	0.00308100457683308	NA	NA	NA	0.187	0.1602	0.5763
13:121571994|121577363	sus_circKLHL24_12	4.47623166096224	-1.63956179646546	26.7420960584199	2.32500790798574e-07	1	0.000572468613788489	0.0611	0.0741	0.041	1.8702	1.0067	1.5128
13:134624946|134633963	sus_circLMLN_26	6.62396858097334	-3.72637264494211	21.0338254208353	4.51246076164839e-06	1	0.00434765784687514	NA	NA	NA	0.2805	NA	0.5763
13:137806868|137808141	sus_circHSPBAP1_18	-6.1884172071749	-4.04724316779809	16.993407655796	3.75098295121437e-05	-1	0.0164890284458621	0.2242	0.1976	0.164	NA	NA	NA
13:148522545|148534946	sus_circNECTIN3_28	4.71214773959331	-3.71118545816566	15.4928433217018	8.28182225919923e-05	1	0.027667112753345	NA	NA	0.0205	0.2338	0.2517	0.3602
13:180658354|180663950	sus_circUSP25_56	6.19475719791048	-4.04068382429616	16.9837786063889	3.77005463864477e-05	1	0.0164890284458621	NA	NA	NA	0.2104	0.1373	0.2882
13:200012579|200020785	sus_circMORC3_31	4.09284947436244	-3.59510614259149	14.0288604089501	0.0001800262156078	1	0.0431858227992224	0.0408	NA	NA	0.1636	0.2288	0.5283
13:202796617|202807630	sus_circBRWD1_15	3.65079849624377	-2.4034710906357	17.6011004188665	2.72430660605027e-05	1	0.0143958757202013	0.1223	0.0494	NA	1.0052	0.0915	1.2967
13:23319029|23330244	sus_circEXOG_9	7.05154960876321	-3.39019928211067	25.3219180279944	4.85164344914376e-07	1	0.00107512418833026	NA	NA	NA	0.2338	0.3203	0.6003
13:2508999|2511255	sus_circSH3BP5_1	5.9460701294235	-4.21060630409089	14.7182975978351	0.000124828972361811	1	0.0342378066369941	NA	NA	NA	0.3507	0.0915	0.0961
13:2931438|2933716	sus_circANKRD28_3	5.14063127575757	-3.38438448507764	19.4635985966011	1.02535218982665e-05	1	0.00818404556935	NA	0.0247	NA	0.1636	0.2974	0.6724
13:30500711|30547685	sus_circSMARCC1_77	6.25108436242887	-4.00089852241994	17.5037454379047	2.86742243596974e-05	1	0.0147772281816487	NA	NA	NA	0.2104	0.1144	0.3362
13:31573092|31575948	sus_circARIH2_1	3.33284159518794	-2.79067766052367	14.0514442104479	0.000177877180360234	1	0.043065111802416	0.0611	NA	0.082	1.0754	0.389	0.2882
13:31673546|31683772	sus_circQRICH1_9	4.5279303379789	-1.98859224205061	25.5594948690225	4.28950028153379e-07	1	0.00101314000820548	0.0815	0.0247	0.0205	0.3039	1.2127	1.849
13:3404652|3405113	sus_circOXNAD1_6	3.74167713344976	-3.08788818333626	14.9747505607043	0.000108959398692343	1	0.0319238136063514	NA	0.0741	0.0205	0.3974	0.2746	0.7204
13:39468507|39468774	sus_circDENND6A_7	3.47582990859984	-2.63033195707875	15.4192191055529	8.61080659902495e-05	1	0.0283389318169891	NA	NA	0.1435	0.7481	0.2974	0.9365
13:51386726|51401694	sus_circMITF_7	6.72558331368417	-3.6484229754692	22.0272988546168	2.68800038291695e-06	1	0.00308100457683308	NA	NA	NA	0.3273	0.1144	0.4803
13:6908887|6909142	sus_circRAB5A_1	6.75751671435094	-3.62365601641342	22.3598603593439	2.26049447862647e-06	1	0.00283542779130354	NA	NA	NA	0.4909	0.4118	0.048
13:77255763|77263360	sus_circPCCB_8	6.31858608396716	-3.95267242657836	18.1052950902854	2.09019364713051e-05	1	0.0121891292685295	NA	NA	NA	0.0701	0.1144	0.5043
14:103576341|103593505	sus_circBTAF1_54	6.09371068562508	-4.11102420347506	16.0280307216393	6.24115922794502e-05	1	0.02242769002561	NA	NA	NA	0.0701	0.183	0.3362
14:111326577|111338444	sus_circCHUK_25	6.07462124552112	-4.12395553791265	15.8629453851351	6.80990885022603e-05	1	0.0239535841461919	NA	NA	NA	0.1403	0.2517	0.1921
14:12140805|12143946	sus_circZNF395_1	3.36622349101047	-2.61138514944397	14.8907284918589	0.000113921517379714	1	0.0323543447720164	0.0815	0.0494	0.041	0.6078	0.4576	0.9365
14:129639012|129640761	sus_circINPP5F_13	6.87993558867943	-3.52765801978562	23.5472551218881	1.2188317839528e-06	1	0.00197629114627274	NA	NA	NA	0.0701	0.2288	0.7204
14:129645700|129655287	sus_circINPP5F_24	5.91475904209804	-4.23180162023839	14.4293376263691	0.000145517597439091	1	0.0379372936382384	NA	NA	NA	0.0935	0.1144	0.3122
14:129676706|129679211	sus_circMCMBP_1	2.85914294172892	-1.61835224743634	13.5976232867431	0.000226472070304965	1	0.0499631577290779	0.0815	0.1976	0.2255	0.8416	0.9839	2.2332
14:131556704|131569467	sus_circFGFR2,ATE1_19	4.23503538791087	-3.03309458087562	17.9939559385775	2.21607468186444e-05	1	0.0124851393940973	0.0204	NA	0.041	0.3273	0.7322	0.4322
14:134058259|134059037	sus_circFAM53B_2	3.44118168110372	-1.16204906952591	19.3833630506052	1.06934588392129e-05	1	0.00818404556935	0.2038	0.1235	0.164	1.4728	1.8762	2.5694
14:136319810|136335070	sus_circDOCK1_38	6.20640729745208	-4.03255392142631	17.0890948601333	3.56665159931346e-05	1	0.0160210134001594	NA	NA	NA	0.1403	0.1144	0.3842
14:136659898|136684752	sus_circDOCK1_58	3.74166280716395	-3.10199869901519	14.9384545460169	0.000111075684840825	1	0.0320515613156666	0.0204	NA	0.0615	0.187	0.3203	0.8645
14:140957257|140960561	sus_circCFAP46_4	4.58599067097479	-3.83019051029646	14.271359489187	0.000158254608017867	1	0.0397010050604823	0.0204	NA	NA	0.0935	0.2288	0.4322
14:26130731|26136146	sus_circSLC15A4_2	5.84824329554079	-4.27542220160402	13.8655611391494	0.000196363959223674	1	0.0456443217104541	NA	NA	NA	0.2104	NA	0.2882
14:31715996|31720137	sus_circATP2A2_22	3.53744748063925	-2.00331431558087	17.9376823717867	2.28256815066909e-05	1	0.0125409198889654	NA	0.0741	0.164	0.9819	0.6864	1.5368
14:40712179|40715025	sus_circSPPL3_3	5.04122068708563	-3.46051135278526	18.4796668456227	1.71726659165366e-05	1	0.0106695217769285	NA	NA	0.0205	0.0935	NA	0.9605
14:41636873|41643575	sus_circ14:41636873|41643575	2.87700714706674	-0.219984309144885	15.4963890921197	8.26630134948947e-05	1	0.027667112753345	0.4483	0.4941	0.4509	3.2261	3.5694	4.3703
14:6766438|6771753	sus_circSLC39A14_45	4.58108863498519	-3.19344005738257	18.6639798206972	1.55899970345661e-05	1	0.0102026210736603	0.0204	0.0247	NA	0.1403	0.5034	0.6724
14:90510793|90511831	sus_circNCOA4_2	3.94862069463437	-3.24577948596114	15.2184865358821	9.57613827662613e-05	1	0.0297486762911264	NA	0.0741	NA	0.4909	0.389	0.3602
14:92300012|92306117	sus_circUBE2D1_3	3.17655542374833	-2.0248830152143	15.3326736602253	9.0143848390714e-05	1	0.0288324521700314	0.2649	0.0494	NA	0.7481	1.0525	1.2967
14:99992348|100017775	sus_circENSSSCG00000010440_14	2.95670784642159	-1.05698682235674	15.2930036070351	9.20568374023988e-05	1	0.0291425645262451	0.3464	0.0247	0.3279	1.5429	1.9448	2.6894
15:105263579|105266463	sus_circTMEM237_8	-6.04270916208533	-4.14814476971724	15.6187008474346	7.74844777186363e-05	-1	0.0265524127769842	0.1427	0.1976	0.1845	NA	NA	NA
15:120039933|120049357	sus_circTNS1_19	4.72611652619255	-3.0508493441458	20.2517620567162	6.78909041769077e-06	1	0.00586154196062445	NA	NA	0.041	0.4208	0.6635	0.4082
15:121428907|121429146	sus_circDES_1	6.95679279040619	-3.46649967084535	24.339661905127	8.07589941994096e-07	1	0.00145104268496669	NA	NA	NA	0.3273	0.2517	0.5043
15:133280528|133283709	sus_circGIGYF2_45	6.30279909576898	-3.96396095206959	17.9698703481921	2.24429289625419e-05	1	0.0125378648523512	NA	NA	NA	0.2572	0.0686	0.3602
15:31364330|31387416	sus_circPTPN4_50	5.07567148441693	-2.75793935415086	24.1498796589811	8.91217366399701e-07	1	0.00151918283380134	NA	NA	0.041	0.5377	0.6178	0.7444
15:31417943|31426678	sus_circPTPN4_77	4.04008173014996	-3.18954795599206	16.051821492785	6.16323103350793e-05	1	0.0222680216906308	0.0204	NA	0.041	0.5377	0.4576	0.3122
15:4139778|4150279	sus_circORC4_18	4.78118913570784	-3.65977714478189	16.1066548670166	5.98732710152987e-05	1	0.0217506833721151	NA	NA	0.0205	0.3039	0.2974	0.2882
15:54485577|54497470	sus_circGTF2E2_3	6.17995609224741	-4.0509736400912	16.85065109403	4.04394541889223e-05	1	0.0167782701853116	NA	NA	NA	0.2805	0.183	0.1681
15:54488295|54490472	sus_circGTF2E2_4	5.83271494845416	-4.28525031225944	13.7448315884872	0.000209396184587549	1	0.0471886723775602	NA	NA	NA	0.187	0.1144	0.1921
15:622250|626964	sus_circNEB_111	4.38721008686844	-2.33039764002715	22.8593822969191	1.74296427186023e-06	1	0.00241400551652642	0.0611	NA	0.041	0.6312	0.9152	1.0566
15:66292955|66299872	sus_circBAZ2B_28	2.92588511394625	-1.36270703885571	14.6185567306436	0.000131612173747647	1	0.035567387442047	0.3261	0.0988	0.164	1.9871	1.0754	1.897
15:76177104|76192330	sus_circUBR3_31	4.40734082166331	-3.33019251070136	16.9459501735377	3.8459275988132e-05	1	0.0167109324685687	0.0204	NA	0.0205	0.4208	0.2974	0.4562
15:80435820|80437454	sus_circGPR155_11	4.56683882208721	-3.84407581373409	14.1130046384703	0.000172149487467437	1	0.0422306196562186	0.0204	NA	NA	0.374	0.1373	0.2401
15:84300539|84300856	sus_circ15:84300539|84300856	4.05584995705604	-3.57986228106944	13.8030992899684	0.000203001079315472	1	0.0463763290477407	NA	0.0494	NA	0.1636	0.1144	0.6483
16:22539533|22551068	sus_circNUP155_38	5.9157577548848	-4.23115451141258	14.4374057170779	0.000144895540063338	1	0.0379372936382384	NA	NA	NA	0.2104	NA	0.3122
16:28210890|28224468	sus_circNNT_48	5.97969264573113	-4.18856977256817	14.9946825764405	0.000107814547020579	1	0.0318556048263472	NA	NA	NA	0.1403	0.0686	0.3362
16:34525577|34540328	sus_circMTREX_40	5.95578095149415	-4.20426735708315	14.7976749788135	0.000119682969367425	1	0.0334307722838084	NA	NA	NA	0.2338	0.1373	0.1681
17:11047513|11054262	sus_circENSSSCG00000007023_25	5.96934881613927	-4.1953756387359	14.909193765972	0.000112811858282066	1	0.0322785815913185	NA	NA	NA	0.1636	0.1144	0.2641
17:22333520|22347295	sus_circTASP1_44	3.36199102409683	-2.18396905710815	16.1337697151156	5.90221799766732e-05	1	0.0215593105760947	0.0611	NA	0.164	0.8416	0.3661	1.5608
17:37114409|37127180	sus_circCBFA2T2_13	3.11965983489151	-2.01180491282523	14.8350311444425	0.000117335614435419	1	0.0330528459646892	0.1427	0.0247	0.1435	0.5611	0.7093	1.825
17:43759621|43777223	sus_circTOP1_18	3.87767466403648	-3.31828839461868	14.5251230935577	0.000138302799888644	1	0.036925181271474	0.0204	0.0247	0.0205	0.2805	0.6178	0.2641
17:52866612|52872012	sus_circNFATC2_16	5.85121790559564	-4.2735340915422	13.8887710169316	0.000193953792829653	1	0.0454015779835047	NA	NA	NA	0.1169	0.0686	0.3122
17:52866612|52872517	sus_circNFATC2_18	6.24008460627115	-4.00865164295997	17.4115320107882	3.00994270987364e-05	1	0.0150451873197293	NA	NA	NA	0.3273	0.0915	0.2401
17:52996471|53014574	sus_circATP9A_27	4.59976319019893	-1.71924213713378	27.3826644417944	1.66920909326258e-07	1	0.000482474002261288	0.0815	0.0247	0.041	1.2156	1.4415	1.4888
18:15347146|15348948	sus_circEXOC4_15	-5.24753509780364	-2.16867495692382	29.1410657574334	6.72953503361569e-08	-1	0.000235462888965669	0.754	0.667	1.2708	0.0234	NA	0.048
18:17523807|17533557	sus_circMKLN1_9	6.07624001625702	-4.12286110178453	15.8769386200567	6.75974077842533e-05	1	0.0239535841461919	NA	NA	NA	0.3507	0.0458	0.1921
18:29115878|29142960	sus_circST7_16	4.53859869213921	-2.82207764898559	21.1519670492382	4.24265560739485e-06	1	0.00427351128453954	0.0611	NA	NA	0.5377	0.4576	0.7924
18:38307155|38320787	sus_circHERPUD2_11	3.49009388337265	-1.14609838876129	19.8857156764188	8.22123131540262e-06	1	0.00691832225124008	0.2853	0.0247	0.164	1.3091	1.8076	2.8815
18:5252444|5254144	sus_circKMT2C_123	3.52813186817982	-2.38831188033744	16.8587155981967	4.02679874910979e-05	1	0.0167782701853116	0.1834	NA	NA	0.5611	0.2746	1.5608
2:136318558|136320614	sus_circVDAC1_13	7.21017165196994	-1.58424325675895	44.0276663058071	3.23767065275815e-11	1	7.17467816651206e-07	0.0204	NA	NA	1.2624	1.716	1.7529
2:136907206|136920524	sus_circSEC24A_35	3.29434821132741	-2.38125745560781	15.0968135024594	0.00010213554723219	1	0.0305854557657477	0.0815	0.0741	0.0615	0.374	0.5034	1.4888
2:3096937|3098647	sus_circPPFIA1_15	3.25418222741498	-2.36908530543557	14.9739471319094	0.000109005801574034	1	0.0319238136063514	0.2242	NA	NA	0.7481	0.1602	1.4888
2:4428979|4442066	sus_circPPP6R3_37	4.565337675978	-3.18335227426232	18.5697645601525	1.63798028852171e-05	1	0.0104970401194027	NA	0.0247	0.0205	0.5611	0.3661	0.4082
2:4449336|4459058	sus_circPPP6R3_78	3.39702109872704	-2.02831544606887	16.8295661213208	4.08912371160197e-05	1	0.0167805521202036	0.0408	0.0247	0.1845	0.7013	0.7322	1.6809
2:59351194|59355669	sus_circELL_8	4.63157861367783	-3.7725201959466	14.7589162487889	0.000122168442769646	1	0.033747045892271	NA	0.0247	NA	0.0935	0.3661	0.3362
2:62312200|62313757	sus_circBRD4_9	3.97483000698752	-2.47285399788521	19.5031297269598	1.00434991179022e-05	1	0.00814258318729437	0.0815	0.0494	NA	0.7013	0.6407	0.9605
3:114813776|114839309	sus_circATAD2B_130	3.57471293978728	-2.99183414551523	14.5961338350719	0.000133187512675034	1	0.0358473920754504	0.0408	NA	0.0615	0.678	0.2974	0.5283
3:125477837|125482566	sus_circROCK2_38	3.96706254997123	-2.50870691990132	19.3844498169431	1.0687375195157e-05	1	0.00818404556935	0.1223	NA	NA	0.4676	0.6635	1.1046
3:126983403|126992124	sus_circASAP2_30	4.72368464719136	-3.7026043270082	15.5897678679171	7.86792080083548e-05	1	0.0268235576840791	NA	NA	0.0205	0.187	0.183	0.4803
3:16606776|16612927	sus_circCRCP,TPST1_8	-5.92142911234668	-4.22960834151513	14.5400329249954	0.000137212606842056	-1	0.0367818310599188	0.1223	0.2223	0.1435	NA	NA	NA
3:31250808|31256666	sus_circGSPT1_12	5.94548360523114	-4.21098895272579	14.7134973753098	0.000125147217400565	1	0.0342378066369941	NA	NA	NA	0.2805	0.1602	0.0961
3:32059055|32085104	sus_circCLEC16A_19	4.14540402581918	-3.08815881471851	17.1195879244964	3.50984455963609e-05	1	0.0159818127619594	NA	0.0494	0.0205	0.374	0.2974	0.7444
3:38275930|38277042	sus_circADCY9_7	4.4899163843354	-3.24169730752223	17.8024716271685	2.45064692699703e-05	1	0.0132454477810376	NA	NA	0.041	0.2338	0.183	0.8404
3:38470924|38472523	sus_circCREBBP_11	4.73428139595068	-3.04410278530988	20.3356452263868	6.49787277139175e-06	1	0.00575971442456165	NA	NA	0.041	0.3039	0.6407	0.5523
3:40456609|40471377	sus_circENSSSCG00000022963_22	3.36952093663883	-1.4877828910978	18.1179438821726	2.07635501770004e-05	1	0.0121891292685295	0.1834	0.0494	0.164	1.3793	1.2355	2.0411
3:44298411|44303573	sus_circTMEM87B_8	4.00094864767328	-3.20119740849657	15.7082288783362	7.39019601077121e-05	1	0.0256162163581035	NA	0.0247	0.041	0.0468	0.4118	0.8164
