Row.names	circ_name	logFC	logCPM	LR	PValue	DE	FDR	LD160_1	LD160_2	LD160_3	TD160_1	TD160_2	TD160_3
12:1804301|1853441	sus_circRPTOR_17	4.37132487315755	-3.28436926996858	15.5711815010515	7.94564547691157e-05	1	0.0375111768217292	0.0411	NA	NA	0.1559	0.6228	0.5152
12:22606823|22607386	sus_circERBB2_4	-4.28597213702938	-2.97048364434703	17.1242598009676	3.50122179124811e-05	-1	0.0205620297235532	0.5546	0.3139	0.4523	NA	0.0519	0.0245
12:42750233|42758003	sus_circRHOT1_40	-6.52734281313404	-3.74363687625145	19.2394284014576	1.15307113620097e-05	-1	0.00942557743632388	0.1232	0.2616	0.3204	NA	NA	NA
12:55241826|55268188	sus_circENSSSCG00000029441_56	9.33484641781224	-1.28029007104754	40.7588967952509	1.72217589865733e-10	1	2.08348840219564e-06	NA	NA	NA	2.3907	NA	4.1219
13:140602397|140614602	sus_circCOX17,POPDC2_1	6.43676395854361	-3.80230441166967	18.01022523201	2.19721587007844e-05	1	0.0146054492286862	NA	NA	NA	0.5457	0.1297	0.1472
13:180658354|180663950	sus_circUSP25_56	5.60018446195451	-2.91949602823327	22.7470259835807	1.84789898774781e-06	1	0.00302106512888824	NA	0.0262	NA	0.7536	0.7006	0.2944
13:2931438|2933716	sus_circANKRD28_3	4.14963629396935	-2.17962968405692	18.9679032289019	1.32935989144659e-05	1	0.0101788582067853	NA	0.0785	0.0565	0.9875	0.9601	1.1286
13:30650759|30652373	sus_circENSSSCG00000029251_11	4.24153830042307	-2.96647888247653	16.7709173130803	4.2174757985562e-05	1	0.0238425337434266	0.0616	NA	NA	0.5197	0.493	0.6625
13:31673546|31683772	sus_circQRICH1_9	4.35720441296311	-2.84561490562131	17.8182046262806	2.43046693576594e-05	1	0.0158084887037077	0.0205	0.0262	0.0188	0.2079	0.7785	0.8833
13:4067610|4068255	sus_circPLCL2_1	-9.4549179512979	-1.16825983609927	46.9348935353373	7.33844563409746e-12	-1	4.43902576406555e-07	1.9307	1.9879	1.6208	NA	NA	NA
14:108009637|108013871	sus_circTM9SF3_32	6.62436847252401	-3.66151771384136	19.7197332092694	8.96706329340088e-06	1	0.00774882369454027	NA	NA	NA	0.3898	0.1557	0.4171
14:128729497|128730587	sus_circCACUL1_15	-4.51357527348986	-3.24798340847027	16.7083711666839	4.35882389073274e-05	-1	0.0244134497361503	0.4313	0.4447	0.2262	NA	NA	0.0491
14:30413534|30417971	sus_circCLIP1_41	-6.32541436764149	-3.89207166452291	17.4456398664128	2.95641607089677e-05	-1	0.0182483273600557	0.2054	0.1831	0.2262	NA	NA	NA
14:87806050|87822845	sus_circBMPR1A_3	-4.07375793092419	-2.1713557578473	18.7972890618836	1.45373611959426e-05	-1	0.0109920622342821	1.068	0.5755	0.8104	0.026	0.0519	0.0981
15:132440819|132445543	sus_circCOPS7B_7	6.1666053233235	-3.99506646348118	15.7533426353019	7.21603232071757e-05	1	0.0362362303927349	NA	NA	NA	0.078	0.2595	0.368
15:133280528|133283709	sus_circGIGYF2_45	3.58906368774059	-2.29159375475904	15.2335035503557	9.50029463522261e-05	1	0.0425683572210827	0.0411	0.1569	NA	0.4418	1.0899	1.2513
15:135707739|135716699	sus_circAGAP1_13	6.5830705484658	-3.69275332710502	19.3428716502412	1.09226226088495e-05	1	0.00905081426862066	NA	NA	NA	0.3378	0.1816	0.4171
15:84354981|84367087	sus_circ15:84354981|84367087	3.77789417892166	-1.78527765533125	17.3424251941437	3.12139914982329e-05	1	0.0188813434572811	0.1438	NA	0.0754	2.4427	0.8304	0.7115
15:93199516|93243693	sus_circGULP1_30	4.89271528750312	-2.04910646086161	23.8612970604681	1.03532492898627e-06	1	0.00215954499842688	NA	NA	0.0754	1.4292	0.5449	1.5212
17:52866612|52872012	sus_circNFATC2_16	3.47286131894082	-2.03879951110865	14.980177022874	0.000108646507801123	1	0.0464375011158837	0.1027	NA	0.1131	0.8835	1.038	1.4231
17:52996471|53003684	sus_circATP9A_25	4.70698467682991	-3.00553048680474	18.7117370875378	1.52043727550153e-05	1	0.0112160061945229	0.0205	NA	0.0188	0.5197	0.2854	0.8587
17:52996471|53014574	sus_circATP9A_27	3.95095786235092	-1.09903139402087	19.1139774662309	1.23139751820702e-05	1	0.00979263377386515	0.1849	0.1831	NA	2.5726	2.2317	1.9138
17:53012907|53022293	sus_circATP9A_42	5.29298950895171	-2.48826430406473	24.241543326437	8.49793803564158e-07	1	0.00190385285842948	NA	0.0262	0.0188	0.4158	0.9601	1.1532
18:15347146|15348948	sus_circEXOC4_15	-9.01640253639429	-1.58553896299197	43.2020615604498	4.93686368559876e-11	-1	9.95436281139564e-07	1.2529	0.9155	1.7715	NA	NA	NA
18:9651790|9652810	sus_circKDM7A_33	-3.49468165703512	-1.53268527732602	15.6879888139869	7.46970191378092e-05	-1	0.0367351438020006	2.1566	1.7002	0.2262	0.1299	0.0519	0.2454
2:133694102|133702800	sus_circ2:133694102|133702800	-8.26991323309712	-2.27838346791373	36.6202685145144	1.43531537022788e-09	-1	7.89292970409858e-06	1.828	0.2093	0.3769	NA	NA	NA
2:136318558|136320611	sus_circVDAC1_12	3.88803457664883	-1.70227025239695	18.2209136116393	1.9670698157328e-05	1	0.0135962132356406	0.2054	NA	0.0188	1.1174	1.1677	2.1346
2:40819038|40820292	sus_circLDHA_9	-4.70661434346563	-1.5909832624045	24.0012872431731	9.62713157184963e-07	-1	0.00207980424564709	1.9512	0.4447	1.3946	0.026	0.0778	0.0736
2:9238931|9244178	sus_circENSSSCG00000036669_1	4.63595864466056	-3.04372388266076	18.0751570480661	2.12354128122457e-05	1	0.0143812460652705	NA	0.0262	0.0188	0.5717	0.4671	0.5398
3:107207592|107229406	sus_circBIRC6_245	-8.39511267356891	-2.16424816732502	37.7392209753202	8.08622975965834e-10	-1	5.4348448684637e-06	0.801	0.7062	1.0742	NA	NA	NA
3:107609926|107613737	sus_circMEMO1_9	-4.43888611376197	-1.65586599093172	21.5964429314726	3.36475279395216e-06	-1	0.00415375298992175	1.869	2.0926	NA	NA	0.1297	0.0736
3:113146625|113148454	sus_circASXL2_36	3.91015207215686	-2.8800615127727	15.3448372017182	8.95653430282548e-05	1	0.0407353954870612	NA	0.0262	0.0565	0.3638	0.8304	0.5643
3:16606776|16612927	sus_circCRCP,TPST1_8	-6.70199765894348	-3.61050283503187	20.8897091843415	4.86501233382685e-06	-1	0.00512091897093231	0.2465	0.1308	0.3958	NA	NA	NA
3:70283524|70295087	sus_circEXOC6B_35	6.33938152196606	-3.87277620621052	17.1911408563093	3.38008971614397e-05	1	0.0200452575421126	NA	NA	NA	0.2858	0.1816	0.319
3:71177121|71179376	sus_circDYSF_49	8.52094658974244	-2.04470488088337	38.1928990982885	6.40852078974172e-10	1	4.84564278214346e-06	NA	NA	NA	0.6497	1.557	1.3985
3:72257086|72262713	sus_circTIA1_12	3.53942963121001	-1.51189335930105	15.9561000858235	6.48285297519157e-05	1	0.0338058427990809	0.2875	0.0262	0.0188	1.3513	1.6348	1.9628
4:106850368|106859846	sus_circPHTF1_17	4.86065691223148	-2.86938555635595	20.0911643918773	7.38370027654212e-06	1	0.00720387144722634	NA	NA	0.0377	0.5457	0.8044	0.4662
4:117971930|117981685	sus_circTRMT13_6	5.11870072711229	-2.63932116272181	22.5335950721164	2.06500442172581e-06	1	0.00328716098605774	NA	0.0262	0.0188	0.6756	0.7525	0.7851
4:118226324|118230068	sus_circAGL_90	-3.40122736175005	1.21895631662565	15.0793255827461	0.00010308615266222	-1	0.0451860969169399	6.6341	3.7405	15.3218	1.1434	0.9342	1.1286
4:14638092|14638411	sus_circWASHC5_35	-4.17973569517491	-2.72352590466287	17.6272569411182	2.68709383237858e-05	-1	0.0171097164126927	0.9448	0.4447	0.2638	0.052	0.0259	0.0245
4:50419067|50447885	sus_circWWP1_55	6.36827263168037	-3.8526184282822	17.4070249929343	3.01708820401647e-05	1	0.0184347136829249	NA	NA	NA	0.4937	0.2335	0.0491
4:50433434|50447885	sus_circWWP1_60	4.0608132608893	0.777804363203527	18.4285126722918	1.76398664950309e-05	1	0.0127028038605288	1.1296	0.1308	NA	10.0047	9.5494	5.8394
4:50451389|50462793	sus_circWWP1_77	4.52958459282007	-1.86931528798946	22.1232100913765	2.55699421706962e-06	1	0.00362612146961927	NA	NA	0.1131	2.0269	0.9601	0.8833
4:93736189|93738733	sus_circCCT3_1	-4.958989010394	-2.83027346186717	20.988418176848	4.62068230905582e-06	-1	0.00509396415145616	0.1027	0.497	0.8669	0.026	0.0259	NA
5:45440622|45443134	sus_circCCDC91_22	-7.26612336440427	-3.15704374224569	26.5091624152153	2.62291121245356e-07	-1	0.000835052101270083	0.2054	0.1831	0.735	NA	NA	NA
5:57883430|57887138	sus_circPLBD1_17	-3.79038114304604	-0.627400097552258	18.2190738258214	1.96897081466124e-05	-1	0.0135962132356406	1.869	2.5372	3.0719	NA	0.3633	0.319
5:76839521|76844589	sus_circSCAF11_16	-5.15200215190413	-0.746948950821979	28.3804205586896	9.96682424883644e-08	-1	0.000354643058124774	3.4711	1.1248	2.5065	NA	0.0778	0.1717
5:78038560|78052187	sus_circRPAP3_15	6.1527758629512	-4.00588749355259	15.598547249035	7.83147352125333e-05	1	0.0375111768217292	NA	NA	NA	0.3638	0.2335	0.0736
5:7960350|7961485	sus_circMRTFA_11	-4.13992688041557	0.0601205675681894	20.969506918077	4.66651933667283e-06	-1	0.00509396415145616	8.8112	2.0141	1.8281	0.052	0.4411	0.3926
5:80669559|80685417	sus_circNT5DC3_14	6.99767020183474	-3.36978477844732	23.2332666183471	1.43493545678951e-06	1	0.0026302801751878	NA	NA	NA	0.6237	0.2854	0.319
6:157292036|157294263	sus_circUSP24_61	-6.38226706301847	-3.85092091327739	17.9425582879498	2.2767282412861e-05	-1	0.0149694881864561	0.3286	0.3662	NA	NA	NA	NA
6:157296063|157297763	sus_circUSP24_82	-6.60590697627792	-3.6839040334744	19.9888140198173	7.78965243800958e-06	-1	0.00724917039961845	0.4313	0.1308	0.1885	NA	NA	NA
6:157296063|157307403	sus_circUSP24_86	5.07360216842161	-3.37156184287091	17.6626929762965	2.6374924914775e-05	1	0.0169725447669653	0.0205	NA	NA	0.2339	0.519	0.4662
6:157320562|157338944	sus_circUSP24_110	-4.06259809070891	-2.80142081538922	16.603930534742	4.60554757148236e-05	-1	0.0255586763852264	0.2465	0.5231	0.7161	0.026	0.0778	NA
6:165903478|165951653	sus_circTESK2_7	4.77320975734783	-1.87169146146885	23.6139265365076	1.17732356691175e-06	1	0.00237387675208307	NA	0.0262	0.0754	0.8835	1.8684	1.1777
6:170137545|170143503	sus_circSCMH1_35	3.90822270774949	-0.314430585642234	19.0906494570033	1.24654124745845e-05	1	0.00979263377386515	0.1232	0.1831	0.3015	3.9759	3.8146	4.0483
7:112361745|112373011	sus_circTTC7B_14	6.67061764770927	-3.6260590439155	20.16035286257	7.1213758829545e-06	1	0.00706183651081832	NA	NA	NA	0.4418	NA	0.5643
7:33634073|33684944	sus_circZFAND3_5	6.12993904982028	-4.02145728503862	15.4235690209803	8.59100884213076e-05	1	0.0396395424521482	NA	NA	NA	0.3638	0.1557	0.1472
7:48865699|48866128	sus_circENSSSCG00000038708_10	6.63126760890478	-3.65603900222227	19.797098088829	8.61133169587834e-06	1	0.00774882369454027	NA	NA	NA	0.078	0.3633	0.5398
7:80685548|80687399	sus_circRYR3_11	6.14746708872876	-4.00813548957736	15.6059975515225	7.80067712310784e-05	1	0.0375111768217292	NA	NA	NA	0.2339	0.0259	0.4416
7:9980131|9988894	sus_circRANBP9_17	6.12822687657035	-4.02261723105537	15.4106247294746	8.65005720562666e-05	1	0.0396395424521482	NA	NA	NA	0.2858	0.2335	0.1472
7:9995687|10010669	sus_circRANBP9_51	5.80906537498969	-2.75406728930154	24.7416286958428	6.55528984404928e-07	1	0.00158611793066616	NA	NA	0.0188	0.8316	0.6747	0.5152
8:1829671|1832303	sus_circHTT_9	-4.80567049746063	-3.6399826631947	15.1751587456758	9.79839853822659e-05	-1	0.043263147998345	0.1232	0.4447	0.2262	NA	NA	0.0245
8:33422988|33437049	sus_circATP8A1_7	-4.83597442002437	-3.61706567849279	15.4468512855785	8.4858202807337e-05	-1	0.0394851745216601	0.1027	0.34	0.3392	NA	NA	0.0245
8:39008497|39032833	sus_circDCUN1D4_6	-7.67561132216296	-2.80800350763768	30.7209270355188	2.97934440706757e-08	-1	0.000140356526784977	0.3081	0.1046	1.0554	NA	NA	NA
8:72695061|72709918	sus_circCCNI_2	6.08041436619931	-4.05489243129382	15.0494074032342	0.000104733134510962	1	0.045252195046915	NA	NA	NA	0.2339	0.1297	0.2944
8:83276933|83280342	sus_circOTUD4_36	6.85114360621498	-3.48621293732102	21.8303319079359	2.97854087659273e-06	1	0.00375358203385613	NA	NA	NA	0.4158	0.3114	0.3926
8:87787563|87801061	sus_circELF2_2	6.21045874352796	-3.96552681483903	16.0704757303388	6.10281294937635e-05	1	0.0329606388667657	NA	NA	NA	0.5197	0.1038	0.0736
8:87787563|87820356	sus_circELF2_3	9.20986773950072	-1.39951787428029	44.1467812808287	3.04652332031363e-11	1	9.21420978228858e-07	NA	NA	NA	0.5977	2.1798	3.1405
9:116111679|116120575	sus_circDARS2_1	-6.3017186937476	-3.90880739610491	17.2516059349084	3.2742068459915e-05	-1	0.0196095813974283	0.2054	NA	0.3581	NA	NA	NA
9:56668409|56670438	sus_circPRDM10_4	3.8564020570868	-2.93066401550366	14.8986502381883	0.000113444125643047	1	0.0479876584625727	0.0205	0.0262	0.0377	0.3638	0.493	0.8587
AEMK02000452.1:2123189|2134412	sus_circENSSSCG00000002547_3	6.16582346365284	-3.99626810851084	15.7235451624646	7.33059772961737e-05	1	0.0363465456282422	NA	NA	NA	0.1559	0.3373	0.1963
X:59556112|59571884	sus_circENSSSCG00000043604_5	-6.25703814206866	-3.94084106764652	16.8623600290814	4.01907399128218e-05	-1	0.0231536938793008	0.1849	0.0262	0.3392	NA	NA	NA
X:59556112|59571888	sus_circENSSSCG00000043604_6	-8.62934924504961	-1.94809955089389	39.8740458646085	2.70878786135758e-10	-1	2.730909628892e-06	0.9243	0.7324	1.3569	NA	NA	NA
X:59570212|59571888	sus_circENSSSCG00000043604_9	-6.506123677448	-3.75929569092834	19.0563335913474	1.26915849724179e-05	-1	0.00984248685873794	0.267	0.2093	0.2262	NA	NA	NA
